,DATE,BP,CVX,XOM,XOM.1,RDS.A,RDS.B,AMX,CX,FMX,ALFAA,PAC,BIMBOA,GISSAA,ANB,SANMEXB,SIEN,AZTECACPO,TV,WALMEX
2507,2009-07-09,45.54,63.08,65.97,65.97,47.24,47.45,19.14,7.72,31.0,3.82,25.2,16.02,,,,,,16.54,38.26
2508,2009-07-10,45.22,61.4,65.12,65.12,46.82,47.25,19.12,7.49,30.67,3.75,25.37,16.28,,,,,,16.54,38.75
2509,2009-07-13,46.2,62.44,65.7,65.7,47.51,47.51,19.17,7.6,32.08,3.84,25.53,16.5,,,,,,16.5,38.94
2510,2009-07-14,46.4,63.0,66.22,66.22,47.75,47.84,19.25,7.58,32.26,3.9,25.8,17.32,,,,,,17.23,39.0
2511,2009-07-15,48.33,64.57,68.44,68.44,49.64,49.8,20.02,8.14,33.73,4.03,26.75,17.5,,,,,,18.22,40.9
2512,2009-07-16,48.94,64.89,68.46,68.46,50.24,50.62,20.42,8.38,33.17,4.29,26.48,17.75,,,,,,17.85,40.95
2513,2009-07-17,48.72,65.12,68.52,68.52,50.1,50.25,20.515,8.54,33.07,4.86,26.46,17.54,,,,,,17.52,41.67
2514,2009-07-20,50.15,65.64,68.94,68.94,51.37,51.39,21.02,8.85,33.42,4.84,26.9,17.6,,,,,,18.19,41.95
2515,2009-07-21,49.95,66.25,70.47,70.47,51.36,51.31,20.64,8.78,33.46,4.82,27.18,17.2,,,,,,18.01,40.93
2516,2009-07-22,49.66,65.94,69.99,69.99,50.94,50.77,21.79,8.96,33.68,4.99,27.65,17.5,,,,,,17.91,41.6
2517,2009-07-23,50.7,67.89,71.61,71.61,51.99,51.72,22.1,9.45,35.36,5.13,28.93,18.0,,,,,,18.16,42.24
2518,2009-07-24,50.65,68.43,72.29,72.29,52.24,52.07,21.76,9.42,35.18,5.17,28.24,18.36,,,,,,18.03,43.28
2519,2009-07-27,51.34,68.85,72.75,72.75,52.89,52.83,21.78,9.27,35.45,5.4,27.85,18.82,,,,,,17.53,43.86
2520,2009-07-28,50.0,68.34,71.89,71.89,52.42,52.68,21.58,9.21,36.12,5.14,27.33,18.62,,,,,,17.71,43.94
2521,2009-07-29,49.67,67.12,71.43,71.43,52.46,52.69,20.97,8.43,36.34,4.91,27.1,18.5,,,,,,17.44,43.57
2522,2009-07-30,49.87,67.7,70.72,70.72,52.53,52.6,21.22,9.05,37.42,4.97,26.91,18.55,,,,,,17.55,43.84
2523,2009-07-31,50.04,69.47,70.39,70.39,52.64,52.53,21.5,9.03,38.6,5.02,27.91,18.42,,,,,,18.09,45.02
2524,2009-08-03,52.05,70.4,70.65,70.65,53.56,53.1,22.5,9.38,40.01,5.1,28.86,18.38,,,,,,18.3,46.59
2525,2009-08-04,51.72,70.41,70.6,70.6,53.65,53.39,22.81,9.5962,39.18,5.1,29.01,18.5,,,,,,18.25,46.27
2526,2009-08-05,51.55,69.79,70.03,70.03,51.9,51.6,22.78,9.875,39.7,5.0,29.08,18.5,,,,,,17.98,46.8
2527,2009-08-06,50.51,69.25,69.73,69.73,51.91,51.05,22.1,10.2,39.56,5.09,29.74,18.47,,,,,,17.98,45.66
2528,2009-08-07,51.11,69.5,69.47,69.47,51.89,51.47,22.34,10.51,39.96,5.25,30.0,18.55,,,,,,18.39,46.77
2529,2009-08-10,51.2,69.23,69.18,69.18,51.54,50.99,22.59,10.49,39.72,5.48,29.73,18.53,,,,,,18.99,48.18
2530,2009-08-11,50.83,67.94,68.13,68.13,51.76,51.25,22.28,10.36,38.25,5.35,29.1,18.01,,,,,,18.44,47.21
2531,2009-08-12,50.3,68.72,69.11,69.11,52.78,52.39,22.58,10.54,37.83,5.42,28.62,18.46,,,,,,18.28,47.69
2532,2009-08-13,50.68,68.53,68.75,68.75,52.92,52.33,22.84,10.71,38.05,5.48,28.32,18.5,,,,,,18.38,46.64
2533,2009-08-14,50.43,68.63,68.21,68.21,52.69,51.98,22.88,10.35,37.97,5.43,27.86,18.28,,,,,,18.36,46.48
2534,2009-08-17,49.18,66.59,66.55,66.55,51.61,50.77,22.38,10.54,36.81,5.18,26.69,17.95,,,,,,17.49,45.65
2535,2009-08-18,50.06,66.94,66.49,66.49,52.02,51.22,22.61,11.08,36.88,5.24,26.26,18.12,,,,,,17.42,45.41
2536,2009-08-19,50.64,68.16,68.0,68.0,52.77,51.72,22.74,11.71,36.58,5.22,25.99,18.49,,,,,,17.58,46.31
2537,2009-08-20,51.15,68.62,68.59,68.59,53.33,52.55,23.2,12.28,38.15,5.3,26.14,18.5,,,,,,17.7,45.88
2538,2009-08-21,52.25,69.73,69.92,69.92,55.03,54.17,23.62,12.37,38.92,5.4,27.29,18.56,,,,,,18.07,45.99
2539,2009-08-24,51.88,70.76,71.3,71.3,54.93,53.77,23.45,12.19,38.4,5.46,27.61,18.56,,,,,,18.05,46.7
2540,2009-08-25,51.93,70.65,70.68,70.68,55.43,54.31,23.83,12.32,38.79,5.69,28.44,18.75,,,,,,17.67,47.11
2541,2009-08-26,51.37,71.09,71.37,71.37,55.23,54.09,23.46,12.66,38.55,5.7,27.73,18.64,,,,,,17.78,47.66
2542,2009-08-27,51.88,71.0,70.86,70.86,55.75,54.82,23.38,12.86,38.07,5.75,27.8,19.3,,,,,,17.9,47.55
2543,2009-08-28,51.98,70.68,70.12,70.12,55.77,54.6,23.39,12.75,38.32,5.92,27.72,19.25,,,,,,17.83,47.93
2544,2009-08-31,51.45,69.94,69.15,69.15,55.47,54.14,22.58,12.7692,36.38,5.84,26.17,19.34,,,,,,17.48,47.21
2545,2009-09-01,50.47,68.48,68.41,68.41,54.31,53.3,21.68,11.76,34.38,5.61,25.73,18.76,,,,,,16.93,46.21
2546,2009-09-02,52.53,68.04,68.18,68.18,55.18,54.26,21.64,11.75,34.85,5.5,25.49,18.25,,,,,,16.76,46.44
2547,2009-09-03,52.8,68.33,68.26,68.26,55.25,54.32,21.94,12.12,35.79,5.77,26.53,18.82,,,,,,16.79,47.0
2548,2009-09-04,53.19,68.96,69.18,69.18,55.68,54.33,22.38,11.95,36.43,5.76,27.07,18.68,,,,,,17.03,47.55
2549,2009-09-08,54.16,70.48,70.65,70.65,56.94,55.75,23.16,12.52,37.42,5.9,28.39,18.86,,,,,,17.6,47.92
2550,2009-09-09,54.95,70.33,70.5,70.5,57.97,56.36,22.88,12.46,36.94,5.82,28.16,18.62,,,,,,17.48,47.94
2551,2009-09-10,55.04,71.45,70.65,70.65,58.6,57.27,22.98,12.31,36.45,5.9,28.78,18.71,,,,,,17.78,48.9
2552,2009-09-11,54.58,70.75,69.98,69.98,57.89,56.54,23.08,12.03,36.9,5.94,28.7,18.48,,,,,,18.03,49.78
2553,2009-09-14,54.29,71.04,70.0,70.0,58.1,56.37,23.12,12.05,36.35,5.86,28.63,18.71,,,,,,17.98,48.72
2554,2009-09-15,54.12,71.63,69.49,69.49,58.36,56.66,23.29,12.5769,36.35,6.15,28.44,18.7,,,,,,18.32,49.0
2555,2009-09-16,54.65,72.45,70.34,70.34,58.76,57.13,23.66,13.567,36.68,,28.69,,,,,,,18.58,
2556,2009-09-17,54.8,71.97,69.84,69.84,58.7,57.14,23.44,13.57,36.47,6.67,29.35,19.0,,,,,,18.45,49.39
2557,2009-09-18,54.79,72.64,69.99,69.99,58.7,57.15,22.72,13.65,36.37,6.7,30.04,18.76,,,,,,18.63,49.55
2558,2009-09-21,54.41,72.05,69.57,69.57,58.71,56.98,22.49,12.55,35.59,6.74,29.59,18.92,,,14.5,,,18.59,48.71
2559,2009-09-22,55.39,72.63,69.83,69.83,59.6,58.07,22.32,12.5,35.88,6.64,29.57,18.75,,,14.5,,,18.69,48.5
2560,2009-09-23,54.24,71.37,69.0,69.0,58.65,57.1,21.46,12.55,36.03,6.32,29.31,18.42,,,,,,18.27,47.19
2561,2009-09-24,53.19,70.71,68.93,68.93,57.79,56.67,20.9,12.29,36.85,6.26,29.17,17.74,,,,,,17.99,46.78
2562,2009-09-25,52.92,70.66,68.7,68.7,57.55,56.31,21.125,12.49,36.29,6.54,28.25,17.8,,,,,,17.98,47.0
2563,2009-09-28,53.56,71.7,69.59,69.59,58.22,56.86,21.75,12.69,36.7,6.54,29.38,19.12,,,,,,18.42,47.75
2564,2009-09-29,53.61,70.91,69.07,69.07,57.79,56.22,21.94,12.51,36.78,6.46,28.76,19.12,,,,,,18.71,47.73
2565,2009-09-30,53.23,70.43,68.61,68.61,57.19,55.77,21.92,12.42,38.05,6.46,28.19,18.79,,,14.5,,,18.59,46.8
2566,2009-10-01,51.78,68.81,67.27,67.27,55.74,54.6,21.19,11.88,44.4,6.45,27.35,18.06,,,,,,17.92,45.59
2567,2009-10-02,50.73,68.14,66.58,66.58,55.56,54.19,21.32,11.69,45.69,6.59,26.91,18.38,,,,,,17.74,46.37
2568,2009-10-05,51.44,69.39,67.58,67.58,55.9,54.56,21.9,11.95,45.35,6.81,27.25,18.37,,,,,,18.02,46.6
2569,2009-10-06,52.5,70.56,68.66,68.66,57.08,55.73,23.0,12.37,45.93,7.07,27.89,18.5,,,,,,18.02,47.3
2570,2009-10-07,52.23,70.51,68.67,68.67,56.83,55.33,22.98,12.12,45.98,7.29,28.27,18.5,,,14.5,,,18.11,47.79
2571,2009-10-08,52.76,71.45,69.05,69.05,57.09,55.73,23.42,12.54,45.06,7.02,28.38,18.5,,,,,,18.5,47.79
2572,2009-10-09,52.27,72.76,69.27,69.27,57.35,55.95,23.54,12.67,44.36,7.22,28.38,18.88,,,,,,18.61,47.35
2573,2009-10-12,52.64,73.67,70.13,70.13,57.87,56.41,23.98,12.71,44.26,7.65,29.46,18.98,,,,,,18.98,48.3
2574,2009-10-13,52.68,74.07,70.26,70.26,58.21,56.56,23.93,12.97,43.39,7.69,29.59,19.1,,,,,,19.06,48.9
2575,2009-10-14,53.66,75.46,71.84,71.84,59.96,58.24,24.41,13.38,42.95,7.57,29.64,19.24,,,,,,19.39,48.49
2576,2009-10-15,54.76,76.69,72.94,72.94,60.48,58.89,24.31,13.32,44.84,7.64,29.63,19.1,,,14.5,,,19.37,48.44
2577,2009-10-16,55.01,76.81,73.12,73.12,61.39,59.74,24.07,12.81,45.82,7.55,29.72,19.07,,,14.5,,,19.17,48.1
2578,2009-10-19,56.4,77.66,73.62,73.62,62.37,60.81,24.02,13.02,44.67,7.52,29.81,19.8,,,,,,19.7,48.95
2579,2009-10-20,56.18,77.03,73.02,73.02,62.34,60.8,23.8,12.7,44.32,7.53,28.94,20.0,,,,,,19.96,48.64
2580,2009-10-21,56.42,76.97,73.31,73.31,62.73,61.27,23.86,12.72,44.47,7.5,28.83,20.0,,,,,,20.42,48.56
2581,2009-10-22,56.64,77.29,74.44,74.44,63.06,61.63,23.74,12.65,44.51,7.5,28.48,20.0,,,,,,20.32,48.5
2582,2009-10-23,55.42,76.68,73.57,73.57,62.15,60.75,23.17,12.28,44.84,7.48,28.46,20.26,,,,,,20.29,49.29
2583,2009-10-26,55.48,75.45,73.23,73.23,61.78,60.42,22.95,11.44,44.6,7.42,27.0,20.1,,,,,,20.44,47.95
2584,2009-10-27,57.82,76.59,74.91,74.91,62.76,61.48,22.25,10.89,44.41,7.17,26.67,19.94,,,,,,20.19,47.31
2585,2009-10-28,56.82,75.89,73.84,73.84,61.82,60.56,22.02,10.09,43.31,7.02,25.32,19.94,,,,,,19.8,46.3
2586,2009-10-29,58.3,77.95,73.96,73.96,61.36,60.13,22.76,10.79,44.65,7.15,26.02,19.9,,,,,,20.37,46.15
2587,2009-10-30,56.62,76.54,71.67,71.67,59.41,58.16,22.06,9.98,43.31,6.75,25.46,19.08,,,13.99,,,19.36,46.99
2588,2009-11-02,57.27,76.64,72.15,72.15,59.35,58.08,22.4,9.933,43.72,,25.64,,,,,,,19.79,
2589,2009-11-03,57.55,76.7,71.74,71.74,60.08,58.65,22.535,10.2,42.76,6.88,25.99,19.3,,,,,,19.52,46.99
2590,2009-11-04,57.58,76.28,71.3,71.3,59.37,57.76,22.9,10.51,43.12,7.12,25.94,19.92,,,,,,19.87,47.77
2591,2009-11-05,58.53,77.24,72.5,72.5,60.49,58.86,23.41,10.52,43.35,7.08,26.0,19.75,,,,,,20.6,48.28
2592,2009-11-06,58.43,77.53,72.58,72.58,60.33,58.72,23.2,10.61,42.65,7.05,26.05,19.81,,,,,,20.53,48.3
2593,2009-11-09,59.93,77.66,72.85,72.85,62.07,60.73,23.82,11.33,43.65,7.41,27.56,20.28,,,,,,21.05,49.49
2594,2009-11-10,59.13,78.34,72.61,72.61,62.19,60.72,23.89,11.12,43.63,7.47,27.97,21.04,,,13.0,,,21.15,50.0
2595,2009-11-11,58.33,78.51,72.91,72.91,62.2,60.67,24.17,11.42,44.15,7.49,27.88,20.92,,,13.0,,,21.6,50.95
2596,2009-11-12,57.27,77.42,71.9,71.9,61.24,59.68,24.05,10.93,43.62,7.45,26.99,20.5,,,13.0,,,21.24,50.24
2597,2009-11-13,58.35,77.94,72.47,72.47,62.14,60.54,24.11,11.12,43.5,7.5,27.83,20.88,,,13.0,,,21.05,51.74
2598,2009-11-16,59.26,78.61,74.43,74.43,62.88,61.35,24.62,11.53,44.1,,28.19,,,,,,,22.13,
2599,2009-11-17,59.5,78.81,75.03,75.03,63.18,61.57,24.48,11.279,44.23,7.4,28.32,20.78,,,13.0,,,21.19,52.9
2600,2009-11-18,59.24,78.92,75.27,75.27,62.86,61.22,24.04,11.14,44.42,7.29,27.84,20.75,,,13.0,,,21.0,52.62
2601,2009-11-19,58.63,77.34,74.65,74.65,61.78,60.15,23.8,10.75,43.47,7.36,27.04,20.38,,,13.0,,,20.96,53.39
2602,2009-11-20,57.83,76.77,74.38,74.38,60.66,59.02,23.5,10.66,43.52,7.55,27.8,20.4,,,13.0,,,20.76,53.2
2603,2009-11-23,58.64,78.74,75.7,75.7,61.84,59.99,24.02,10.9,44.05,7.59,28.6,21.25,,,13.0,,,20.82,53.75
2604,2009-11-24,58.72,79.03,75.97,75.97,61.96,60.03,23.9,10.7212,45.69,7.7,28.36,20.9,,,13.0,,,20.71,53.28
2605,2009-11-25,59.22,79.64,76.47,76.47,62.26,60.39,24.52,10.8,45.2,7.92,28.16,21.12,,,13.0,,,20.7,54.45
2606,2009-11-27,58.11,78.17,74.87,74.87,60.74,58.84,24.175,10.558,45.62,7.94,27.46,20.7,,,13.0,,,20.54,53.88
2607,2009-11-30,57.18,78.04,75.07,75.07,59.76,57.84,24.19,10.86,45.51,8.2,28.28,20.92,,,13.0,,,20.57,53.17
2608,2009-12-01,58.58,79.06,76.04,76.04,61.03,59.07,24.84,11.05,47.21,8.29,28.66,21.28,,,13.0,,,21.07,54.46
2609,2009-12-02,58.64,78.73,75.79,75.79,60.93,58.83,24.42,10.99,47.87,8.4,28.78,22.5,,,13.0,,,21.0,55.94
2610,2009-12-03,57.62,77.96,74.99,74.99,60.8,58.61,24.28,10.88,48.43,8.15,29.68,22.75,,,13.0,,,20.98,56.1
2611,2009-12-04,57.86,78.07,74.25,74.25,61.14,58.79,24.54,11.11,49.0,8.22,30.24,23.0,,,13.0,,,21.35,56.39
2612,2009-12-07,58.17,78.17,73.77,73.77,60.83,58.6,24.16,10.93,48.38,8.34,30.12,22.74,,,13.0,,,21.39,58.2
2613,2009-12-08,57.04,76.76,72.95,72.95,59.32,57.26,23.36,10.55,46.62,8.2,29.59,22.78,,,13.0,,,20.96,58.7
2614,2009-12-09,56.7,77.06,72.79,72.79,59.59,57.69,23.47,10.46,47.35,8.23,28.95,22.87,,,13.0,,,20.92,57.85
2615,2009-12-10,56.39,77.42,72.4,72.4,59.44,57.16,23.78,10.65,47.96,8.3,28.9,22.5,,,13.0,,,20.94,56.5
2616,2009-12-11,56.45,77.76,72.83,72.83,59.29,57.22,23.73,10.84,48.7,8.3,28.62,22.15,,,13.0,,,20.85,56.4
2617,2009-12-14,56.77,77.26,69.69,69.69,59.77,57.76,24.0,10.9,48.35,8.3,29.29,22.25,,,13.65,,,20.89,56.09
2618,2009-12-15,56.43,77.37,69.17,69.17,59.07,57.06,23.85,10.95,47.99,8.3,30.99,22.2,,,13.65,,,21.1,56.2
2619,2009-12-16,57.04,77.89,68.43,68.43,59.57,57.47,23.62,11.05,47.6,8.3,31.81,22.37,,,13.65,,,21.38,56.6
2620,2009-12-17,55.9,76.78,68.22,68.22,58.15,56.14,23.36,11.02,46.65,8.3,32.05,23.2,,,13.3,,,20.53,56.21
2621,2009-12-18,56.18,76.9,68.21,68.21,58.07,55.83,23.49,11.16,46.68,8.2,32.2,21.81,,,12.64,,,20.55,55.6
2622,2009-12-21,57.24,77.5,68.51,68.51,59.24,57.02,23.3,11.25,46.52,8.15,31.46,21.8,,,12.64,,,20.66,55.5
2623,2009-12-22,57.48,77.49,68.57,68.57,59.94,57.96,23.68,11.48,47.75,8.3,32.24,22.5,,,12.64,,,20.8,57.5
2624,2009-12-23,57.91,77.04,68.26,68.26,60.45,58.31,23.75,11.4904,48.7,8.22,32.25,22.69,,,12.64,,,20.78,58.5
2625,2009-12-24,58.24,77.43,68.66,68.66,60.83,58.7,23.82,11.55,48.9,8.2,32.28,22.68,,,12.64,,,20.97,58.27
2626,2009-12-28,58.63,77.77,69.08,69.08,60.86,58.81,23.64,11.47,48.49,8.22,32.06,22.68,,,12.64,,,20.87,58.26
2627,2009-12-29,58.05,77.21,68.84,68.84,60.79,58.58,23.69,11.68,48.15,8.2,31.73,22.36,,,12.64,,,20.95,58.89
2628,2009-12-30,58.16,77.65,68.77,68.77,60.66,58.61,23.47,11.54,47.77,8.1,31.45,22.04,,,,,,20.85,60.5
2629,2009-12-31,57.97,76.99,68.19,68.19,60.11,58.13,23.49,11.37,47.88,8.23,31.26,21.3,,,,,,20.76,58.3
2630,2010-01-04,59.15,79.06,69.15,69.15,62.35,60.2,24.4,11.85,49.9,8.78,32.88,21.98,,,,,,21.15,59.75
2631,2010-01-05,59.57,79.62,69.42,69.42,62.42,60.22,24.4,11.93,48.71,8.6,33.52,22.0,,,,,,20.97,60.79
2632,2010-01-06,59.88,79.63,70.02,70.02,61.91,59.77,24.44,11.89,49.39,8.65,33.8,21.98,,,13.0,,,20.89,60.99
2633,2010-01-07,59.86,79.33,69.8,69.8,61.61,59.52,24.68,11.98,50.01,8.63,33.81,22.12,,,13.0,,,21.12,59.77
2634,2010-01-08,60.0,79.47,69.52,69.52,61.52,59.24,24.66,11.93,49.77,8.56,34.08,22.0,,,13.5,,,20.76,59.3
2635,2010-01-11,61.89,80.88,70.3,70.3,62.48,60.14,24.94,11.95,43.0,8.7,33.81,22.61,,,13.0,,,20.65,60.79
2636,2010-01-12,61.5,80.41,69.95,69.95,61.07,58.93,24.87,11.67,44.14,8.67,33.48,22.47,,,13.0,,,20.22,61.61
2637,2010-01-13,61.8,79.8,69.67,69.67,61.11,58.82,25.0,11.62,44.34,8.72,34.17,22.5,,,13.0,,,20.65,61.04
2638,2010-01-14,61.73,79.55,69.68,69.68,60.96,58.91,23.8,11.49,44.0,8.88,35.0,22.63,,,13.0,,,20.69,61.21
2639,2010-01-15,61.64,79.23,69.11,69.11,60.51,58.44,23.28,11.3,43.87,8.53,34.38,21.9,,,13.0,,,20.41,61.31
2640,2010-01-19,62.32,79.68,69.27,69.27,61.64,59.57,23.44,11.49,44.04,8.7,34.05,22.28,,,13.0,,,20.29,62.2
2641,2010-01-20,61.06,78.15,68.03,68.03,60.38,58.33,22.5,11.14,43.79,8.74,33.5,22.25,,,13.0,,,20.17,62.0
2642,2010-01-21,59.57,76.24,66.7,66.7,59.14,57.09,21.89,10.6,43.02,8.45,33.22,22.0,,,13.0,,,19.84,59.55
2643,2010-01-22,57.87,74.59,66.1,66.1,57.59,55.49,21.64,10.14,42.53,8.37,33.55,21.94,,,13.0,,,19.68,58.65
2644,2010-01-25,58.55,74.55,65.85,65.85,58.34,56.11,21.47,9.98,42.43,8.25,32.8,21.32,,,13.0,,,19.8,58.8
2645,2010-01-26,58.49,74.15,65.92,65.92,58.18,56.0,21.86,10.32,42.15,8.54,31.82,21.78,,,13.0,,,19.55,58.15
2646,2010-01-27,58.06,73.7,65.54,65.54,57.68,55.72,21.76,9.52,41.72,8.56,31.6,22.3,,,13.2,,,19.56,58.25
2647,2010-01-28,57.33,73.24,64.96,64.96,56.42,54.38,22.18,9.0,42.3,8.4,31.12,21.46,9.19,,13.0,,,19.74,59.8
2648,2010-01-29,56.12,72.12,64.43,64.43,55.39,53.38,21.82,8.84,42.16,8.44,31.41,20.58,9.15,,13.8,,,19.54,57.83
2649,2010-02-01,57.23,73.58,66.18,66.18,56.71,54.53,22.32,9.23,42.32,,32.02,,,,,,,19.63,
2650,2010-02-02,55.46,74.45,66.96,66.96,57.26,55.34,22.52,9.17,42.71,8.55,32.38,21.3,8.24,,13.8,,,20.24,57.7
2651,2010-02-03,55.17,73.21,66.6,66.6,56.73,54.59,22.92,9.13,42.65,8.69,32.98,22.12,7.2,,13.8,,,19.91,58.27
2652,2010-02-04,53.48,71.37,64.72,64.72,54.42,52.32,22.16,8.63,40.82,8.59,31.33,21.88,7.0,,13.8,,,19.06,56.62
2653,2010-02-05,53.18,71.18,64.8,64.8,54.38,52.41,22.18,8.99,40.99,8.47,31.32,21.88,7.2,,13.8,,,18.77,56.05
2654,2010-02-08,52.43,70.13,64.35,64.35,53.85,51.9,21.69,9.11,40.93,8.65,31.52,21.75,7.18,,13.8,,,18.3,57.3
2655,2010-02-09,53.61,71.31,65.2,65.2,55.24,53.14,22.1,9.08,41.48,8.75,32.39,21.94,8.21,,13.8,,,18.81,58.1
2656,2010-02-10,53.65,70.75,64.85,64.85,53.77,51.85,21.76,9.13,41.0,8.64,32.64,21.75,8.0,,13.8,,,18.64,57.85
2657,2010-02-11,54.8,71.73,65.24,65.24,55.43,53.49,22.35,9.2,41.69,8.48,32.94,21.58,8.0,,13.8,,,18.78,57.7
2658,2010-02-12,54.67,71.01,64.8,64.8,54.55,52.53,22.31,9.15,41.33,8.6,32.69,22.0,8.05,,13.8,,,18.64,59.35
2659,2010-02-16,55.95,72.99,66.28,66.28,55.75,53.65,22.945,9.38,41.6,8.67,33.81,23.74,8.0,,,,,19.1,60.42
2660,2010-02-17,54.24,72.84,65.76,65.76,55.24,53.33,22.94,9.32,41.9,8.74,33.84,23.54,7.89,,,,,19.37,61.7
2661,2010-02-18,54.74,73.62,65.96,65.96,55.86,53.89,22.84,9.15,41.98,8.7,33.86,23.88,7.89,,,,,19.67,62.81
2662,2010-02-19,54.3,74.05,65.87,65.87,55.7,53.75,22.66,9.39,41.75,8.74,33.96,23.75,7.35,,,,,19.7,62.5
2663,2010-02-22,54.25,72.96,65.4,65.4,55.57,53.58,22.44,9.38,42.0,8.62,34.05,23.55,7.4,,,,,19.66,61.78
2664,2010-02-23,53.22,72.04,64.94,64.94,54.54,52.59,22.06,9.14,41.88,8.5,33.85,23.72,6.98,,,,,19.35,60.61
2665,2010-02-24,53.58,72.34,65.55,65.55,55.38,53.38,22.24,9.13,41.89,8.56,34.06,23.61,7.1,,,,,19.29,60.5
2666,2010-02-25,52.89,72.11,65.14,65.14,54.81,52.69,22.16,9.14,42.38,8.46,33.79,23.45,7.19,,14.8,,,18.76,61.56
2667,2010-02-26,53.21,72.3,65.0,65.0,54.74,52.62,22.28,9.19,42.8,8.6,33.93,23.4,7.5,,14.8,,,18.46,63.45
2668,2010-03-01,53.98,72.81,65.4,65.4,55.38,53.22,22.2,9.3,43.74,8.66,33.98,24.0,7.69,,14.8,,,19.13,63.9
2669,2010-03-02,54.0,73.32,65.49,65.49,55.71,53.33,22.45,9.35,44.49,8.72,33.95,24.32,7.7,,14.8,,,19.24,65.1
2670,2010-03-03,54.86,73.13,65.43,65.43,56.34,54.12,22.91,9.69,44.78,8.65,35.36,24.4,7.7,,14.8,,,19.38,64.19
2671,2010-03-04,55.09,73.08,65.4,65.4,56.06,53.93,22.97,9.48,44.93,8.74,35.95,24.7,7.75,,14.8,,,19.3,63.0
2672,2010-03-05,55.78,74.3,66.47,66.47,57.06,54.93,23.44,9.75,45.59,8.77,36.9,24.93,7.97,,14.8,,,19.3,63.35
2673,2010-03-08,56.17,74.64,66.48,66.48,57.15,54.89,23.52,9.88,45.89,8.7,37.1,25.29,8.0,,14.8,,,19.37,61.94
2674,2010-03-09,56.04,74.3,66.78,66.78,57.24,55.05,23.64,10.0,45.96,8.69,37.27,25.5,8.29,,14.8,,,19.53,61.71
2675,2010-03-10,56.19,73.96,67.22,67.22,57.59,55.24,23.89,9.88,46.21,8.6,37.09,25.65,8.44,,14.8,,,20.02,61.6
2676,2010-03-11,56.6,73.99,67.22,67.22,58.06,55.75,23.94,10.0,46.22,8.64,36.99,25.87,8.49,,14.8,,,20.16,62.0
2677,2010-03-12,56.86,73.72,66.8,66.8,58.25,56.03,23.86,10.06,46.23,8.8,37.42,25.98,8.1,,14.8,,,20.35,62.74
2678,2010-03-15,56.58,73.57,66.3,66.3,57.93,55.58,23.78,9.89,46.17,,36.89,,,,,,,20.37,
2679,2010-03-16,57.18,73.98,66.57,66.57,59.01,56.79,24.28,10.06,45.98,8.95,36.57,26.0,8.61,,14.8,,,20.53,62.8
2680,2010-03-17,58.15,74.67,67.36,67.36,59.9,57.63,24.62,10.38,46.5,9.02,36.62,26.46,8.89,,14.8,,,20.83,61.39
2681,2010-03-18,58.15,74.76,67.39,67.39,59.75,57.36,24.6,10.3,46.71,9.36,36.49,26.55,9.0,,14.8,,,20.85,61.95
2682,2010-03-19,57.69,74.98,67.04,67.04,58.5,56.13,24.5,10.23,46.46,9.4,35.91,26.78,9.49,,14.8,,,20.7,62.25
2683,2010-03-22,57.35,74.46,66.97,66.97,58.26,55.9,24.6,10.42,46.94,9.3,36.38,26.84,10.3,,14.8,,,20.99,62.28
2684,2010-03-23,57.95,74.77,66.95,66.95,58.69,56.23,24.92,10.58,47.45,9.6,36.44,26.78,9.9,,15.75,,,21.04,62.93
2685,2010-03-24,57.23,73.93,66.5,66.5,57.69,55.41,24.705,10.06,47.59,9.63,36.45,25.4,9.7,,15.75,,,20.62,62.9
2686,2010-03-25,56.53,73.8,66.3,66.3,56.94,54.68,24.66,9.66,47.43,9.55,36.82,25.55,9.5,,15.75,,,20.63,63.05
2687,2010-03-26,56.69,74.43,66.54,66.54,57.38,55.01,24.86,9.66,46.7,9.55,36.6,26.62,9.39,,15.75,,,20.58,62.75
2688,2010-03-29,56.89,75.23,67.3,67.3,57.59,55.14,25.28,9.93,47.13,9.75,36.76,26.82,9.4,,15.75,,,20.93,63.28
2689,2010-03-30,56.83,75.3,67.05,67.05,57.54,55.07,25.4,10.0,47.34,9.76,37.25,27.12,9.4,,15.75,,,21.03,63.1
2690,2010-03-31,57.07,75.83,66.98,66.98,57.86,55.33,25.17,9.82,47.53,9.74,37.02,27.6,9.95,,15.75,,,21.02,63.35
2691,2010-04-01,57.74,76.69,67.61,67.61,58.96,56.3,25.3,10.0,48.25,,37.16,,,,,,,21.12,
2692,2010-04-05,58.51,77.66,68.19,68.19,59.55,57.2,25.76,10.38,48.3,10.0,37.22,27.25,9.8,,15.75,,,21.66,63.24
2693,2010-04-06,59.36,77.88,67.9,67.9,59.62,57.07,25.86,10.4904,48.63,10.05,36.46,27.0,9.6,,15.75,,,21.5,63.01
2694,2010-04-07,58.78,77.37,67.34,67.34,58.8,56.44,25.49,10.06,48.57,9.86,35.94,26.48,9.5,,15.75,,,21.1,63.85
2695,2010-04-08,58.97,77.66,67.86,67.86,59.31,56.98,25.17,10.23,48.04,9.87,35.62,26.48,9.4,,15.75,,,21.1,63.31
2696,2010-04-09,59.46,79.5,68.76,68.76,60.7,58.46,25.6,10.43,48.56,10.0,35.68,27.38,9.38,,15.75,,,21.35,62.75
