,DATE,BP,CVX,XOM,XOM.1,RDS.A,RDS.B,AMX,CX,FMX,ALFAA,PAC,BIMBOA,GISSAA,ANB,SANMEXB,SIEN,AZTECACPO,TV,WALMEX
0,1999-07-21,57.0,,39.0625,39.0625,,,,,13.4449,,,,,,,,,10.8906,
1,1999-07-22,56.5313,,39.0938,39.0938,,,,,13.2576,,,,,,,,,10.6875,
2,1999-07-23,57.0313,,39.5625,39.5625,,,,,12.4043,,,,,,,,,10.0938,
3,1999-07-26,55.875,,39.0,39.0,,,,,11.8007,,,,,,,,,9.6563,
4,1999-07-27,56.75,,38.7813,38.7813,,,,,11.8423,,,,,,,,,9.9219,
5,1999-07-28,57.25,,39.4688,39.4688,,,,,12.0504,,,,,,,,,10.25,
6,1999-07-29,57.2188,,38.9375,38.9375,,,,,11.5301,,,,,,,,,9.7656,
7,1999-07-30,57.9375,,39.6875,39.6875,,,,,11.4469,,,,,,,,,9.5938,
8,1999-08-02,58.2188,,38.9375,38.9375,,,,,11.1139,,,,,,,,,9.1406,
9,1999-08-03,58.3438,,39.4063,39.4063,,,,,11.3844,,,,,,,,,9.4844,
10,1999-08-04,58.75,,39.9375,39.9375,,,,,11.3844,,,,,,,,,9.1563,
11,1999-08-05,59.25,,41.0938,41.0938,,,,,11.2804,,,,,,,,,9.0156,
12,1999-08-06,59.3125,,40.1875,40.1875,,,,,11.1139,,,,,,,,,9.0781,
13,1999-08-09,59.125,,40.1875,40.1875,,,,,11.1555,,,,,,,,,9.25,
14,1999-08-10,58.75,,40.5938,40.5938,,,,,11.1139,,,,,,,,,9.3594,
15,1999-08-11,58.75,,40.9688,40.9688,,,,,11.5718,,,,,,,,,9.5,
16,1999-08-12,58.8438,,40.9063,40.9063,,,,,11.6758,,,,,,,,,9.5,
17,1999-08-13,59.375,,40.7813,40.7813,,,,,11.988,,,,,,,,,10.125,
18,1999-08-16,59.3438,,40.7813,40.7813,,,,,11.9048,,,,,,,,,9.9688,
19,1999-08-17,59.625,,40.9063,40.9063,,,,,12.0296,,,,,,,,,9.9844,
20,1999-08-18,59.2188,,41.1016,41.1016,,,,,11.7383,,,,,,,,,9.6426,
21,1999-08-19,58.6875,,40.9063,40.9063,,,,,11.3636,,,,,,,,,9.5156,
22,1999-08-20,58.8125,,41.2813,41.2813,,,,,11.0098,,,,,,,,,9.6563,
23,1999-08-23,59.4063,,41.4063,41.4063,,,,,11.1555,,,,,,,,,9.6406,
24,1999-08-24,58.1563,,40.8125,40.8125,,,,,11.2388,,,,,,,,,9.3906,
25,1999-08-25,57.1563,,41.125,41.125,,,,,11.5093,,,,,,,,,9.7031,
26,1999-08-26,55.1875,,40.1563,40.1563,,,,,11.4469,,,,,,,,,9.7188,
27,1999-08-27,55.1875,,39.6563,39.6563,,,,,11.1139,,,,,,,,,9.6406,
28,1999-08-30,55.1875,,38.9063,38.9063,,,,,10.9058,,,,,,,,,9.4375,
29,1999-08-31,55.9219,,39.4375,39.4375,,,,,11.0098,,,,,,,,,9.0313,
30,1999-09-01,56.75,,39.1563,39.1563,,,,,11.0514,,,,,,,,,9.1406,
31,1999-09-02,55.5938,,38.75,38.75,,,,,10.6976,,,,,,,,,9.0625,
32,1999-09-03,56.4688,,39.5313,39.5313,,,,,10.656,,,,,,,,,9.125,
33,1999-09-07,55.9688,,39.75,39.75,,,,,10.1981,,,,,,,,,8.9688,
34,1999-09-08,55.5625,,40.5938,40.5938,,,,,10.323,,,,,,,,,8.625,
35,1999-09-09,57.9063,,40.625,40.625,,,,,10.1773,,,,,,,,,8.4844,
36,1999-09-10,57.9375,,40.2188,40.2188,,,,,10.4895,,,,,,,,,9.0313,
37,1999-09-13,57.2188,,39.3125,39.3125,,,,,10.7393,,,,,,,,,9.2031,
38,1999-09-14,56.9063,,39.5938,39.5938,,,,,10.3438,,,,,,,,,9.0625,
39,1999-09-15,55.4688,,38.625,38.625,,,,10.9676,9.9692,,,,,,,,,8.9531,
40,1999-09-16,54.6875,,38.8438,38.8438,,,,10.9676,9.8651,,,,,,,,,8.7188,
41,1999-09-17,54.625,,39.9375,39.9375,,,,11.0915,9.8235,,,,,,,,,8.875,
42,1999-09-20,53.5625,,39.0938,39.0938,,,,11.3883,9.99,,,,,,,,,9.0156,
43,1999-09-21,52.875,,38.375,38.375,,,,11.238,10.1149,,,,,,,,,8.9375,
44,1999-09-22,54.125,,37.6875,37.6875,,,,11.238,10.3022,,,,,,,,,9.2813,
45,1999-09-23,54.5938,,37.4063,37.4063,,,,11.238,10.3438,,,,,,,,,9.5156,
46,1999-09-24,54.0,,37.4063,37.4063,,,,11.208,10.323,,,,,,,,,9.7031,
47,1999-09-27,53.9688,,37.5625,37.5625,,,,11.3282,10.5728,,,,,,,,,9.9219,
48,1999-09-28,53.125,,37.3438,37.3438,,,,11.3883,10.5936,,,,,,,,,10.0313,
49,1999-09-29,53.5938,,37.375,37.375,,,,11.5085,10.6144,,,,,,,,,9.9688,
50,1999-09-30,55.4063,,38.0,38.0,,,,11.5986,10.4271,,,,,,,,,9.9844,
51,1999-10-01,56.5625,,37.3125,37.3125,,,,11.5385,10.1149,,,,,,,,,10.0,
52,1999-10-04,56.625,,36.5,36.5,,,,11.3883,10.0941,,,,,,,,,10.1875,
53,1999-10-05,54.875,,36.0938,36.0938,,,,11.1779,10.0524,,,,,,,,,10.1563,
54,1999-10-06,55.75,,37.0,37.0,,,,11.5385,10.4687,,,,,,,,,10.3438,
55,1999-10-07,55.25,,36.5625,36.5625,,,,11.5385,10.5519,,,,,,,,,10.2031,
56,1999-10-08,52.8125,,36.375,36.375,,,,11.5686,11.2388,,,,,,,,,10.3906,
57,1999-10-11,53.5625,,36.6875,36.6875,,,,11.6287,11.4677,,,,,,,,,10.4219,
58,1999-10-12,54.0,,36.6563,36.6563,,,,11.2681,11.1139,,,,,,,,,10.25,
59,1999-10-13,55.1875,,36.8125,36.8125,,,,10.7572,10.8849,,,,,,,,,10.0938,
60,1999-10-14,55.5625,,37.1875,37.1875,,,,10.4267,10.6352,,,,,,,,,9.75,
61,1999-10-15,55.0,,36.0,36.0,,,,9.6755,9.9484,,,,,,,,,9.2188,
62,1999-10-18,55.5,,36.5,36.5,,,,9.4351,10.4063,,,,,,,,,9.4844,
63,1999-10-19,55.0625,,36.7188,36.7188,,,,9.8859,10.9682,,,,,,,,,10.0,
64,1999-10-20,57.125,,38.25,38.25,,,,10.1262,11.0723,,,,,,,,,10.1094,
65,1999-10-21,57.375,,38.0313,38.0313,,,,9.9159,10.9682,,,,,,,,,10.25,
66,1999-10-22,58.4375,,38.4375,38.4375,,,,10.2764,11.0931,,,,,,,,,10.375,
67,1999-10-25,56.5,,37.0,37.0,,,,10.3666,10.6768,,,,,,,,,10.2813,
68,1999-10-26,56.125,,36.0313,36.0313,,,,10.0061,10.4895,,,,,,,,,10.0,
69,1999-10-27,56.4375,,35.875,35.875,,,,10.0361,10.4687,,,,,,,,,10.0313,
70,1999-10-28,56.9375,,36.5625,36.5625,,,,10.3365,10.6144,,,,,,,,,10.2344,
71,1999-10-29,57.75,,37.0313,37.0313,,,,10.8173,10.9266,,,,,,,,,10.625,
72,1999-11-01,57.25,,37.375,37.375,,,,10.9976,10.9474,,,,,,,,,10.5938,
73,1999-11-02,55.25,,37.0625,37.0625,,,,11.4784,11.2179,,,,,,,,,11.1094,
74,1999-11-03,54.25,,36.5,36.5,,,,11.4784,11.7383,,,,,,,,,11.4063,
75,1999-11-04,53.5625,,36.5,36.5,,,,11.4183,12.3002,,,,,,,,,11.5938,
76,1999-11-05,52.3125,,35.3125,35.3125,,,,11.3582,12.5291,,,,,,,,,11.4844,
77,1999-11-08,55.75,,37.1563,37.1563,,,,11.4183,12.4459,,,,,,,,,11.7344,
78,1999-11-09,57.375,,37.6563,37.6563,,,,11.3883,12.2169,,,,,,,,,11.5,
79,1999-11-10,58.4375,,38.0,38.0,,,,11.8389,12.2794,,,,,,,,,11.7031,
80,1999-11-11,60.0,,38.4063,38.4063,,,,12.2596,12.4043,,,,,,,,,11.8438,
81,1999-11-12,59.8125,,38.9375,38.9375,,,,12.1394,12.5708,,,,,,,,,11.8594,
82,1999-11-15,59.5,,39.0,39.0,,,,12.1394,12.7581,,,,,,,,,12.0625,
83,1999-11-16,61.0625,,39.5938,39.5938,,,,12.0192,12.9454,,,,,,,,,12.0781,
84,1999-11-17,61.4375,,40.125,40.125,,,,12.0192,13.1119,,,,,,,,,11.9531,
85,1999-11-18,61.1875,,40.5313,40.5313,,,,11.9591,13.1535,,,,,,,,,12.2188,
86,1999-11-19,60.4375,,39.8438,39.8438,,,,11.899,13.2368,,,,,,,,,13.4531,
87,1999-11-22,59.4375,,39.625,39.625,,,,11.1178,12.7997,,,,,,,,,12.7813,
88,1999-11-23,58.8125,,39.0313,39.0313,,,,11.2981,12.7373,,,,,,,,,12.5938,
89,1999-11-24,60.0,,39.5313,39.5313,,,,11.7488,12.8205,,,,,,,,,12.5,
90,1999-11-26,61.0625,,39.0,39.0,,,,12.0793,12.9038,,,,,,,,,12.4375,
91,1999-11-29,60.875,,39.6875,39.6875,,,,11.899,12.987,,,,,,,,,12.5,
92,1999-11-30,60.9375,,39.6563,39.6563,,,,11.8089,12.6124,,,,,,,,,12.2031,
93,1999-12-01,61.5,,41.25,41.25,,,,11.899,12.4251,,,,,,,,,12.25,
94,1999-12-02,59.375,,40.7813,40.7813,,,,12.1394,12.8621,,,,,,,,,12.6094,
95,1999-12-03,59.5,,41.3125,41.3125,,,,12.3798,13.32,,,,,,,,,13.1094,
96,1999-12-06,60.0,,41.9375,41.9375,,,,12.5,13.5698,,,,,,,,,13.5625,
97,1999-12-07,59.25,,41.9375,41.9375,,,,12.2897,13.8403,,,,,,,,,13.5938,
98,1999-12-08,60.25,,42.0313,42.0313,,,,12.5,14.3814,,,,,,,,,15.5,
99,1999-12-09,61.4375,,43.0625,43.0625,,,,12.2296,14.2149,,,,,,,,,15.1094,
100,1999-12-10,60.625,,41.4063,41.4063,,,,12.5,13.8611,,,,,,,,,15.375,
101,1999-12-13,60.0,,41.3438,41.3438,,,,12.47,13.8195,,,,,,,,,15.3438,
102,1999-12-14,59.4375,,41.1875,41.1875,,,,12.1695,13.6322,,,,,,,,,15.0625,
103,1999-12-15,60.6875,,41.5313,41.5313,,,,12.3498,13.8611,,,,,,,,,15.0625,
104,1999-12-16,62.0,,41.875,41.875,,,,12.7705,14.1109,,,,,,,,,15.9531,
105,1999-12-17,61.875,,41.3125,41.3125,,,,13.0409,14.2982,,,,,,,,,16.75,
106,1999-12-20,60.75,,40.9532,40.9532,,,,13.0109,14.1525,,,,,,,,,17.8438,
107,1999-12-21,60.4375,,40.375,40.375,,,,13.0409,14.3606,,,,,,,,,17.75,
108,1999-12-22,60.0,,40.5,40.5,,,,13.071,14.2358,,,,,,,,,17.0938,
109,1999-12-23,59.6875,,41.9063,41.9063,,,,13.1611,14.2982,,,,,,,,,16.9688,
110,1999-12-27,59.25,,40.625,40.625,,,,12.9808,14.5479,,,,,,,,,16.3594,
111,1999-12-28,59.25,,40.3438,40.3438,,,,13.2212,14.6104,,,,,,,,,16.0938,
112,1999-12-29,59.8125,,40.5938,40.5938,,,,13.2512,14.8601,,,,,,,,,16.6875,
113,1999-12-30,59.5,,40.2188,40.2188,,,,13.4014,14.8185,,,,,,,,,16.9844,
114,1999-12-31,59.3125,,40.2813,40.2813,,,,13.4014,14.8185,,,,,,,,,17.0625,
115,2000-01-03,58.8125,,39.0938,39.0938,,,,13.1611,14.652,,,,,,,,,16.1719,
116,2000-01-04,58.5,,38.4063,38.4063,,,,12.1695,13.4033,,,,,,,,,14.2813,
117,2000-01-05,60.5,,40.5,40.5,,,,12.0793,13.6946,,,,,,,,,14.2813,
118,2000-01-06,60.625,,42.5938,42.5938,,,,11.9892,13.6946,,,,,,,,,14.0781,
119,2000-01-07,59.5,,42.3125,42.3125,,,,12.1995,14.5896,,,,,,,,,14.7344,
120,2000-01-10,57.75,,41.875,41.875,,,,12.47,15.5261,,,,,,,,,16.625,
121,2000-01-11,57.75,,42.375,42.375,,,,12.1394,14.9226,,,,,,,,,15.6719,
122,2000-01-12,56.5625,,41.75,41.75,,,,12.0493,14.7144,,,,,,,,,15.6875,
123,2000-01-13,57.375,,42.625,42.625,,,,12.1995,15.4221,,,,,,,,,16.6875,
124,2000-01-14,55.3125,,41.875,41.875,,,,12.5,15.9632,,,,,,,,,16.8125,
125,2000-01-18,55.75,,42.1875,42.1875,,,,12.5,15.8383,,,,,,,,,17.0313,
126,2000-01-19,56.0,,42.7813,42.7813,,,,12.1094,15.1099,,,,,,,,,16.875,
127,2000-01-20,54.6875,,41.8438,41.8438,,,,11.5686,14.6312,,,,,,,,,16.5469,
128,2000-01-21,56.25,,42.5,42.5,,,,11.238,14.2358,,,,,,,,,16.25,
129,2000-01-24,56.0,,42.125,42.125,,,,10.7572,14.1109,,,,,,,,,15.875,
130,2000-01-25,54.875,,42.0313,42.0313,,,,11.0878,14.1525,,,,,,,,,15.625,
131,2000-01-26,54.8125,,41.75,41.75,,,,11.4183,14.319,,,,,,,,,15.6719,
132,2000-01-27,54.125,,40.5,40.5,,,,10.9976,14.7144,,,,,,,,,15.6875,
133,2000-01-28,53.9375,,39.4375,39.4375,,,,10.637,14.1109,,,,,,,,,14.75,
134,2000-01-31,53.75,,41.7188,41.7188,,,,10.5168,13.6946,,,,,,,,,13.875,
135,2000-02-01,54.5,,41.5938,41.5938,,,,10.9375,13.9444,,,,,,,,,14.8281,
136,2000-02-02,53.9375,,41.9063,41.9063,,,,10.6971,13.986,,,,,,,,,15.6875,
137,2000-02-03,52.1875,,41.125,41.125,,,,10.6671,14.319,,,,,,,,,16.25,
138,2000-02-04,49.25,,40.4375,40.4375,,,,10.5769,14.985,,,,,,,,,16.625,
139,2000-02-07,48.5,,40.375,40.375,,,,11.5385,15.8591,,,,,,,,,17.7656,
140,2000-02-08,48.125,,39.4688,39.4688,,,,11.4784,16.1505,,,,,,,,,17.8125,
141,2000-02-09,45.875,,38.0313,38.0313,,,,11.1479,16.2962,,,,,,,,,18.0469,
142,2000-02-10,48.125,,37.9375,37.9375,,,,11.1779,16.65,,,,,,,,,21.4688,
143,2000-02-11,46.625,,36.9375,36.9375,,,,10.8474,16.6916,,,,,,,,,20.75,
144,2000-02-14,47.4375,,38.2188,38.2188,,,,10.8774,16.4419,,,,,,,,,19.7969,
145,2000-02-15,47.375,,39.6563,39.6563,,,,11.0277,15.984,,,,,,,,,19.0469,
146,2000-02-16,49.25,,39.8203,39.8203,,,,11.0577,15.9424,,,,,,,,,20.2031,
147,2000-02-17,48.875,,38.9375,38.9375,,,,11.0878,15.2764,,,,,,,,,19.7031,
148,2000-02-18,46.875,,37.5,37.5,,,,10.7572,14.3814,,,,,,,,,18.2031,
149,2000-02-22,45.375,,37.7188,37.7188,,,,10.7572,13.8819,,,,,,,,,18.1875,
150,2000-02-23,45.0,,37.3125,37.3125,,,,11.1479,14.5271,,,,,,,,,19.375,
151,2000-02-24,43.625,,36.4063,36.4063,,,,10.9075,14.5688,,,,,,,,,19.1563,
152,2000-02-25,44.375,,35.5313,35.5313,,,,10.607,14.6104,,,,,,,,,19.0156,
153,2000-02-28,45.8125,,36.75,36.75,,,,10.3966,14.5688,,,,,,,,,18.9375,
154,2000-02-29,47.0,,37.6563,37.6563,,,,10.2764,14.7977,,,,,,,,,19.2031,
155,2000-03-01,47.625,,37.375,37.375,,,,10.2163,15.6926,,,,,,,,,20.4219,
156,2000-03-02,47.9375,,38.3125,38.3125,,,,11.0577,16.5876,,,,,,,,,21.5625,
157,2000-03-03,47.5,,37.8438,37.8438,,,,11.5385,17.3993,,,,,,,,,21.0156,
158,2000-03-06,47.1875,,36.4688,36.4688,,,,11.208,17.0038,,,,,,,,,20.2031,
159,2000-03-07,50.6875,,40.25,40.25,,,,12.1094,16.5459,,,,,,,,,19.6563,
160,2000-03-08,53.0,,39.8125,39.8125,,,,12.7404,17.0038,,,,,,,,,20.0313,
161,2000-03-09,52.875,,40.2188,40.2188,,,,12.9808,17.7114,,,,,,,,,20.2656,
162,2000-03-10,53.375,,38.5,38.5,,,,12.6202,17.5033,,,,,,,,,20.125,
163,2000-03-13,51.5625,,37.9375,37.9375,,,,12.3498,16.8165,,,,,,,,,18.625,
164,2000-03-14,51.125,,38.625,38.625,,,,12.1695,16.5876,,,,,,,,,17.9375,
165,2000-03-15,52.75,,38.875,38.875,,,,12.3498,16.5043,,,,,,,,,18.1563,
166,2000-03-16,53.75,,39.875,39.875,,,,12.2596,16.6084,,,,,,,,,18.25,
167,2000-03-17,51.375,,38.5625,38.5625,,,,12.3798,16.6084,,,,,,,,,18.4844,
168,2000-03-20,50.3125,,37.4375,37.4375,,,,12.6202,16.8373,,,,,,,,,17.9688,
169,2000-03-21,51.75,,38.5,38.5,,,,12.5301,16.8165,,,,,,,,,17.5781,
170,2000-03-22,51.4375,,37.375,37.375,,,,12.2296,16.1713,,,,,,,,,17.4219,
171,2000-03-23,51.5,,37.75,37.75,,,,12.3798,16.6292,,,,,,,,,18.1406,
172,2000-03-24,50.625,,38.625,38.625,,,,12.3197,16.5668,,,,,,,,,19.0,
173,2000-03-27,49.0,,38.375,38.375,,,,12.3197,16.65,,,,,,,,,18.8438,
174,2000-03-28,48.375,,38.1563,38.1563,,,,11.9591,16.0881,,,,,,,,,17.4688,
175,2000-03-29,50.3125,,40.2813,40.2813,,,,11.4784,15.8175,,,,,,,,,18.125,
176,2000-03-30,51.9375,,39.5782,39.5782,,,,10.8774,15.2764,,,,,,,,,17.25,
177,2000-03-31,53.25,,38.9688,38.9688,,,,10.8774,14.985,,,,,,,,,17.0,
178,2000-04-03,52.625,,40.25,40.25,,,,11.238,14.7977,,,,,,,,,16.4844,
179,2000-04-04,52.6875,,41.25,41.25,,,,10.9976,14.4231,,,,,,,,,15.8438,
180,2000-04-05,51.5,,39.875,39.875,,,,11.3582,14.8185,,,,,,,,,15.9219,
181,2000-04-06,51.9375,,40.875,40.875,,,,11.5085,15.6718,,,,,,,,,16.4063,
182,2000-04-07,51.1875,,39.7813,39.7813,,,,11.5085,15.8591,,,,,,,,,17.1094,
183,2000-04-10,51.125,,39.125,39.125,,,,11.0277,15.7967,,,,,,,,,16.5313,
184,2000-04-11,52.1875,,39.6875,39.6875,,,,10.8774,15.4845,,,,,,,,,16.2344,
185,2000-04-12,52.125,,39.9688,39.9688,,,,10.607,14.6936,,,,,,,,,15.4375,
186,2000-04-13,51.5,,40.0,40.0,,,,10.5769,14.2774,,,,,,,,,14.4375,
187,2000-04-14,49.6875,,39.375,39.375,,,,9.8859,12.3834,,,,,,,,,12.875,
188,2000-04-17,47.375,,37.75,37.75,,,,9.8558,12.1753,,,,,,,,,13.3906,
189,2000-04-18,48.125,,38.0938,38.0938,,,,10.3666,13.0911,,,,,,,,,15.375,
190,2000-04-19,48.8125,,38.7188,38.7188,,,,9.9159,12.654,,,,,,,,,14.4688,
191,2000-04-20,49.75,,39.5,39.5,,,,10.3365,12.987,,,,,,,,,14.8906,
192,2000-04-24,49.75,,40.0,40.0,,,,9.8558,13.0078,,,,,,,,,14.75,
193,2000-04-25,52.25,,40.5,40.5,,,,10.6971,13.7571,,,,,,,,,15.8906,
194,2000-04-26,52.0,,40.0625,40.0625,,,,10.4868,13.8195,,,,,,,,,15.9063,
195,2000-04-27,53.0,,40.3438,40.3438,,,,10.5168,13.7363,,,,,,,,,15.75,
196,2000-04-28,51.0,,38.8438,38.8438,,,,10.5168,13.7363,,,,,,,,,15.8594,
197,2000-05-01,51.25,,39.0,39.0,,,,10.4567,13.7363,,,,,,,,,16.4375,
198,2000-05-02,51.4375,,39.125,39.125,,,,10.4567,13.0494,,,,,,,,,15.8438,
199,2000-05-03,51.75,,38.5938,38.5938,,,,10.0662,12.4667,,,,,,,,,15.0156,
200,2000-05-04,52.25,,39.75,39.75,,,,9.946,12.3418,,,,,,,,,15.0,
201,2000-05-05,54.3125,,40.0,40.0,,,,9.9159,12.321,,,,,,,,,14.9531,
202,2000-05-08,55.125,,40.125,40.125,,,,9.8558,12.2378,,,,,,,,,14.0313,
203,2000-05-09,53.1875,,39.7188,39.7188,,,,10.0061,11.9672,,,,,,,,,13.7031,
204,2000-05-10,52.8125,,40.75,40.75,,,,9.8558,11.4469,,,,,,,,,13.5,
205,2000-05-11,55.0,,41.3125,41.3125,,,,9.8859,11.3012,,,,,,,,,13.875,
206,2000-05-12,54.1484,,41.0117,41.0117,,,,10.2764,11.9048,,,,,,,,,14.5625,
207,2000-05-15,55.0,,41.8125,41.8125,,,,10.3365,12.4251,,,,,,,,,14.75,
208,2000-05-16,53.875,,41.625,41.625,,,,10.637,12.4667,,,,,,,,,14.8438,
209,2000-05-17,53.375,,40.6875,40.6875,,,,10.3666,12.1545,,,,,,,,,14.5156,
210,2000-05-18,54.3125,,40.7344,40.7344,,,,10.2764,11.6342,,,,,,,,,14.2656,
211,2000-05-19,54.6875,,40.875,40.875,,,,10.0962,11.2596,,,,,,,,,13.4688,
212,2000-05-22,54.3125,,41.625,41.625,,,,10.0061,10.5728,,,,,,,,,13.6719,
213,2000-05-23,54.0,,41.5,41.5,,,,9.946,10.6768,,,,,,,,,13.4375,
214,2000-05-24,53.25,,41.4688,41.4688,,,,10.0662,11.5509,,,,,,,,,13.3906,
215,2000-05-25,52.75,,40.7188,40.7188,,,,10.1262,11.322,,,,,,,,,12.9531,
216,2000-05-26,52.5,,40.7188,40.7188,,,,10.1262,11.4885,,,,,,,,,12.9219,
217,2000-05-30,53.5625,,41.75,41.75,,,,10.4267,12.0713,,,,,,,,,13.7813,
218,2000-05-31,54.5625,,41.6563,41.6563,,,,10.1863,12.6748,,,,,,,,,13.9219,
219,2000-06-01,55.4375,,41.4688,41.4688,,,,10.1562,12.654,,,,,,,,,14.9844,
220,2000-06-02,56.0,,39.5938,39.5938,,,,10.7572,13.7363,,,,,,,,,16.6563,
221,2000-06-05,56.25,,39.6758,39.6758,,,,10.4868,13.6114,,,,,,,,,16.3125,
222,2000-06-06,57.25,,41.1563,41.1563,,,,9.7056,12.9454,,,,,,,,,15.1094,
223,2000-06-07,55.8125,,40.5625,40.5625,,,,9.5253,12.9454,,,,,,,,,14.75,
224,2000-06-08,56.1875,,40.0313,40.0313,,,,9.6755,13.0911,,,,,,,,,14.8906,
225,2000-06-09,55.875,,39.5938,39.5938,,,,9.7957,13.1327,,,,,,,,,15.4219,
226,2000-06-12,57.375,,40.375,40.375,,,,10.0361,12.8205,,,,,,,,,15.3281,
227,2000-06-13,57.6875,,40.5938,40.5938,,,,10.2163,12.8205,,,,,,,,,15.4063,
228,2000-06-14,57.375,,41.3125,41.3125,,,,10.4868,12.9662,,,,,,,,,15.625,
229,2000-06-15,55.5625,,41.2188,41.2188,,,,10.3365,12.6124,,,,,,,,,15.5313,
230,2000-06-16,57.3125,,41.75,41.75,,,,10.3365,12.4043,,,,,,,,,15.2969,
231,2000-06-19,57.4375,,42.0313,42.0313,,,,10.3365,12.654,,,,,,,,,15.625,
232,2000-06-20,56.5,,41.625,41.625,,,,10.1562,12.3834,,,,,,,,,16.0625,
233,2000-06-21,57.25,,41.9688,41.9688,,,,10.3666,12.7997,,,,,,,,,16.6563,
234,2000-06-22,57.9375,,41.3438,41.3438,,,,10.3365,12.7789,,,,,,,,,15.9375,
235,2000-06-23,57.875,,41.5625,41.5625,,,,10.2163,12.7373,,,,,,,,,15.3438,
236,2000-06-26,57.875,,41.6797,41.6797,,,,10.2163,12.8621,,,,,,,,,15.4219,
237,2000-06-27,56.9375,,41.0313,41.0313,,,,10.3365,13.2992,,,,,,,,,16.0625,
238,2000-06-28,56.0,,41.0625,41.0625,,,,10.607,13.4865,,,,,,,,,16.2344,
239,2000-06-29,56.875,,40.6016,40.6016,,,,11.1178,13.7987,,,,,,,,,16.5313,
240,2000-06-30,56.625,,39.4063,39.4063,,,,11.238,14.3398,,,,,,,,,17.2344,
241,2000-07-03,58.3125,,39.7735,39.7735,,,,11.6888,15.318,,,,,,,,,18.6406,
242,2000-07-05,53.875,,38.4688,38.4688,,,,11.9591,14.6312,,,,,,,,,18.9063,
243,2000-07-06,54.6875,,39.0938,39.0938,,,,11.9291,14.2358,,,,,,,,,18.4531,
244,2000-07-07,55.375,,39.125,39.125,,,,12.2596,14.2774,,,,,,,,,18.0469,
245,2000-07-10,56.125,,39.0625,39.0625,,,,12.3197,14.7353,,,,,,,,,17.7813,
246,2000-07-11,57.3125,,40.3125,40.3125,,,,12.1695,14.319,,,,,,,,,17.5,
247,2000-07-12,55.875,,39.3047,39.3047,,,,12.2296,14.5271,,,,,,,,,18.0625,
248,2000-07-13,54.6875,,39.2188,39.2188,,,,12.1695,14.4647,,,,,,,,,17.5625,
249,2000-07-14,53.4375,,38.7813,38.7813,,,,12.2296,14.1941,,,,,,,,,17.4688,
250,2000-07-17,52.0625,,39.0235,39.0235,,,,12.1995,14.2358,,,,,,,,,17.0,
251,2000-07-18,52.125,,39.0938,39.0938,,,,12.1094,14.4855,,,,,,,,,17.0,
252,2000-07-19,53.6875,,39.3438,39.3438,,,,11.6888,14.1109,,,,,,,,,16.0313,
253,2000-07-20,52.5625,,39.0625,39.0625,,,,11.7188,14.1941,,,,,,,,,16.5469,
254,2000-07-21,51.3125,,38.5313,38.5313,,,,11.4784,14.2566,,,,,,,,,16.0156,
255,2000-07-24,50.75,,38.625,38.625,,,,11.4784,13.8195,,,,,,,,,15.5156,
256,2000-07-25,51.5625,,37.6875,37.6875,,,,11.546,14.0068,,,,,,,,,15.625,
257,2000-07-26,51.6875,,37.9375,37.9375,,,,11.4183,13.9236,,,,,,,,,15.4688,
258,2000-07-27,53.5625,,40.0,40.0,,,,11.546,13.986,,,,,,,,,16.125,
259,2000-07-28,53.625,,40.0391,40.0391,,,,11.1479,13.7779,,,,,,,,,15.3594,
260,2000-07-31,52.3125,,39.9922,39.9922,,,,11.2981,13.8403,,,,,,,,,16.1563,
261,2000-08-01,51.5625,,39.9688,39.9688,,,,11.208,13.986,,,,,,,,,16.5625,
262,2000-08-02,54.0625,,40.7188,40.7188,,,,11.1479,14.0276,,,,,,,,,16.5938,
263,2000-08-03,54.0,,40.7188,40.7188,,,,11.0577,13.8195,,,,,,,,,16.5469,
264,2000-08-04,53.8125,,40.8516,40.8516,,,,11.1178,14.0276,,,,,,,,,16.6875,
265,2000-08-07,55.1875,,40.4453,40.4453,,,,11.1178,13.9028,,,,,,,,,16.75,
266,2000-08-08,52.75,,40.4063,40.4063,,,,11.0277,13.9236,,,,,,,,,16.25,
267,2000-08-09,53.0625,,40.5313,40.5313,,,,10.9976,13.6114,,,,,,,,,15.6719,
268,2000-08-10,53.75,,40.9766,40.9766,,,,10.9976,13.4449,,,,,,,,,15.7344,
269,2000-08-11,53.8125,,40.6875,40.6875,,,,11.4784,14.0068,,,,,,,,,15.8281,
270,2000-08-14,54.3125,,41.2813,41.2813,,,,11.5385,14.4023,,,,,,,,,15.875,
271,2000-08-15,54.4375,,40.6563,40.6563,,,,11.4183,14.6104,,,,,,,,,16.2031,
272,2000-08-16,55.375,,41.3828,41.3828,,,,11.5385,14.6104,,,,,,,,,16.4531,
273,2000-08-17,56.4375,,41.9063,41.9063,,,,11.5986,14.6936,,,,,,,,,16.5625,
274,2000-08-18,55.5,,41.4688,41.4688,,,,11.3282,14.319,,,,,,,,,15.8438,
275,2000-08-21,56.375,,41.75,41.75,,,,11.208,14.3398,,,,,,,,,15.6563,
276,2000-08-22,56.625,,41.5625,41.5625,,,,11.1479,14.1109,,,,,,,,,15.7344,
277,2000-08-23,57.25,,42.25,42.25,,,,11.1779,14.1941,,,,,,,,,15.7344,
