,DATE,Cocoa,Corn,Cotton,Rubber,Sugar,BP,CVX,XOM,XOM.1,RDS.A,RDS.B,AMX,CX,FMX,ALFAA,PAC,BIMBOA,GISSAA,ANB,SANMEXB,SIEN,AZTECACPO,TV,WALMEX,TOTAL Diesel,TOTAL Magna,TOTAL Premium
134,2013-08-01,32033.14,3029.58,11.96,15.03,2.22,41.3854545455,121.210454545,88.9881818182,88.9881818182,64.3572727273,67.0518181818,20.4704545455,11.4615454545,99.45,35.6336363636,53.7559090909,42.1804545455,25.1754545455,,39.1945454545,,6.01863636364,27.1795454545,34.2172727273,1899612,3307739,660352
135,2013-09-01,34159.14,2708.27,11.76,15.62,2.3,42.1065,123.374,87.899,87.899,65.4005,68.46,20.0955,11.0371,100.4475,36.8084210526,52.05,41.2010526316,22.6752631579,,36.63,,7.24789473684,27.718,34.2036842105,1655013,3000187,585896
136,2013-10-01,35490.76,2621.87,11.61,14.94,2.44,43.1413043478,119.251347826,87.1734782609,87.1734782609,66.3713043478,69.5126086957,20.9308695652,10.4697478261,95.0652173913,35.3052173913,53.17,41.9395652174,22.0556521739,,35.9191304348,,7.19086956522,29.3456521739,33.7,1970743,3291476,667488
137,2013-11-01,36031.1,2604.28,11.07,14.77,2.32,46.822,121.054,93.521,93.521,66.898,69.9205,21.8775,10.17503,91.584,35.8684210526,50.5765,41.6789473684,22.7878947368,,35.5910526316,,6.29631578947,29.752,33.2021052632,1882209,3151421,639008
138,2013-12-01,36751.86,2569.8,11.38,15.1,2.15,46.8847619048,122.479047619,97.2433333333,97.2433333333,68.4271428571,71.7328571429,22.6923809524,11.0289571429,95.2338095238,37.781,52.8742857143,39.5595,23.6575,,36.4415,,6.5785,29.4985714286,34.584,1871186,3404152,693881
139,2014-01-01,37244.42,2625.08,12.02,13.94,2.08,48.1014285714,119.71952381,97.8852380952,97.8852380952,70.9928571429,74.6795238095,21.8214285714,11.8192047619,92.9304761905,36.9495238095,52.9466666667,36.2542857143,23.4885714286,,33.5471428571,,7.33571428571,29.8723809524,32.6542857143,1822758,3127709,669239
140,2014-02-01,39772.21,2781.75,12.5,12.93,2.24,48.7310526316,113.017894737,92.9515789474,92.9515789474,71.1694736842,75.8957894737,20.5626315789,12.4197894737,88.6042105263,34.1183333333,53.0010526316,34.8438888889,24.8088888889,,28.8272222222,,7.91277777778,28.8115789474,29.6111111111,1732061,2874784,621749
141,2014-03-01,40128.92,2933.21,12.79,13.65,2.36,47.8485714286,115.830952381,94.900952381,94.900952381,72.2261904762,76.9728571429,19.7404761905,12.1553428571,86.8385714286,32.043,54.5485714286,34.689,25.8955,,29.704,,7.575,31.5423809524,29.695,1882481,3144835,672861
142,2014-04-01,39886.07,2907.31,12.32,13.02,2.38,48.7023809524,121.29047619,99.0561904762,99.0561904762,74.6933333333,79.7633333333,20.0642857143,12.4746666667,92.3661904762,33.891,58.9523809524,36.226,26.946,,30.766,,7.7635,32.9928571429,32.2265,1859330,3100804,695751
143,2014-05-01,39171.51,2804.32,11.99,12.15,2.36,50.8533333333,124.186666667,101.685238095,101.685238095,79.2276190476,84.9780952381,20.0804761905,12.7423809524,96.7052380952,36.544,62.1471428571,36.621,27.188,,34.3225,,7.524,33.3776190476,32.9505,1986615,3226225,714852
144,2014-06-01,41234.94,2631.3,11.81,12.3,2.37,51.7247619048,127.755714286,101.879047619,101.879047619,80.5980952381,84.6266666667,19.9166666667,13.1419047619,95.55,37.0166666667,66.2147619048,38.5466666667,29.2766666667,,34.3885714286,1729.568,7.45476190476,34.310952381,34.76,1854101,2989984,665289
145,2014-07-01,41532.68,2368.09,10.9,11.9,2.43,51.4,131.178181818,102.780909091,102.780909091,82.1354545455,86.6645454545,22.9290909091,13.14,95.9031818182,37.0009090909,68.8863636364,40.6863636364,32.7427272727,,34.95,1661.894,7.29045454545,34.9968181818,34.1345454545,1966858,3160984,731965
146,2014-08-01,42973.3,2318.4,9.72,11.03,2.33,47.9980952381,127.386666667,99.1423809524,99.1423809524,80.4252380952,84.5233333333,23.6419047619,12.8123809524,95.3071428571,39.2471428571,69.4628571429,42.3595238095,32.8180952381,,36.7095238095,1624.59333333,7.44333333333,36.3866666667,34.4533333333,1852644,3083681,711030
147,2014-09-01,42626.25,2157.74,9.71,9.87,2.19,45.7338095238,124.075714286,96.7180952381,96.7180952381,78.1971428571,81.6895238095,25.6719047619,13.2438095238,94.9752380952,44.651,70.0766666667,39.794,32.652,,37.0465,1667.812,7.1365,35.3885714286,34.6445,1793305,3021818,697591
148,2014-10-01,41783.6,2200.61,9.48,9.9,2.22,42.1752173913,115.043043478,93.0926086957,93.0926086957,71.1152173913,74.182173913,24.1982608696,11.9930434783,91.2426086957,42.1030434783,67.8373913043,39.2834782609,32.7460869565,,35.0230434783,1468.42333333,6.93565217391,34.0669565217,31.862173913,1982490,3156558,717121
149,2014-11-01,39554.61,2429.36,9.18,10.09,2.16,41.5026315789,116.558421053,95.2242105263,95.2242105263,69.9210526316,73.23,23.7847368421,12.4273684211,96.7152631579,39.6677777778,69.5905263158,38.8494444444,33.5977777778,,32.2244444444,1469.67,6.98555555556,36.0231578947,30.3383333333,1859117,2933844,692247
150,2014-12-01,42704.87,2589.15,9.9,10.54,2.17,38.5772727273,109.564545455,91.7186363636,91.7186363636,66.505,68.8613636364,21.9109090909,10.7395454545,87.4986363636,33.9433333333,63.7377272727,38.6242857143,31.8219047619,,30.1414285714,1575.486,6.42571428571,34.32,29.9833333333,1950003,3342975,811401
151,2015-01-01,42822.94,2566.06,9.89,11.02,2.21,37.5765,106.69,90.5255,90.5255,64.209,66.3925,22.433,9.649,86.2725,30.346,66.053,39.764,32.545,,29.7655,1564.09333333,6.0535,33.0865,29.8985,1796693,3033384,734695
152,2015-02-01,44198.66,2591.99,10.42,12.24,2.17,41.2610526316,109.211578947,90.7736842105,90.7736842105,65.7142105263,68.5510526316,21.5742105263,9.83684210526,89.0052631579,29.2611111111,66.97,40.8988888889,31.5922222222,,32.9055555556,1606.1475,5.99111111111,33.7247368421,33.725,1699867,2782702,697290
153,2015-03-01,43822.38,2652.92,10.56,11.99,1.96,39.6013636364,104.587272727,85.1790909091,85.1790909091,60.7068181818,63.7672727273,20.3586363636,9.58454545455,92.0359090909,31.3695238095,64.4359090909,42.5252380952,31.0895238095,,33.4795238095,1658.92928571,5.76857142857,34.0772727273,37.6747619048,1864403,3063543,758647
154,2015-04-01,43651.44,2618.38,10.91,11.74,1.96,42.0595238095,108.763809524,86.4171428571,86.4171428571,61.8142857143,63.2761904762,21.6204761905,9.93857142857,94.849047619,32.521,68.2504761905,42.736,31.644,,33.45,1656.53,5.518,35.419047619,38.102,1908525,3009143,766920
155,2015-05-01,47258.8,2538.49,11.12,12.75,1.94,42.436,106.4285,87.075,87.075,62.332,63.2805,20.6855,9.9205,93.927,31.6263157895,72.6555,41.9215789474,32.2094736842,,30.2721052632,1673.79833333,4.52578947368,36.6545,37.5110526316,1971851,3097112,774091
156,2015-06-01,50132.11,2579.73,11.2,12.84,1.87,41.0586363636,100.117272727,84.5463636364,84.5463636364,58.64,59.2722727273,20.8731818182,9.425,89.6331818182,31.1154545455,70.0704545455,40.8204545455,31.945,,28.6481818182,1655.56,4.05409090909,38.4763636364,38.9227272727,1873930,2983530,769493
157,2015-07-01,53013.36,2862.69,11.53,11.85,1.89,38.7268181818,93.4527272727,81.9954545455,81.9954545455,56.2272727273,56.7386363636,20.075,8.75909090909,89.9795454545,31.7663636364,75.2963636364,42.0740909091,32.0636363636,,28.9095454545,1612.02666667,3.65227272727,35.8190909091,39.0086363636,2033345,3260844,863270
158,2015-08-01,52164.51,2691.57,11.88,10.66,1.76,34.6061904762,81.4738095238,75.9071428571,75.9071428571,55.1457142857,55.4019047619,18.6119047619,7.83761904762,89.0233333333,32.8123809524,79.9661904762,42.1204761905,31.7204761905,,27.7666666667,1730.66285714,2.82047619048,31.8585714286,39.3147619048,1857821,3060761,814809
159,2015-09-01,55236.65,2797.0,11.58,10.03,2.05,30.9823809524,77.1642857143,73.0176190476,73.0176190476,49.2952380952,49.3761904762,17.5042857143,7.44904761905,87.6942857143,33.243,86.0547619048,42.1895,32.1435,,25.3165,1651.555,2.465,28.3519047619,40.517,1834575,3011599,817720
160,2015-10-01,52982.39,2840.06,11.44,9.78,2.34,34.9809090909,88.4836363636,80.1440909091,80.1440909091,53.8404545455,54.3972727273,17.3504545455,7.32909090909,95.7922727273,35.225,89.7563636364,45.1290909091,31.4395454545,,27.1136363636,1592.835,3.03181818182,27.2045454545,42.455,1909772,3112295,846155
161,2015-11-01,55950.61,2764.04,11.52,9.23,2.47,34.937,92.159,81.9405,81.9405,50.802,51.0245,16.7195,6.094,98.5755,34.3583333333,93.402,47.4811111111,32.0472222222,,31.8044444444,1634.54,2.87944444444,28.9285,45.6283333333,1816761,2960237,810751
162,2015-12-01,57099.12,2798.07,12.01,9.66,2.52,31.6059090909,90.0572727273,77.9109090909,77.9109090909,46.035,46.2890909091,14.9336363636,5.51772727273,94.1054545455,34.3240909091,90.7731818182,46.2222727273,32.0545454545,,30.1381818182,1675.675,2.585,28.0090909091,43.4772727273,1812300,3275878,922984
163,2016-01-01,53333.57,2908.9,12.42,10.0,2.59,29.9589473684,83.6231578947,76.1194736842,76.1194736842,41.1142105263,41.0689473684,12.9331578947,4.42052631579,88.0142105263,31.7378947368,80.9763157895,47.2368421053,30.5915789474,,27.7931578947,1755.0,2.21263157895,26.1668421053,43.5772222222,1757585,2976133,833783
164,2016-02-01,53933.55,2953.02,12.31,10.55,2.59,29.4075,84.8815,80.3855,80.3855,44.3265,44.411,13.394,4.922,92.272,32.4005263158,80.4315,51.5478947368,30.0247368421,,28.1510526316,1694.37,2.09947368421,24.995,43.9615789474,1753380,2889063,856140
165,2016-03-01,54311.35,2812.12,11.57,11.6,2.82,30.5290909091,93.1372727273,83.2390909091,83.2390909091,48.1813636364,48.6195454545,14.9645454545,6.48090909091,93.43,33.359,83.4395454545,51.6165,31.102,,30.638,1704.29,2.5215,27.42,41.806,1880407,3122683,963246
166,2016-04-01,53850.98,2875.97,12.12,13.65,2.79,31.2323809524,98.4957142857,85.3847619048,85.3847619048,50.8266666667,51.2876190476,15.3257142857,7.31571428571,92.9714285714,32.4338095238,90.1914285714,49.97,31.7980952381,,31.029047619,1838.06470588,2.52904761905,26.6476190476,41.209047619,1891314,2975088,907657
167,2016-05-01,56284.01,3068.53,12.77,13.79,3.16,31.9695238095,101.081904762,89.2423809524,89.2423809524,50.14,50.6495238095,12.819047619,6.70666666667,90.0961904762,32.5752380952,99.3619047619,54.8785714286,32.7847619048,,32.4123809524,1917.252,2.18333333333,26.9357142857,43.32,1935709,3065466,962882
168,2016-06-01,58237.63,3354.48,13.82,13.37,3.65,32.8268181818,102.093636364,90.5331818182,90.5331818182,51.6213636364,52.3486363636,12.0831818182,6.25727272727,91.18,31.5754545455,99.2804545455,55.0154545455,31.7390909091,,33.2609090909,2004.96,2.18863636364,25.5745454545,43.4090909091,1929630,3048953,960136
169,2016-07-01,56766.91,3010.71,15.09,14.98,3.71,35.6905,104.686,93.3055,93.3055,54.669,56.506,12.3335,6.709,91.688,30.999,102.8425,57.711,31.2625,,34.5265,1995.07,2.7505,26.4,44.258,1920934,3099501,980834
170,2016-08-01,55993.99,2772.66,14.82,13.84,3.78,33.7795652174,101.446521739,87.617826087,87.617826087,49.9947826087,52.6986956522,11.9069565217,8.28217391304,94.2108695652,31.0056521739,101.660434783,54.9873913043,32.9143478261,,35.1473913043,2154.604,3.48695652174,27.0373913043,43.5995652174,1953961,3122670,963707
171,2016-09-01,55365.08,2852.24,14.96,13.99,4.22,34.1,100.378571429,85.5604761905,85.5604761905,48.7066666667,51.619047619,11.5638095238,7.87285714286,90.3580952381,29.6975,93.8380952381,52.983,33.44,,34.502,2279.276,3.21,25.6852380952,42.544,1821827,2977276,941534
172,2016-10-01,51250.99,2884.13,14.84,14.29,4.33,35.899047619,101.959047619,86.6923809524,86.6923809524,50.7480952381,53.9538095238,11.9466666667,8.58238095238,96.0914285714,30.0,99.5480952381,51.9204761905,36.9833333333,2231.92666667,34.2204761905,,3.65619047619,25.7247619048,41.5642857143,1870870,3052147,947565
173,2016-11-01,49980.76,3034.55,15.83,17.1,4.19,33.85,108.27,85.680952381,85.680952381,50.250952381,53.1371428571,11.9947619048,8.03238095238,83.9433333333,25.9747368421,87.9114285714,49.4752631579,35.5126315789,2131.19,30.7410526316,2274.4125,3.41789473684,22.5252380952,38.5468421053,1882530,3005693,942889
174,2016-12-01,47074.18,3131.09,16.3,20.72,3.86,36.4142857143,116.463333333,89.7757142857,89.7757142857,53.5114285714,57.0547619048,12.390952381,8.18285714286,76.8419047619,26.7715,83.2404761905,46.1295,34.706,2119.32,29.8655,2326.737,3.065,20.660952381,37.686,2003017,3303989,1048690
175,2017-01-01,47046.34,3429.04,17.65,24.84,4.4,37.213,115.75,86.491,86.491,55.1185,58.3405,12.674,8.4795,75.7435,26.063,77.0845,46.732,35.0345,2271.13,30.4675,2679.955,3.199,21.273,36.0885,1802259,2939298,761769
