,AMX,CX,FMX,ALFAA,PAC,BIMBOA,GISSAA,ANB,SANMEXB,SIEN,AZTECACPO,TV,WALMEX
1999-07-21,,,13.4449,,,,,,,,,10.8906,
1999-07-22,,,13.2576,,,,,,,,,10.6875,
1999-07-23,,,12.4043,,,,,,,,,10.0938,
1999-07-26,,,11.8007,,,,,,,,,9.6563,
1999-07-27,,,11.8423,,,,,,,,,9.9219,
1999-07-28,,,12.0504,,,,,,,,,10.25,
1999-07-29,,,11.5301,,,,,,,,,9.7656,
1999-07-30,,,11.4469,,,,,,,,,9.5938,
1999-08-02,,,11.1139,,,,,,,,,9.1406,
1999-08-03,,,11.3844,,,,,,,,,9.4844,
1999-08-04,,,11.3844,,,,,,,,,9.1563,
1999-08-05,,,11.2804,,,,,,,,,9.0156,
1999-08-06,,,11.1139,,,,,,,,,9.0781,
1999-08-09,,,11.1555,,,,,,,,,9.25,
1999-08-10,,,11.1139,,,,,,,,,9.3594,
1999-08-11,,,11.5718,,,,,,,,,9.5,
1999-08-12,,,11.6758,,,,,,,,,9.5,
1999-08-13,,,11.988,,,,,,,,,10.125,
1999-08-16,,,11.9048,,,,,,,,,9.9688,
1999-08-17,,,12.0296,,,,,,,,,9.9844,
1999-08-18,,,11.7383,,,,,,,,,9.6426,
1999-08-19,,,11.3636,,,,,,,,,9.5156,
1999-08-20,,,11.0098,,,,,,,,,9.6563,
1999-08-23,,,11.1555,,,,,,,,,9.6406,
1999-08-24,,,11.2388,,,,,,,,,9.3906,
1999-08-25,,,11.5093,,,,,,,,,9.7031,
1999-08-26,,,11.4469,,,,,,,,,9.7188,
1999-08-27,,,11.1139,,,,,,,,,9.6406,
1999-08-30,,,10.9058,,,,,,,,,9.4375,
1999-08-31,,,11.0098,,,,,,,,,9.0313,
1999-09-01,,,11.0514,,,,,,,,,9.1406,
1999-09-02,,,10.6976,,,,,,,,,9.0625,
1999-09-03,,,10.656,,,,,,,,,9.125,
1999-09-07,,,10.1981,,,,,,,,,8.9688,
1999-09-08,,,10.323,,,,,,,,,8.625,
1999-09-09,,,10.1773,,,,,,,,,8.4844,
1999-09-10,,,10.4895,,,,,,,,,9.0313,
1999-09-13,,,10.7393,,,,,,,,,9.2031,
1999-09-14,,,10.3438,,,,,,,,,9.0625,
1999-09-15,,10.9676,9.9692,,,,,,,,,8.9531,
1999-09-16,,10.9676,9.8651,,,,,,,,,8.7188,
1999-09-17,,11.0915,9.8235,,,,,,,,,8.875,
1999-09-20,,11.3883,9.99,,,,,,,,,9.0156,
1999-09-21,,11.238,10.1149,,,,,,,,,8.9375,
1999-09-22,,11.238,10.3022,,,,,,,,,9.2813,
1999-09-23,,11.238,10.3438,,,,,,,,,9.5156,
1999-09-24,,11.208,10.323,,,,,,,,,9.7031,
1999-09-27,,11.3282,10.5728,,,,,,,,,9.9219,
1999-09-28,,11.3883,10.5936,,,,,,,,,10.0313,
1999-09-29,,11.5085,10.6144,,,,,,,,,9.9688,
1999-09-30,,11.5986,10.4271,,,,,,,,,9.9844,
1999-10-01,,11.5385,10.1149,,,,,,,,,10.0,
1999-10-04,,11.3883,10.0941,,,,,,,,,10.1875,
1999-10-05,,11.1779,10.0524,,,,,,,,,10.1563,
1999-10-06,,11.5385,10.4687,,,,,,,,,10.3438,
1999-10-07,,11.5385,10.5519,,,,,,,,,10.2031,
1999-10-08,,11.5686,11.2388,,,,,,,,,10.3906,
1999-10-11,,11.6287,11.4677,,,,,,,,,10.4219,
1999-10-12,,11.2681,11.1139,,,,,,,,,10.25,
1999-10-13,,10.7572,10.8849,,,,,,,,,10.0938,
1999-10-14,,10.4267,10.6352,,,,,,,,,9.75,
1999-10-15,,9.6755,9.9484,,,,,,,,,9.2188,
1999-10-18,,9.4351,10.4063,,,,,,,,,9.4844,
1999-10-19,,9.8859,10.9682,,,,,,,,,10.0,
1999-10-20,,10.1262,11.0723,,,,,,,,,10.1094,
1999-10-21,,9.9159,10.9682,,,,,,,,,10.25,
1999-10-22,,10.2764,11.0931,,,,,,,,,10.375,
1999-10-25,,10.3666,10.6768,,,,,,,,,10.2813,
1999-10-26,,10.0061,10.4895,,,,,,,,,10.0,
1999-10-27,,10.0361,10.4687,,,,,,,,,10.0313,
1999-10-28,,10.3365,10.6144,,,,,,,,,10.2344,
1999-10-29,,10.8173,10.9266,,,,,,,,,10.625,
1999-11-01,,10.9976,10.9474,,,,,,,,,10.5938,
1999-11-02,,11.4784,11.2179,,,,,,,,,11.1094,
1999-11-03,,11.4784,11.7383,,,,,,,,,11.4063,
1999-11-04,,11.4183,12.3002,,,,,,,,,11.5938,
1999-11-05,,11.3582,12.5291,,,,,,,,,11.4844,
1999-11-08,,11.4183,12.4459,,,,,,,,,11.7344,
1999-11-09,,11.3883,12.2169,,,,,,,,,11.5,
1999-11-10,,11.8389,12.2794,,,,,,,,,11.7031,
1999-11-11,,12.2596,12.4043,,,,,,,,,11.8438,
1999-11-12,,12.1394,12.5708,,,,,,,,,11.8594,
1999-11-15,,12.1394,12.7581,,,,,,,,,12.0625,
1999-11-16,,12.0192,12.9454,,,,,,,,,12.0781,
1999-11-17,,12.0192,13.1119,,,,,,,,,11.9531,
1999-11-18,,11.9591,13.1535,,,,,,,,,12.2188,
1999-11-19,,11.899,13.2368,,,,,,,,,13.4531,
1999-11-22,,11.1178,12.7997,,,,,,,,,12.7813,
1999-11-23,,11.2981,12.7373,,,,,,,,,12.5938,
1999-11-24,,11.7488,12.8205,,,,,,,,,12.5,
1999-11-26,,12.0793,12.9038,,,,,,,,,12.4375,
1999-11-29,,11.899,12.987,,,,,,,,,12.5,
1999-11-30,,11.8089,12.6124,,,,,,,,,12.2031,
1999-12-01,,11.899,12.4251,,,,,,,,,12.25,
1999-12-02,,12.1394,12.8621,,,,,,,,,12.6094,
1999-12-03,,12.3798,13.32,,,,,,,,,13.1094,
1999-12-06,,12.5,13.5698,,,,,,,,,13.5625,
1999-12-07,,12.2897,13.8403,,,,,,,,,13.5938,
1999-12-08,,12.5,14.3814,,,,,,,,,15.5,
1999-12-09,,12.2296,14.2149,,,,,,,,,15.1094,
1999-12-10,,12.5,13.8611,,,,,,,,,15.375,
1999-12-13,,12.47,13.8195,,,,,,,,,15.3438,
1999-12-14,,12.1695,13.6322,,,,,,,,,15.0625,
1999-12-15,,12.3498,13.8611,,,,,,,,,15.0625,
1999-12-16,,12.7705,14.1109,,,,,,,,,15.9531,
1999-12-17,,13.0409,14.2982,,,,,,,,,16.75,
1999-12-20,,13.0109,14.1525,,,,,,,,,17.8438,
1999-12-21,,13.0409,14.3606,,,,,,,,,17.75,
1999-12-22,,13.071,14.2358,,,,,,,,,17.0938,
1999-12-23,,13.1611,14.2982,,,,,,,,,16.9688,
1999-12-27,,12.9808,14.5479,,,,,,,,,16.3594,
1999-12-28,,13.2212,14.6104,,,,,,,,,16.0938,
1999-12-29,,13.2512,14.8601,,,,,,,,,16.6875,
1999-12-30,,13.4014,14.8185,,,,,,,,,16.9844,
1999-12-31,,13.4014,14.8185,,,,,,,,,17.0625,
2000-01-03,,13.1611,14.652,,,,,,,,,16.1719,
2000-01-04,,12.1695,13.4033,,,,,,,,,14.2813,
2000-01-05,,12.0793,13.6946,,,,,,,,,14.2813,
2000-01-06,,11.9892,13.6946,,,,,,,,,14.0781,
2000-01-07,,12.1995,14.5896,,,,,,,,,14.7344,
2000-01-10,,12.47,15.5261,,,,,,,,,16.625,
2000-01-11,,12.1394,14.9226,,,,,,,,,15.6719,
2000-01-12,,12.0493,14.7144,,,,,,,,,15.6875,
2000-01-13,,12.1995,15.4221,,,,,,,,,16.6875,
2000-01-14,,12.5,15.9632,,,,,,,,,16.8125,
2000-01-18,,12.5,15.8383,,,,,,,,,17.0313,
2000-01-19,,12.1094,15.1099,,,,,,,,,16.875,
2000-01-20,,11.5686,14.6312,,,,,,,,,16.5469,
2000-01-21,,11.238,14.2358,,,,,,,,,16.25,
2000-01-24,,10.7572,14.1109,,,,,,,,,15.875,
2000-01-25,,11.0878,14.1525,,,,,,,,,15.625,
2000-01-26,,11.4183,14.319,,,,,,,,,15.6719,
2000-01-27,,10.9976,14.7144,,,,,,,,,15.6875,
2000-01-28,,10.637,14.1109,,,,,,,,,14.75,
2000-01-31,,10.5168,13.6946,,,,,,,,,13.875,
2000-02-01,,10.9375,13.9444,,,,,,,,,14.8281,
2000-02-02,,10.6971,13.986,,,,,,,,,15.6875,
2000-02-03,,10.6671,14.319,,,,,,,,,16.25,
2000-02-04,,10.5769,14.985,,,,,,,,,16.625,
2000-02-07,,11.5385,15.8591,,,,,,,,,17.7656,
2000-02-08,,11.4784,16.1505,,,,,,,,,17.8125,
2000-02-09,,11.1479,16.2962,,,,,,,,,18.0469,
2000-02-10,,11.1779,16.65,,,,,,,,,21.4688,
2000-02-11,,10.8474,16.6916,,,,,,,,,20.75,
2000-02-14,,10.8774,16.4419,,,,,,,,,19.7969,
2000-02-15,,11.0277,15.984,,,,,,,,,19.0469,
2000-02-16,,11.0577,15.9424,,,,,,,,,20.2031,
2000-02-17,,11.0878,15.2764,,,,,,,,,19.7031,
2000-02-18,,10.7572,14.3814,,,,,,,,,18.2031,
2000-02-22,,10.7572,13.8819,,,,,,,,,18.1875,
2000-02-23,,11.1479,14.5271,,,,,,,,,19.375,
2000-02-24,,10.9075,14.5688,,,,,,,,,19.1563,
2000-02-25,,10.607,14.6104,,,,,,,,,19.0156,
2000-02-28,,10.3966,14.5688,,,,,,,,,18.9375,
2000-02-29,,10.2764,14.7977,,,,,,,,,19.2031,
2000-03-01,,10.2163,15.6926,,,,,,,,,20.4219,
2000-03-02,,11.0577,16.5876,,,,,,,,,21.5625,
2000-03-03,,11.5385,17.3993,,,,,,,,,21.0156,
2000-03-06,,11.208,17.0038,,,,,,,,,20.2031,
2000-03-07,,12.1094,16.5459,,,,,,,,,19.6563,
2000-03-08,,12.7404,17.0038,,,,,,,,,20.0313,
2000-03-09,,12.9808,17.7114,,,,,,,,,20.2656,
2000-03-10,,12.6202,17.5033,,,,,,,,,20.125,
2000-03-13,,12.3498,16.8165,,,,,,,,,18.625,
2000-03-14,,12.1695,16.5876,,,,,,,,,17.9375,
2000-03-15,,12.3498,16.5043,,,,,,,,,18.1563,
2000-03-16,,12.2596,16.6084,,,,,,,,,18.25,
2000-03-17,,12.3798,16.6084,,,,,,,,,18.4844,
2000-03-20,,12.6202,16.8373,,,,,,,,,17.9688,
2000-03-21,,12.5301,16.8165,,,,,,,,,17.5781,
2000-03-22,,12.2296,16.1713,,,,,,,,,17.4219,
2000-03-23,,12.3798,16.6292,,,,,,,,,18.1406,
2000-03-24,,12.3197,16.5668,,,,,,,,,19.0,
2000-03-27,,12.3197,16.65,,,,,,,,,18.8438,
2000-03-28,,11.9591,16.0881,,,,,,,,,17.4688,
2000-03-29,,11.4784,15.8175,,,,,,,,,18.125,
2000-03-30,,10.8774,15.2764,,,,,,,,,17.25,
2000-03-31,,10.8774,14.985,,,,,,,,,17.0,
2000-04-03,,11.238,14.7977,,,,,,,,,16.4844,
2000-04-04,,10.9976,14.4231,,,,,,,,,15.8438,
2000-04-05,,11.3582,14.8185,,,,,,,,,15.9219,
2000-04-06,,11.5085,15.6718,,,,,,,,,16.4063,
2000-04-07,,11.5085,15.8591,,,,,,,,,17.1094,
2000-04-10,,11.0277,15.7967,,,,,,,,,16.5313,
2000-04-11,,10.8774,15.4845,,,,,,,,,16.2344,
2000-04-12,,10.607,14.6936,,,,,,,,,15.4375,
2000-04-13,,10.5769,14.2774,,,,,,,,,14.4375,
2000-04-14,,9.8859,12.3834,,,,,,,,,12.875,
2000-04-17,,9.8558,12.1753,,,,,,,,,13.3906,
2000-04-18,,10.3666,13.0911,,,,,,,,,15.375,
2000-04-19,,9.9159,12.654,,,,,,,,,14.4688,
2000-04-20,,10.3365,12.987,,,,,,,,,14.8906,
2000-04-24,,9.8558,13.0078,,,,,,,,,14.75,
2000-04-25,,10.6971,13.7571,,,,,,,,,15.8906,
2000-04-26,,10.4868,13.8195,,,,,,,,,15.9063,
2000-04-27,,10.5168,13.7363,,,,,,,,,15.75,
2000-04-28,,10.5168,13.7363,,,,,,,,,15.8594,
2000-05-01,,10.4567,13.7363,,,,,,,,,16.4375,
2000-05-02,,10.4567,13.0494,,,,,,,,,15.8438,
2000-05-03,,10.0662,12.4667,,,,,,,,,15.0156,
2000-05-04,,9.946,12.3418,,,,,,,,,15.0,
2000-05-05,,9.9159,12.321,,,,,,,,,14.9531,
2000-05-08,,9.8558,12.2378,,,,,,,,,14.0313,
2000-05-09,,10.0061,11.9672,,,,,,,,,13.7031,
2000-05-10,,9.8558,11.4469,,,,,,,,,13.5,
2000-05-11,,9.8859,11.3012,,,,,,,,,13.875,
2000-05-12,,10.2764,11.9048,,,,,,,,,14.5625,
2000-05-15,,10.3365,12.4251,,,,,,,,,14.75,
2000-05-16,,10.637,12.4667,,,,,,,,,14.8438,
2000-05-17,,10.3666,12.1545,,,,,,,,,14.5156,
2000-05-18,,10.2764,11.6342,,,,,,,,,14.2656,
2000-05-19,,10.0962,11.2596,,,,,,,,,13.4688,
2000-05-22,,10.0061,10.5728,,,,,,,,,13.6719,
2000-05-23,,9.946,10.6768,,,,,,,,,13.4375,
2000-05-24,,10.0662,11.5509,,,,,,,,,13.3906,
2000-05-25,,10.1262,11.322,,,,,,,,,12.9531,
2000-05-26,,10.1262,11.4885,,,,,,,,,12.9219,
2000-05-30,,10.4267,12.0713,,,,,,,,,13.7813,
2000-05-31,,10.1863,12.6748,,,,,,,,,13.9219,
2000-06-01,,10.1562,12.654,,,,,,,,,14.9844,
2000-06-02,,10.7572,13.7363,,,,,,,,,16.6563,
2000-06-05,,10.4868,13.6114,,,,,,,,,16.3125,
2000-06-06,,9.7056,12.9454,,,,,,,,,15.1094,
2000-06-07,,9.5253,12.9454,,,,,,,,,14.75,
2000-06-08,,9.6755,13.0911,,,,,,,,,14.8906,
2000-06-09,,9.7957,13.1327,,,,,,,,,15.4219,
2000-06-12,,10.0361,12.8205,,,,,,,,,15.3281,
2000-06-13,,10.2163,12.8205,,,,,,,,,15.4063,
2000-06-14,,10.4868,12.9662,,,,,,,,,15.625,
2000-06-15,,10.3365,12.6124,,,,,,,,,15.5313,
2000-06-16,,10.3365,12.4043,,,,,,,,,15.2969,
2000-06-19,,10.3365,12.654,,,,,,,,,15.625,
2000-06-20,,10.1562,12.3834,,,,,,,,,16.0625,
2000-06-21,,10.3666,12.7997,,,,,,,,,16.6563,
2000-06-22,,10.3365,12.7789,,,,,,,,,15.9375,
2000-06-23,,10.2163,12.7373,,,,,,,,,15.3438,
2000-06-26,,10.2163,12.8621,,,,,,,,,15.4219,
2000-06-27,,10.3365,13.2992,,,,,,,,,16.0625,
2000-06-28,,10.607,13.4865,,,,,,,,,16.2344,
2000-06-29,,11.1178,13.7987,,,,,,,,,16.5313,
2000-06-30,,11.238,14.3398,,,,,,,,,17.2344,
2000-07-03,,11.6888,15.318,,,,,,,,,18.6406,
2000-07-05,,11.9591,14.6312,,,,,,,,,18.9063,
2000-07-06,,11.9291,14.2358,,,,,,,,,18.4531,
2000-07-07,,12.2596,14.2774,,,,,,,,,18.0469,
2000-07-10,,12.3197,14.7353,,,,,,,,,17.7813,
2000-07-11,,12.1695,14.319,,,,,,,,,17.5,
2000-07-12,,12.2296,14.5271,,,,,,,,,18.0625,
2000-07-13,,12.1695,14.4647,,,,,,,,,17.5625,
2000-07-14,,12.2296,14.1941,,,,,,,,,17.4688,
2000-07-17,,12.1995,14.2358,,,,,,,,,17.0,
2000-07-18,,12.1094,14.4855,,,,,,,,,17.0,
2000-07-19,,11.6888,14.1109,,,,,,,,,16.0313,
2000-07-20,,11.7188,14.1941,,,,,,,,,16.5469,
2000-07-21,,11.4784,14.2566,,,,,,,,,16.0156,
2000-07-24,,11.4784,13.8195,,,,,,,,,15.5156,
2000-07-25,,11.546,14.0068,,,,,,,,,15.625,
2000-07-26,,11.4183,13.9236,,,,,,,,,15.4688,
2000-07-27,,11.546,13.986,,,,,,,,,16.125,
2000-07-28,,11.1479,13.7779,,,,,,,,,15.3594,
2000-07-31,,11.2981,13.8403,,,,,,,,,16.1563,
2000-08-01,,11.208,13.986,,,,,,,,,16.5625,
2000-08-02,,11.1479,14.0276,,,,,,,,,16.5938,
2000-08-03,,11.0577,13.8195,,,,,,,,,16.5469,
2000-08-04,,11.1178,14.0276,,,,,,,,,16.6875,
2000-08-07,,11.1178,13.9028,,,,,,,,,16.75,
2000-08-08,,11.0277,13.9236,,,,,,,,,16.25,
2000-08-09,,10.9976,13.6114,,,,,,,,,15.6719,
2000-08-10,,10.9976,13.4449,,,,,,,,,15.7344,
2000-08-11,,11.4784,14.0068,,,,,,,,,15.8281,
2000-08-14,,11.5385,14.4023,,,,,,,,,15.875,
2000-08-15,,11.4183,14.6104,,,,,,,,,16.2031,
2000-08-16,,11.5385,14.6104,,,,,,,,,16.4531,
2000-08-17,,11.5986,14.6936,,,,,,,,,16.5625,
2000-08-18,,11.3282,14.319,,,,,,,,,15.8438,
2000-08-21,,11.208,14.3398,,,,,,,,,15.6563,
2000-08-22,,11.1479,14.1109,,,,,,,,,15.7344,
2000-08-23,,11.1779,14.1941,,,,,,,,,15.7344,
2000-08-24,,11.1178,14.2358,,,,,,,,,15.5156,
2000-08-25,,10.9676,14.0693,,,,,,,,,15.3125,
2000-08-28,,10.9678,14.1941,,,,,,,,,15.25,
2000-08-29,,10.8774,14.2774,,,,,,,,,15.4845,
2000-08-30,,11.1779,14.8601,,,,,,,,,16.172,
2000-08-31,,11.2683,15.1725,,,,,,,,,16.1875,
2000-09-01,,11.238,15.2557,,,,,,,,,16.9533,
2000-09-05,,11.5087,15.1309,,,,,,,,,16.8283,
2000-09-06,,11.3284,14.8601,,,,,,,,,16.5938,
2000-09-07,,11.2981,15.0683,,,,,,,,,16.8595,
2000-09-08,,11.3582,14.9018,,,,,,,,,16.8125,
2000-09-11,,11.4784,14.673,,,,,,,,,16.3438,
2000-09-12,,11.4486,14.4232,,,,,,,,,15.922,
2000-09-13,,11.4784,14.652,,,,,,,,,16.4063,
2000-09-14,,11.5986,14.673,,,,,,,,,16.3595,
2000-09-15,,11.4784,14.6936,,,,,,,,,16.3125,
2000-09-18,,11.2981,14.2358,,,,,,,,,15.5938,
2000-09-19,,10.9375,13.9444,,,,,,,,,15.625,
2000-09-20,,10.8476,14.1525,,,,,,,,,15.625,
2000-09-21,,10.6072,13.9237,,,,,,,,,15.125,
2000-09-22,,10.6971,13.7156,,,,,,,,,15.1095,
2000-09-25,,10.8476,13.9237,,,,,,,,,14.8908,
2000-09-26,,10.4269,13.653,,,,,,,,,14.6408,
2000-09-27,,10.0962,13.32,,,,,,,,,14.3283,
2000-09-28,,10.0663,13.1745,,,,,,,,,14.797,
2000-09-29,,9.6457,12.987,,,,,,,,,14.422,
2000-10-02,,9.9159,12.987,,,,,,,,,14.1408,
2000-10-03,,10.1264,12.9247,,,,,,,,,13.7345,
2000-10-04,,10.2466,12.7373,,,,,,,,,14.125,
2000-10-05,,10.4269,12.7789,,,,,,,,,14.0,
2000-10-06,,10.3365,12.4252,,,,,,,,,13.2813,
2000-10-09,,10.0962,12.4669,,,,,,,,,12.9688,
2000-10-10,,9.7957,12.9247,,,,,,,,,12.7188,
2000-10-11,,9.7356,12.654,,,,,,,,,11.9845,
2000-10-12,,9.6755,12.009,,,,,,,,,11.2813,
2000-10-13,,9.7356,11.9464,,,,,,,,,12.422,
2000-10-16,,9.6755,11.9464,,,,,,,,,11.7658,
2000-10-17,,9.6154,11.6344,,,,,,,,,11.375,
2000-10-18,,9.5255,11.5301,,,,,,,,,11.6408,
2000-10-19,,9.6154,11.9464,,,,,,,,,12.922,
2000-10-20,,9.5553,12.321,,,,,,,,,12.9375,
2000-10-23,,9.4351,12.1545,,,,,,,,,12.5158,
2000-10-24,,9.7058,12.3004,,,,,,,,,13.0,
2000-10-25,,9.4952,11.7799,,,,,,,,,12.375,
2000-10-26,,9.6154,11.7592,,,,,,,,,12.5158,
2000-10-27,,9.826,12.2378,,,,,,,,,12.8283,
2000-10-30,,9.9159,12.3836,,,,,,,,,13.172,
2000-10-31,,10.1562,12.7166,,,,,,,,,13.5313,
2000-11-01,,10.2466,12.8205,,,,,,,,,13.4063,
2000-11-02,,10.3067,12.675,,,,,,,,,13.5158,
2000-11-03,,9.8558,12.7789,,,,,,,,,13.2188,
2000-11-06,,9.7957,12.6124,,,,,,,,,13.3595,
2000-11-07,,9.9159,12.7789,,,,,,,,,13.7345,
2000-11-08,,9.7058,12.3836,,,,,,,,,13.2033,
2000-11-09,,9.85,12.2378,,,,,,,,,12.7813,
2000-11-10,,9.7058,12.1545,,,,,,,,,12.5313,
2000-11-13,,9.5255,11.7176,,,,,,,,,12.2813,
2000-11-14,,9.6678,12.3004,,,,,,,,,12.8908,
2000-11-15,,10.0663,12.6124,,,,,,,,,13.1408,
2000-11-16,,9.976,12.5085,,,,,,,,,12.9688,
2000-11-17,,10.2764,12.987,,,,,,,,,13.1875,
2000-11-20,,10.1264,12.5501,,,,,,,,,12.875,
2000-11-21,,10.1865,12.8205,,,,,,,,,12.7813,
2000-11-22,,9.7659,12.5708,,,,,,,,,12.1095,
2000-11-24,,9.9462,12.654,,,,,,,,,12.3908,
2000-11-27,,9.8558,12.6956,,,,,,,,,12.9375,
2000-11-28,,9.6154,12.3626,,,,,,,,,12.2658,
2000-11-29,,9.6755,12.1339,,,,,,,,,12.0313,
2000-11-30,,9.2851,11.322,,,,,,,,,11.6408,
2000-12-01,,9.225,11.5095,,,,,,,,,11.7188,
2000-12-04,,9.1048,11.2597,,,,,,,,,11.4688,
2000-12-05,,9.3452,11.7383,,,,,,,,,12.2033,
2000-12-06,,9.375,11.6344,,,,,,,,,12.75,
2000-12-07,,9.3452,11.5927,,,,,,,,,12.9063,
2000-12-08,,9.4351,11.655,,,,,,,,,12.9845,
2000-12-11,,9.4351,11.5927,,,,,,,,,12.9845,
2000-12-12,,9.3149,11.4885,,,,,,,,,12.922,
2000-12-13,,9.5553,11.5301,,,,,,,,,12.672,
2000-12-14,,9.4053,11.4885,,,,,,,,,12.375,
2000-12-15,,9.0144,10.0316,,,,,,,,,11.875,
2000-12-18,,8.8942,9.9484,,,,,,,,,11.5313,
2000-12-19,,8.8341,9.5531,,,,,,,,,11.5,
2000-12-20,,8.5337,8.8661,,,,,,,,,10.6563,
2000-12-21,,8.5038,9.2408,,,,,,,,,10.875,
2000-12-22,,8.6538,9.99,,,,,,,,,11.1563,
2000-12-26,,8.624,9.8029,,,,,,,,,11.0313,
2000-12-27,,8.5938,10.011,,,,,,,,,11.1875,
2000-12-28,,8.5938,10.011,,,,,,,,,11.3595,
2000-12-29,,8.6841,9.9484,,,,,,,,,11.2345,
2001-01-02,,8.624,9.657,,,,,,,,,10.6095,
2001-01-03,,8.9543,10.3646,,,,,,,,,11.9375,
2001-01-04,,9.0447,10.323,,,,,,,,,12.25,
2001-01-05,,9.0144,10.4479,,,,,,,,,12.0,
2001-01-08,,9.1346,10.6354,,,,,,,,,11.9375,
2001-01-09,,9.3149,10.9684,,,,,,,,,11.9533,
2001-01-10,,9.4654,10.6144,,,,,,,,,11.6563,
2001-01-11,,9.7356,10.8641,,,,,,,,,12.1095,
2001-01-12,,9.7356,10.989,,,,,,,,,12.5,
2001-01-16,,9.6457,10.7186,,,,,,,,,12.5783,
2001-01-17,,9.7356,10.4895,,,,,,,,,12.9845,
2001-01-18,,9.6457,10.4689,,,,,,,,,13.2033,
2001-01-19,,9.6154,10.2191,,,,,,,,,13.0783,
2001-01-22,,9.5856,10.1775,,,,,,,,,12.9063,
2001-01-23,,10.0962,10.1565,,,,,,,,,12.9533,
2001-01-24,,10.3365,10.2191,,,,,,,,,12.75,
2001-01-25,,10.1865,10.323,,,,,,,,,12.422,
2001-01-26,,10.2764,10.6354,,,,,,,,,12.625,
2001-01-29,,10.101,10.656,,,,,,,,,13.075,
2001-01-30,,10.2548,10.5961,,,,,,,,,13.125,
2001-01-31,,10.2692,10.6227,,,,,,,,,13.375,
2001-02-01,,10.2644,9.99,,,,,,,,,13.2525,
2001-02-02,,9.9808,10.3496,,,,,,,,,13.0025,
2001-02-05,,10.0962,10.3896,,,,,,,,,12.9875,
2001-02-06,,10.1202,10.4029,,,,,,,,,13.0575,
2001-02-07,3.3966,9.9519,9.9734,,,,,,,,,12.5525,
2001-02-08,3.593,9.8317,9.8568,,,,,,,,,12.75,
2001-02-09,3.7629,9.8173,9.657,,,,,,,,,12.5775,
2001-02-12,3.8628,10.0481,9.8735,,,,,,,,,12.6525,
2001-02-13,3.6297,10.0048,9.9068,,,,,,,,,12.3775,
2001-02-14,3.38,10.1106,10.1732,,,,,,,,,11.9975,
2001-02-15,3.3334,10.1923,10.6227,,,,,,,,,11.9975,
2001-02-16,3.3466,10.0,10.989,,,,,,,,,11.8975,
2001-02-20,3.2718,9.9038,10.4562,,,,,,,,,11.46,
2001-02-21,3.1635,9.6971,10.1732,,,,,,,,,9.77,
2001-02-22,3.1302,9.9038,10.1698,,,,,,,,,9.375,
2001-02-23,3.0386,9.8558,10.0966,,,,,,,,,9.505,
2001-02-26,3.032,10.1442,10.1898,,,,,,,,,10.0075,
2001-02-27,3.0303,10.1202,10.5728,,,,,,,,,10.11,
2001-02-28,2.9804,10.1298,10.5095,,,,,,,,,9.975,
2001-03-01,2.9138,10.3365,11.1555,,,,,,,,,10.225,
2001-03-02,2.8572,10.6971,11.705,,,,,,,,,10.3,
2001-03-05,2.9004,11.0577,11.4985,,,,,,,,,10.2275,
2001-03-06,2.9154,11.0433,11.6017,,,,,,,,,10.325,
2001-03-07,2.947,11.1587,11.6284,,,,,,,,,10.4,
2001-03-08,2.9837,11.2404,11.655,,,,,,,,,10.38,
2001-03-09,2.9221,11.0337,11.5884,,,,,,,,,10.2375,
2001-03-12,2.8305,10.8462,11.2887,,,,,,,,,9.375,
2001-03-13,2.7906,10.7981,11.3253,,,,,,,,,9.4025,
2001-03-14,2.6557,10.5385,11.1555,,,,,,,,,9.25,
2001-03-15,2.6357,10.5096,10.8725,,,,,,,,,9.25,
2001-03-16,2.714,10.8462,11.0889,,,,,,,,,9.275,
2001-03-19,2.8422,10.9135,11.4852,,,,,,,,,9.345,
2001-03-20,2.7106,10.9615,11.5551,,,,,,,,,8.7625,
2001-03-21,2.6806,10.8173,11.5218,,,,,,,,,8.625,
2001-03-22,2.5008,10.3317,11.2887,,,,,,,,,8.175,
2001-03-23,2.4892,10.1442,10.706,,,,,,,,,8.1175,
2001-03-26,2.4576,10.1442,11.039,,,,,,,,,8.44,
2001-03-27,2.4775,10.1442,11.0556,,,,,,,,,8.64,
2001-03-28,2.4359,10.0962,11.1222,,,,,,,,,8.4225,
2001-03-29,2.3476,10.0865,11.1155,,,,,,,,,8.2875,
2001-03-30,2.4392,10.3365,11.8248,,,,,,,,,8.3525,
2001-04-02,2.4476,10.5529,12.3876,,,,,,,,,8.3525,
2001-04-03,2.3942,10.1394,11.8548,,,,,,,,,8.03,
2001-04-04,2.3643,10.1538,11.5551,,,,,,,,,7.7775,
2001-04-05,2.5125,10.4567,12.2711,,,,,,,,,8.3625,
2001-04-06,2.5458,10.226,12.1878,,,,,,,,,8.3925,
2001-04-09,2.5741,10.2885,12.2711,,,,,,,,,8.875,
2001-04-10,2.6923,10.5865,12.654,,,,,,,,,9.335,
2001-04-11,2.734,10.6202,12.8372,,,,,,,,,9.17,
2001-04-12,2.7272,10.9231,12.9604,,,,,,,,,9.16,
2001-04-16,2.734,10.8173,12.9537,,,,,,,,,9.235,
2001-04-17,2.7489,10.8221,12.987,,,,,,,,,9.46,
2001-04-18,2.8056,11.1538,13.4532,,,,,,,,,10.25,
