,AMX,CX,FMX,ALFAA,PAC,BIMBOA,GISSAA,ANB,SANMEXB,SIEN,AZTECACPO,TV,WALMEX
2014-12-26,22.2,10.21,88.11,34.55,64.55,40.81,32.97,,29.95,1600.0,6.33,34.04,31.18
2014-12-29,22.24,10.28,88.36,33.08,63.59,40.6,32.65,,30.39,1550.0,6.27,33.71,31.43
2014-12-30,22.11,10.32,88.51,33.65,64.24,40.62,32.9,,30.66,1550.0,6.23,33.66,31.6
2014-12-31,22.18,10.19,88.03,32.97,63.2,40.57,32.89,,30.81,1550.0,6.14,34.06,31.73
2015-01-02,21.71,9.86,85.4,32.14,61.63,40.0,32.95,,29.31,1550.0,6.11,33.71,30.87
2015-01-05,21.38,9.6,82.97,30.25,62.45,39.69,31.5,,28.33,1624.16,5.8,32.85,29.92
2015-01-06,21.38,9.72,84.57,30.88,64.25,39.41,32.16,,28.92,1550.0,5.84,32.74,30.09
2015-01-07,21.86,10.03,85.3,31.33,64.72,40.3,32.5,,29.15,1550.0,5.9,33.13,30.64
2015-01-08,22.34,10.21,86.92,32.48,64.6,41.1,32.3,,28.77,1550.0,6.02,33.46,30.5
2015-01-09,22.71,10.23,87.04,31.99,64.18,40.39,32.9,,28.53,1550.0,6.03,33.58,29.85
2015-01-12,22.47,10.07,86.28,31.22,64.18,39.97,32.84,,28.78,1550.0,6.0,32.49,29.15
2015-01-13,22.34,9.93,86.96,30.13,64.95,40.0,32.5,,28.23,1550.0,5.96,32.84,28.66
2015-01-14,22.62,9.64,86.49,30.47,63.51,38.89,32.49,,28.33,1625.0,6.09,32.36,29.23
2015-01-15,22.65,9.46,84.31,30.58,64.8,37.84,32.85,,28.01,1550.0,6.04,32.0,29.4
2015-01-16,22.77,9.4,86.22,29.95,66.86,39.34,32.84,,28.35,1550.0,6.03,32.26,29.37
2015-01-19,,,,29.4,,39.11,32.8,,28.44,,6.02,,29.47
2015-01-20,22.99,9.45,86.35,29.6,68.37,39.61,32.8,,28.72,,6.12,32.25,29.56
2015-01-21,23.13,9.35,87.6,30.06,67.61,40.35,32.85,,30.19,,6.12,32.89,29.87
2015-01-22,23.58,9.72,90.43,30.21,69.32,40.87,32.81,,31.62,1550.0,6.15,34.14,30.43
2015-01-23,23.53,9.51,87.72,29.83,68.03,40.45,32.7,,31.5,1550.0,6.08,33.69,30.11
2015-01-26,23.03,9.63,87.9,30.41,68.95,40.3,32.49,,31.39,1550.0,6.19,34.17,30.58
2015-01-27,22.66,9.59,87.42,30.16,69.61,40.02,32.0,,31.73,1654.52,6.25,33.92,30.58
2015-01-28,22.17,9.31,86.42,29.35,68.67,39.2,32.0,,31.9,1550.0,6.24,33.28,30.27
2015-01-29,21.95,9.38,85.59,28.52,67.96,39.41,32.93,,31.76,1550.0,6.1,33.36,29.98
2015-01-30,21.39,8.89,83.56,27.36,66.41,38.14,32.49,,31.79,1550.0,6.0,32.61,28.91
2015-02-02,21.66,9.04,85.02,,66.44,,,,,,,33.28,
2015-02-03,21.78,9.41,85.62,29.53,66.3,39.8,32.0,,32.81,1557.0,5.88,33.61,28.56
2015-02-04,21.54,8.79,85.65,28.67,67.4,39.15,31.9,,33.8,1623.03,5.82,33.72,28.92
2015-02-05,21.73,9.98,87.5,28.85,68.27,39.18,32.0,,34.59,,5.96,33.68,29.68
2015-02-06,21.68,9.9,87.0,29.1,68.41,39.41,32.09,,33.41,1426.0,5.93,32.93,32.33
2015-02-09,21.76,10.07,88.9,29.66,69.03,38.98,31.9,,33.04,1578.0,6.02,33.23,32.82
2015-02-10,21.51,9.73,88.17,28.99,67.9,38.82,32.09,,32.34,1550.0,6.0,33.67,33.01
2015-02-11,20.52,9.52,86.45,28.0,65.1,39.79,31.99,,32.24,1612.0,5.92,33.0,32.65
2015-02-12,21.7,9.96,88.91,28.39,67.22,40.52,32.0,,31.9,1550.0,5.96,35.03,33.0
2015-02-13,21.97,9.84,88.66,28.21,66.94,40.6,31.99,,32.77,1550.0,5.97,34.83,32.98
2015-02-16,,,,28.2,,40.53,31.75,,32.64,,6.04,,32.97
2015-02-17,21.77,9.99,89.16,27.4,67.3,40.99,31.48,,33.07,,6.0,35.06,33.36
2015-02-18,21.97,9.85,87.81,27.83,65.32,42.2,31.45,,33.06,1645.9,5.96,33.44,35.31
2015-02-19,21.73,9.83,87.77,27.3,65.26,41.91,30.55,,32.76,1645.9,5.9,32.94,35.57
2015-02-20,21.75,9.96,89.53,28.62,65.76,41.81,30.92,,32.79,1645.9,5.93,33.08,35.8
2015-02-23,21.16,10.06,90.49,29.15,65.54,42.86,30.98,,32.68,1676.8,5.93,33.83,35.95
2015-02-24,21.36,10.33,92.58,30.7,67.64,42.76,30.99,,32.94,1674.0,6.07,33.82,36.22
2015-02-25,21.38,10.22,91.36,31.5,67.46,42.56,30.9,,32.75,1658.73,5.99,33.6,37.35
2015-02-26,21.56,10.27,95.26,32.45,67.44,42.94,32.02,,32.49,1652.55,6.2,33.9,36.91
2015-02-27,21.38,10.15,95.26,32.35,67.7,41.9,31.41,,32.86,1652.55,6.4,34.12,36.63
2015-03-02,21.03,10.16,95.74,31.81,66.46,41.86,32.0,,32.88,1650.75,6.26,34.08,36.07
2015-03-03,20.87,9.98,95.31,31.53,66.24,41.99,31.4,,32.89,1650.75,6.08,34.72,36.19
2015-03-04,20.69,9.79,92.13,31.34,66.07,41.87,31.6,,33.01,1743.97,5.86,34.46,36.26
2015-03-05,20.23,9.88,92.27,31.62,63.69,41.16,31.62,,32.79,1650.0,5.94,34.74,36.9
2015-03-06,19.86,9.26,89.45,30.86,62.22,40.75,31.45,,33.01,1650.0,5.82,34.56,37.11
2015-03-09,19.88,9.31,88.14,30.7,61.62,41.73,31.7,,32.85,1650.0,5.88,34.15,37.4
2015-03-10,19.52,9.18,86.53,29.96,60.33,40.95,30.1,,33.02,1662.15,5.78,33.91,38.1
2015-03-11,19.58,9.34,88.03,30.44,62.15,41.98,31.19,,34.4,1650.0,5.76,34.42,38.49
2015-03-12,19.71,9.7,90.46,31.6,62.5,42.45,30.9,,34.35,1650.0,5.65,34.48,39.75
2015-03-13,19.64,9.69,89.97,31.4,62.54,42.5,31.0,,33.78,1650.0,5.59,34.29,39.76
2015-03-16,19.81,9.54,90.22,,62.76,,,,,,,34.36,
2015-03-17,19.69,9.6,90.21,30.8,63.71,42.15,30.8,,34.42,1650.0,5.55,34.23,39.1
2015-03-18,21.19,9.6,93.81,31.86,65.59,43.09,30.78,,34.9,1725.6,5.71,33.84,37.99
2015-03-19,20.48,9.27,93.0,32.04,64.26,42.76,30.7,,34.07,,5.67,33.94,37.65
2015-03-20,20.79,9.48,93.1,32.59,65.61,44.1,30.69,,34.1,1638.79,5.72,34.34,37.09
2015-03-23,20.97,9.69,93.61,31.94,65.56,43.9,30.87,,33.85,,5.63,34.66,37.38
2015-03-24,21.05,9.79,94.28,31.6,66.76,44.5,30.83,,33.4,,5.59,34.48,37.73
2015-03-25,20.79,9.72,94.31,31.7,66.37,43.6,30.5,,32.8,,5.63,33.46,37.48
2015-03-26,20.48,9.44,92.29,31.3,65.37,42.5,30.24,,32.87,1603.0,5.71,33.01,37.0
2015-03-27,20.5,9.47,94.44,31.52,65.97,42.77,30.87,,32.87,,5.75,33.1,37.83
2015-03-30,20.67,9.5,93.99,31.3,66.27,43.31,31.47,,33.5,,5.85,33.46,37.88
2015-03-31,20.46,9.47,93.5,30.85,65.54,43.11,32.17,,33.31,,5.71,33.01,38.01
2015-04-01,21.33,9.44,95.09,31.02,66.48,43.0,31.6,,33.97,,5.69,34.19,38.24
2015-04-02,21.4,9.73,95.74,,66.99,,,,,,,34.54,
2015-04-06,21.73,10.13,97.09,31.97,66.95,44.24,31.49,,34.38,1603.0,5.95,35.1,39.05
2015-04-07,21.42,10.16,97.75,33.03,67.21,43.85,32.0,,33.92,,5.83,35.01,39.3
2015-04-08,21.14,9.9,98.88,33.55,67.18,43.42,31.5,,34.28,1642.0,5.71,35.35,39.9
2015-04-09,21.15,9.83,98.07,32.85,66.72,42.91,31.0,,33.44,,5.75,35.42,39.51
2015-04-10,21.21,9.76,97.1,32.35,66.36,42.99,31.0,,34.15,,5.77,35.37,39.13
2015-04-13,21.15,9.67,95.24,32.3,65.65,42.74,31.01,,33.66,1676.26,5.71,35.08,39.73
2015-04-14,21.34,9.8,95.81,32.97,65.8,42.66,31.01,,33.64,,5.72,35.1,39.06
2015-04-15,21.74,10.07,95.1,33.25,65.87,42.74,31.01,,33.67,,5.69,35.48,38.85
2015-04-16,22.2,10.09,95.67,33.27,66.16,43.55,31.06,,33.7,1664.06,5.7,35.47,38.69
2015-04-17,22.01,9.88,93.74,33.25,65.18,42.6,31.03,,33.51,1642.82,5.73,34.4,37.64
2015-04-20,21.87,9.73,93.3,33.11,65.61,42.29,31.5,,33.58,,5.73,34.42,38.25
2015-04-21,21.93,9.8,93.78,32.6,67.51,42.57,31.92,,33.76,1681.5,5.7,34.95,38.9
2015-04-22,21.85,10.02,93.18,32.7,67.2,42.11,31.7,,33.83,,5.35,35.24,37.67
2015-04-23,22.27,10.14,94.14,32.3,69.57,42.94,32.48,,33.62,,5.19,35.6,37.2
2015-04-24,22.01,10.38,94.12,32.59,74.07,42.35,33.01,,33.86,1660.59,5.21,36.7,37.1
2015-04-27,22.06,10.47,92.5,32.37,74.58,42.26,32.99,,33.41,,5.14,36.5,36.05
2015-04-28,21.76,10.03,92.49,31.83,73.66,42.18,32.6,,31.86,,5.1,36.8,36.17
2015-04-29,21.57,10.06,92.55,31.96,73.46,42.19,32.03,,31.51,,5.01,36.67,35.5
2015-04-30,20.89,9.62,90.49,31.15,71.05,41.13,30.94,,31.25,1682.01,4.68,36.41,36.1
2015-05-01,20.79,9.56,93.1,,71.11,,,,,,,36.87,
2015-05-04,20.91,9.74,92.26,32.44,72.4,41.6,31.84,,31.43,,4.75,36.6,36.63
2015-05-05,20.73,9.73,93.25,33.48,74.09,42.25,31.51,,31.4,1670.2,4.79,35.74,36.67
2015-05-06,20.53,9.66,92.71,32.72,73.56,42.0,32.11,,31.18,1680.48,4.73,35.5,36.91
2015-05-07,20.66,9.77,93.47,31.29,71.59,41.67,32.4,,30.86,1660.0,4.68,35.59,36.64
2015-05-08,20.76,10.13,95.67,31.28,73.02,41.91,32.7,,30.64,,4.66,36.52,37.7
2015-05-11,20.43,10.09,95.09,31.06,72.71,41.58,32.76,,30.59,,4.59,36.31,37.57
2015-05-12,20.19,10.04,93.78,31.85,73.55,41.63,32.78,,30.07,,4.48,36.18,37.55
2015-05-13,20.24,10.11,94.45,32.01,74.33,42.68,32.76,,30.52,,4.42,36.18,37.68
2015-05-14,20.78,10.35,96.44,32.2,73.27,42.94,32.62,,29.96,,4.56,36.5,37.86
2015-05-15,21.0,10.48,96.56,31.87,74.05,42.39,32.9,,30.2,1680.48,4.48,36.83,37.81
2015-05-18,20.7,10.27,97.78,31.82,72.78,42.45,32.65,,30.59,1680.48,4.5,36.73,38.0
2015-05-19,20.51,10.21,96.54,32.35,71.63,42.5,32.21,,30.27,,4.53,36.7,38.28
2015-05-20,20.82,10.12,96.09,32.0,72.01,42.36,32.0,,30.27,1673.42,4.44,36.46,38.06
2015-05-21,20.56,10.04,95.48,31.6,72.42,42.11,31.99,,30.25,1673.42,4.35,36.2,38.15
2015-05-22,20.38,9.77,93.68,31.48,72.19,41.74,31.99,,30.16,1673.42,4.34,37.33,37.32
2015-05-25,,,,31.38,,41.61,32.0,,30.29,1673.42,4.43,,37.1
2015-05-26,20.69,9.63,90.6,30.64,72.12,41.0,32.1,,29.1,1673.42,4.38,37.21,37.16
2015-05-27,20.92,9.88,91.85,30.19,72.73,40.9,32.1,,29.21,1673.42,4.39,37.65,37.13
2015-05-28,21.11,9.53,90.84,30.39,72.35,40.92,31.55,,29.41,1673.42,4.38,38.14,37.49
2015-05-29,21.0,9.3,88.9,30.23,71.2,41.88,31.01,,29.06,1673.42,4.54,37.85,38.1
2015-06-01,21.17,9.18,89.47,30.76,70.42,41.1,31.5,,28.86,1673.42,4.43,38.13,37.9
2015-06-02,21.21,9.42,90.1,30.98,70.55,40.62,32.0,,29.18,1673.42,4.34,38.73,38.19
2015-06-03,20.99,9.21,89.11,31.55,71.42,40.36,31.31,,29.07,1665.0,4.32,38.11,37.31
2015-06-04,20.63,9.14,88.82,32.08,70.26,40.24,31.25,,28.88,,4.18,37.29,39.25
2015-06-05,20.32,9.25,88.09,32.09,69.1,40.34,31.65,,28.08,,4.25,37.06,39.01
2015-06-08,20.33,9.3,87.52,32.1,69.76,40.86,31.65,,28.21,,4.13,36.96,39.09
2015-06-09,20.1,9.34,88.35,31.53,69.61,41.2,31.99,,28.06,,4.15,37.11,39.25
2015-06-10,20.5,9.55,88.61,31.23,69.47,41.34,32.2,,27.89,,4.11,37.44,39.4
2015-06-11,20.4,9.58,90.09,31.03,71.27,41.11,32.25,,27.6,,4.12,38.55,39.3
2015-06-12,20.47,9.56,89.37,30.96,70.83,41.0,32.1,,27.7,,4.07,38.65,39.48
2015-06-15,20.31,9.4,88.19,30.24,70.13,40.64,31.8,,27.55,,4.04,38.67,39.45
2015-06-16,20.47,9.53,89.61,30.67,71.04,40.6,31.9,,28.3,,4.04,38.86,39.71
2015-06-17,20.71,9.66,91.66,30.85,70.31,40.72,31.9,,28.61,,4.02,38.81,39.81
2015-06-18,21.21,9.67,90.99,30.91,69.78,40.84,31.98,,29.12,1608.5,4.02,38.54,39.52
2015-06-19,21.04,9.58,90.56,30.78,69.8,40.81,32.0,,28.76,1665.0,3.96,39.16,39.28
2015-06-22,21.33,9.67,91.31,31.2,70.53,40.33,31.9,,29.13,1661.5,3.92,39.25,38.9
2015-06-23,21.37,9.67,90.83,31.68,70.11,40.85,31.4,,29.23,1661.5,3.94,39.29,39.15
2015-06-24,21.28,9.44,90.13,31.3,70.12,41.21,32.35,,29.07,1680.0,3.89,39.47,38.7
2015-06-25,21.58,9.51,90.07,31.2,69.75,41.36,32.8,,29.3,,3.83,39.71,38.46
2015-06-26,21.46,9.5,90.8,31.12,69.94,41.35,32.7,,29.82,,3.87,39.51,38.57
2015-06-29,21.02,9.03,89.16,30.16,68.86,40.56,32.7,,28.82,,3.78,38.36,38.18
2015-06-30,21.31,9.16,89.09,30.12,68.49,40.61,31.46,,29.02,1611.7,3.78,38.82,38.39
2015-07-01,20.65,9.06,89.4,30.51,69.76,40.58,32.0,,29.26,,3.82,38.45,38.56
2015-07-02,21.09,9.16,90.31,30.47,72.01,41.01,31.65,,29.25,,3.9,39.09,38.73
2015-07-03,,,,30.39,,41.31,32.2,,29.07,,3.85,,38.31
2015-07-06,20.68,8.92,89.2,30.02,71.32,41.5,31.92,,28.96,,3.84,38.32,39.02
2015-07-07,21.11,8.98,89.89,30.45,72.11,41.29,31.75,,29.26,1522.0,3.82,36.54,39.4
2015-07-08,20.55,8.7,88.77,30.03,73.05,40.98,31.98,,28.61,,3.81,35.66,39.36
2015-07-09,20.46,8.81,88.8,30.95,74.16,41.54,32.0,,28.8,,3.86,35.36,39.16
2015-07-10,20.66,9.01,90.69,32.1,73.59,42.51,32.49,,29.26,,3.83,35.55,39.0
2015-07-13,20.96,9.09,89.62,31.91,74.05,42.14,32.3,,29.55,,3.77,36.25,38.56
2015-07-14,21.04,9.1,91.0,31.71,74.31,41.98,32.0,,29.76,,3.79,36.08,39.75
2015-07-15,20.59,8.97,91.46,31.64,73.29,41.8,32.0,,29.2,,3.78,36.24,39.43
2015-07-16,20.71,8.95,92.25,31.86,76.0,42.0,32.0,,29.25,,3.76,36.16,39.48
2015-07-17,20.34,9.01,91.74,32.06,77.3,42.59,32.3,,28.96,,3.81,35.81,39.73
2015-07-20,20.39,9.01,91.83,32.11,76.83,42.42,32.3,,28.75,,3.82,35.49,39.9
2015-07-21,20.11,8.85,90.96,32.71,78.62,43.41,33.3,,29.45,,3.78,35.47,39.65
2015-07-22,19.65,8.86,88.37,33.8,76.47,42.68,31.5,,28.99,,3.56,35.16,38.09
2015-07-23,19.39,8.67,89.87,33.39,78.28,43.14,32.1,,28.56,,3.63,35.18,38.45
2015-07-24,18.96,8.03,88.23,32.66,76.55,41.96,32.3,,28.27,1671.88,3.51,35.14,38.45
2015-07-27,18.58,7.83,87.47,32.18,77.36,42.37,31.5,,28.13,,3.43,34.21,38.22
2015-07-28,18.91,8.36,88.48,32.2,77.96,41.96,31.71,,28.38,,3.26,34.32,38.73
2015-07-29,18.8,8.51,90.02,32.0,77.31,42.0,32.0,,28.55,1642.2,3.25,34.43,38.74
2015-07-30,18.64,8.32,90.55,32.09,77.31,42.59,31.9,,28.05,,3.21,34.25,38.64
2015-07-31,19.38,8.5,90.64,32.01,78.88,43.18,32.4,,28.76,,3.11,34.86,39.14
2015-08-03,19.41,8.39,91.29,32.2,79.49,43.76,32.4,,28.86,1745.41,3.18,35.0,39.17
2015-08-04,19.59,8.19,91.7,33.14,80.68,44.03,32.2,,29.72,,3.15,35.01,39.2
2015-08-05,19.32,8.02,90.86,33.56,81.51,43.78,32.04,,29.93,1745.41,3.15,33.17,39.61
2015-08-06,19.36,8.25,91.07,33.66,81.93,43.05,32.03,,29.62,1781.4,3.12,32.81,40.74
2015-08-07,19.32,8.52,91.7,33.82,83.57,43.59,32.18,,28.62,,3.1,33.15,40.25
2015-08-10,19.6,8.69,93.83,33.74,83.65,43.87,32.1,,29.11,,3.1,33.5,41.0
2015-08-11,19.03,8.08,90.57,32.86,82.7,43.41,32.1,,28.88,,3.04,32.6,39.88
2015-08-12,18.78,8.08,90.08,33.39,81.5,42.42,32.06,,28.56,1732.42,3.05,32.52,39.17
2015-08-13,18.32,7.99,90.12,33.02,81.3,41.92,32.0,,28.13,,2.99,32.39,39.5
2015-08-14,18.48,8.04,91.14,32.83,82.45,41.66,31.71,,27.71,,2.8,32.21,38.83
2015-08-17,18.77,7.95,91.52,32.84,81.72,42.19,31.82,,27.66,,2.84,32.65,39.15
2015-08-18,18.9,8.07,90.83,32.95,81.26,41.92,31.99,,27.97,,2.82,32.68,38.96
2015-08-19,18.74,7.84,88.06,32.85,79.08,40.96,31.9,,27.95,,2.83,32.03,39.18
2015-08-20,18.24,7.48,86.8,32.74,78.01,41.3,31.49,,27.38,,2.88,30.88,38.31
2015-08-21,17.61,6.95,83.79,32.07,74.7,40.38,31.25,,26.08,1732.42,2.7,30.12,38.0
2015-08-24,17.24,6.84,81.9,31.07,72.01,39.16,30.45,,25.4,1688.79,2.38,28.8,38.0
2015-08-25,17.4,6.91,83.46,31.31,74.62,39.93,30.04,,25.58,,2.35,28.9,37.7
2015-08-26,17.55,7.08,86.05,31.95,75.38,40.02,30.97,,26.08,,2.39,29.63,38.66
2015-08-27,18.48,7.68,87.88,32.97,79.5,42.39,31.8,,27.08,,2.49,30.16,40.2
2015-08-28,18.41,7.68,87.81,32.73,80.59,41.59,32.0,,26.63,1688.79,2.47,30.26,39.8
2015-08-31,18.3,7.86,89.03,33.36,83.64,43.2,31.6,,26.15,,2.4,30.56,40.3
2015-09-01,17.77,7.27,86.69,32.99,81.68,42.5,32.1,,25.74,,2.33,29.55,40.32
2015-09-02,17.96,7.55,87.57,32.85,82.18,42.61,32.0,,25.4,1673.38,2.32,29.59,40.07
2015-09-03,17.92,7.57,87.63,33.45,83.48,42.3,32.2,,25.78,,2.35,29.64,40.84
2015-09-04,17.55,7.35,84.8,33.07,82.8,42.14,32.15,,25.55,,2.33,28.8,40.86
2015-09-07,,,,32.72,,42.01,32.2,,25.52,,2.34,,40.74
2015-09-08,18.0,7.61,85.11,32.62,85.66,42.4,32.3,,25.61,,2.33,29.22,41.0
2015-09-09,17.81,7.56,84.85,32.33,85.19,41.84,32.3,,25.08,,2.32,28.96,39.95
2015-09-10,17.68,7.76,85.58,32.55,85.05,42.15,32.4,,25.39,1629.73,2.3,29.01,39.54
2015-09-11,17.51,7.73,86.24,33.09,86.84,41.86,32.4,,25.12,,2.32,28.78,39.35
2015-09-14,17.91,7.84,85.18,32.89,87.7,41.83,32.32,,25.36,,2.28,28.52,39.6
2015-09-15,17.91,7.86,86.83,33.4,88.35,42.2,32.4,,25.44,,2.34,28.87,40.84
2015-09-16,18.3,8.23,89.01,,89.86,,,,,,,29.33,
2015-09-17,18.14,8.01,90.8,34.45,89.19,42.3,31.9,,26.23,,2.58,29.13,41.12
2015-09-18,17.78,7.7,89.99,34.36,88.73,42.59,32.29,,25.68,,2.65,28.98,41.32
2015-09-21,18.03,7.66,90.5,34.54,88.19,42.59,31.5,,25.5,,2.73,28.99,41.42
2015-09-22,17.36,7.34,89.65,34.17,87.25,43.03,32.0,,24.78,,2.67,28.41,40.96
2015-09-23,16.84,7.02,90.27,33.82,86.11,42.59,32.18,,24.59,,2.56,27.68,40.6
2015-09-24,16.87,7.01,89.87,32.7,87.12,41.81,32.0,,25.08,,2.53,27.19,40.47
2015-09-25,16.8,6.97,87.25,33.21,86.15,41.5,32.0,,25.06,,2.5,27.01,40.22
2015-09-28,16.43,6.63,86.56,32.69,85.19,41.39,32.0,,24.97,,2.57,26.0,39.59
2015-09-29,16.47,6.77,87.95,32.8,83.59,41.37,32.3,,24.96,,2.62,25.71,40.56
2015-09-30,16.55,6.99,89.25,32.88,86.84,42.79,32.13,,25.01,,2.67,26.02,41.71
2015-10-01,16.8,7.02,88.43,34.14,86.93,42.9,32.1,,24.74,,2.87,25.82,41.42
2015-10-02,16.9,7.13,89.64,34.14,87.46,42.42,30.16,,24.7,,2.78,26.05,41.28
2015-10-05,17.7,7.35,91.61,35.93,87.7,43.35,31.5,,25.21,,2.88,26.31,41.71
2015-10-06,17.61,7.43,91.72,35.47,88.14,43.89,31.5,,25.4,,2.94,26.51,41.6
2015-10-07,17.64,7.79,90.62,35.77,89.3,44.15,31.49,,25.93,1587.0,3.12,26.94,42.18
2015-10-08,17.92,7.93,92.5,36.6,89.61,43.61,31.49,,25.79,,3.32,27.11,41.88
2015-10-09,17.83,7.87,93.51,36.22,89.71,44.15,31.0,,26.55,,3.45,27.16,41.49
2015-10-12,17.54,7.71,93.75,36.2,89.78,44.71,31.0,,26.69,,3.45,26.79,41.5
2015-10-13,17.37,7.73,93.51,36.48,90.11,44.43,31.0,,26.68,,3.44,26.56,41.49
2015-10-14,17.2,7.96,93.85,36.08,90.18,44.14,31.0,,26.5,,3.23,26.49,41.15
2015-10-15,17.38,7.78,95.03,35.02,91.02,44.01,30.99,,27.15,1587.0,3.21,26.92,41.64
2015-10-16,17.38,7.9,96.9,34.95,89.96,44.88,31.0,,27.52,1550.47,3.12,26.93,42.58
2015-10-19,17.64,7.76,96.01,35.65,89.08,45.01,31.0,,27.6,,3.13,26.79,42.22
2015-10-20,17.23,7.74,97.11,36.08,90.74,45.26,31.0,,27.91,,3.12,26.94,42.27
2015-10-21,16.8,7.49,97.88,35.0,90.48,46.08,31.0,,27.43,,3.03,26.35,42.7
2015-10-22,17.21,7.0,100.35,34.9,93.32,47.7,31.0,,27.69,1599.0,3.01,26.82,43.89
2015-10-23,17.23,6.98,100.11,34.93,87.76,47.26,32.0,,28.07,1599.0,2.97,28.37,44.06
2015-10-26,17.39,6.74,101.32,34.6,92.27,47.79,32.2,,28.21,1634.54,2.9,27.98,44.41
2015-10-27,17.03,6.52,101.8,34.45,91.28,47.0,32.26,,28.19,,2.7,28.16,43.43
2015-10-28,16.86,6.62,101.86,34.0,89.3,46.84,32.4,,28.65,,2.67,29.09,43.92
2015-10-29,17.24,6.48,100.83,34.1,89.44,46.55,32.2,,29.54,,2.71,29.27,43.44
2015-10-30,17.81,6.31,99.09,34.24,91.07,46.71,32.38,,30.35,,2.65,29.14,43.75
2015-11-02,17.76,6.36,97.79,,90.52,,,,,,,29.68,
2015-11-03,17.66,6.43,101.96,35.48,93.24,48.33,31.53,,30.4,,2.77,30.07,45.13
2015-11-04,17.23,6.42,101.36,34.99,94.58,48.67,32.2,,31.0,,2.84,29.69,45.18
2015-11-05,17.25,6.45,100.39,34.64,94.74,47.2,32.2,,31.49,,2.89,29.29,43.9
2015-11-06,16.91,6.22,99.47,34.39,92.53,47.37,32.2,,31.37,,2.85,29.07,46.0
2015-11-09,16.43,5.98,96.52,34.25,92.25,46.75,32.2,,31.5,,2.71,28.7,45.98
2015-11-10,16.28,5.96,97.73,34.07,92.0,46.84,32.0,,32.25,1634.54,2.78,28.74,46.2
2015-11-11,16.29,5.94,97.49,33.75,93.47,48.06,32.2,,31.72,,2.78,28.91,46.31
2015-11-12,16.34,5.88,97.05,33.85,92.14,46.88,31.65,,31.6,,2.7,28.36,46.09
2015-11-13,15.95,5.54,96.18,33.61,92.42,46.8,32.29,,31.24,,2.7,27.88,46.0
2015-11-16,16.01,5.61,96.74,,92.05,,,,,,,28.35,
2015-11-17,16.14,5.9,98.68,34.01,93.23,47.08,32.3,,31.3,,2.7,28.28,46.84
2015-11-18,16.79,5.96,96.85,34.57,94.58,47.45,32.3,,32.12,,2.81,28.94,46.55
2015-11-19,17.07,6.04,98.75,34.71,94.45,48.5,32.09,,32.74,1634.54,2.93,28.97,45.75
2015-11-20,17.03,6.2,99.54,35.05,96.58,49.25,31.99,,32.53,1634.54,3.04,29.06,46.09
2015-11-23,16.96,6.07,101.01,34.75,96.3,48.28,31.98,,32.52,,3.02,29.3,45.59
2015-11-24,16.92,6.14,99.95,34.63,94.75,47.55,31.99,,32.44,1634.54,3.1,29.18,45.58
2015-11-25,16.67,6.24,99.76,34.05,93.53,46.74,31.57,,32.01,,3.19,28.96,45.31
2015-11-26,,,,34.24,,47.22,31.97,,32.68,,3.19,,45.11
2015-11-27,16.51,6.24,97.91,34.3,93.84,46.87,31.99,,31.95,1634.54,3.13,28.94,44.75
2015-11-30,16.19,6.3,96.38,33.35,90.84,46.04,32.17,,32.3,,2.89,28.2,44.06
2015-12-01,16.57,6.25,98.1,34.8,92.94,47.79,32.2,,31.64,,2.95,29.12,44.0
2015-12-02,16.04,6.09,97.52,34.17,90.82,47.25,32.19,,30.62,,2.84,29.1,43.84
2015-12-03,15.88,5.97,94.69,33.96,88.0,46.59,31.99,,31.16,1675.95,2.83,28.53,43.65
2015-12-04,15.74,5.96,94.84,34.45,88.3,46.26,31.99,,30.96,,2.93,28.86,43.11
2015-12-07,15.23,5.77,93.59,33.95,89.04,46.0,32.18,,30.43,,2.91,28.7,42.85
2015-12-08,14.76,5.52,93.7,33.76,92.27,45.63,32.28,,29.38,1675.95,2.85,27.99,42.35
2015-12-09,14.75,5.59,93.18,33.66,93.25,45.2,32.11,,30.21,1675.95,2.78,28.11,42.07
2015-12-10,14.74,5.51,92.78,34.5,89.91,45.12,32.0,,30.58,1675.95,2.71,28.0,42.6
2015-12-11,14.43,5.15,91.0,34.1,86.72,45.29,32.0,,29.48,1675.95,2.55,27.11,42.54
2015-12-14,14.52,5.01,91.56,33.82,88.85,45.5,31.98,,29.11,1675.95,2.41,26.69,42.59
2015-12-15,14.97,5.2,94.62,34.99,92.08,46.14,32.16,,29.55,1675.95,2.57,27.57,43.59
2015-12-16,15.54,5.35,94.8,34.92,92.35,46.48,32.0,,30.21,1676.0,2.57,28.2,43.79
2015-12-17,15.3,5.35,94.97,35.09,94.79,47.74,32.0,,29.99,,2.48,27.97,43.65
2015-12-18,14.82,5.23,93.26,34.12,93.33,46.4,32.0,,29.83,1685.0,2.4,27.78,43.56
2015-12-21,14.74,5.14,94.11,33.91,89.76,46.26,31.99,,29.65,,2.39,27.67,44.2
2015-12-22,14.52,5.29,95.1,34.24,92.71,46.18,31.99,,29.7,1664.1,2.35,28.02,44.75
2015-12-23,14.54,5.69,94.24,34.69,92.57,46.81,32.04,,30.0,,2.4,28.0,43.71
2015-12-24,14.37,5.64,94.59,34.5,91.33,46.4,32.05,,29.89,,2.37,27.99,43.64
