,BP,CVX,XOM,XOM,RDS.A,RDS.B
1999-07-19,59.0,,39.4063,39.4063,,
1999-07-20,57.375,,38.9688,38.9688,,
1999-07-21,57.0,,39.0625,39.0625,,
1999-07-22,56.5313,,39.0938,39.0938,,
1999-07-23,57.0313,,39.5625,39.5625,,
1999-07-26,55.875,,39.0,39.0,,
1999-07-27,56.75,,38.7813,38.7813,,
1999-07-28,57.25,,39.4688,39.4688,,
1999-07-29,57.2188,,38.9375,38.9375,,
1999-07-30,57.9375,,39.6875,39.6875,,
1999-08-02,58.2188,,38.9375,38.9375,,
1999-08-03,58.3438,,39.4063,39.4063,,
1999-08-04,58.75,,39.9375,39.9375,,
1999-08-05,59.25,,41.0938,41.0938,,
1999-08-06,59.3125,,40.1875,40.1875,,
1999-08-09,59.125,,40.1875,40.1875,,
1999-08-10,58.75,,40.5938,40.5938,,
1999-08-11,58.75,,40.9688,40.9688,,
1999-08-12,58.8438,,40.9063,40.9063,,
1999-08-13,59.375,,40.7813,40.7813,,
1999-08-16,59.3438,,40.7813,40.7813,,
1999-08-17,59.625,,40.9063,40.9063,,
1999-08-18,59.2188,,41.1016,41.1016,,
1999-08-19,58.6875,,40.9063,40.9063,,
1999-08-20,58.8125,,41.2813,41.2813,,
1999-08-23,59.4063,,41.4063,41.4063,,
1999-08-24,58.1563,,40.8125,40.8125,,
1999-08-25,57.1563,,41.125,41.125,,
1999-08-26,55.1875,,40.1563,40.1563,,
1999-08-27,55.1875,,39.6563,39.6563,,
1999-08-30,55.1875,,38.9063,38.9063,,
1999-08-31,55.9219,,39.4375,39.4375,,
1999-09-01,56.75,,39.1563,39.1563,,
1999-09-02,55.5938,,38.75,38.75,,
1999-09-03,56.4688,,39.5313,39.5313,,
1999-09-07,55.9688,,39.75,39.75,,
1999-09-08,55.5625,,40.5938,40.5938,,
1999-09-09,57.9063,,40.625,40.625,,
1999-09-10,57.9375,,40.2188,40.2188,,
1999-09-13,57.2188,,39.3125,39.3125,,
1999-09-14,56.9063,,39.5938,39.5938,,
1999-09-15,55.4688,,38.625,38.625,,
1999-09-16,54.6875,,38.8438,38.8438,,
1999-09-17,54.625,,39.9375,39.9375,,
1999-09-20,53.5625,,39.0938,39.0938,,
1999-09-21,52.875,,38.375,38.375,,
1999-09-22,54.125,,37.6875,37.6875,,
1999-09-23,54.5938,,37.4063,37.4063,,
1999-09-24,54.0,,37.4063,37.4063,,
1999-09-27,53.9688,,37.5625,37.5625,,
1999-09-28,53.125,,37.3438,37.3438,,
1999-09-29,53.5938,,37.375,37.375,,
1999-09-30,55.4063,,38.0,38.0,,
1999-10-01,56.5625,,37.3125,37.3125,,
1999-10-04,56.625,,36.5,36.5,,
1999-10-05,54.875,,36.0938,36.0938,,
1999-10-06,55.75,,37.0,37.0,,
1999-10-07,55.25,,36.5625,36.5625,,
1999-10-08,52.8125,,36.375,36.375,,
1999-10-11,53.5625,,36.6875,36.6875,,
1999-10-12,54.0,,36.6563,36.6563,,
1999-10-13,55.1875,,36.8125,36.8125,,
1999-10-14,55.5625,,37.1875,37.1875,,
1999-10-15,55.0,,36.0,36.0,,
1999-10-18,55.5,,36.5,36.5,,
1999-10-19,55.0625,,36.7188,36.7188,,
1999-10-20,57.125,,38.25,38.25,,
1999-10-21,57.375,,38.0313,38.0313,,
1999-10-22,58.4375,,38.4375,38.4375,,
1999-10-25,56.5,,37.0,37.0,,
1999-10-26,56.125,,36.0313,36.0313,,
1999-10-27,56.4375,,35.875,35.875,,
1999-10-28,56.9375,,36.5625,36.5625,,
1999-10-29,57.75,,37.0313,37.0313,,
1999-11-01,57.25,,37.375,37.375,,
1999-11-02,55.25,,37.0625,37.0625,,
1999-11-03,54.25,,36.5,36.5,,
1999-11-04,53.5625,,36.5,36.5,,
1999-11-05,52.3125,,35.3125,35.3125,,
1999-11-08,55.75,,37.1563,37.1563,,
1999-11-09,57.375,,37.6563,37.6563,,
1999-11-10,58.4375,,38.0,38.0,,
1999-11-11,60.0,,38.4063,38.4063,,
1999-11-12,59.8125,,38.9375,38.9375,,
1999-11-15,59.5,,39.0,39.0,,
1999-11-16,61.0625,,39.5938,39.5938,,
1999-11-17,61.4375,,40.125,40.125,,
1999-11-18,61.1875,,40.5313,40.5313,,
1999-11-19,60.4375,,39.8438,39.8438,,
1999-11-22,59.4375,,39.625,39.625,,
1999-11-23,58.8125,,39.0313,39.0313,,
1999-11-24,60.0,,39.5313,39.5313,,
1999-11-26,61.0625,,39.0,39.0,,
1999-11-29,60.875,,39.6875,39.6875,,
1999-11-30,60.9375,,39.6563,39.6563,,
1999-12-01,61.5,,41.25,41.25,,
1999-12-02,59.375,,40.7813,40.7813,,
1999-12-03,59.5,,41.3125,41.3125,,
1999-12-06,60.0,,41.9375,41.9375,,
1999-12-07,59.25,,41.9375,41.9375,,
1999-12-08,60.25,,42.0313,42.0313,,
1999-12-09,61.4375,,43.0625,43.0625,,
1999-12-10,60.625,,41.4063,41.4063,,
1999-12-13,60.0,,41.3438,41.3438,,
1999-12-14,59.4375,,41.1875,41.1875,,
1999-12-15,60.6875,,41.5313,41.5313,,
1999-12-16,62.0,,41.875,41.875,,
1999-12-17,61.875,,41.3125,41.3125,,
1999-12-20,60.75,,40.9532,40.9532,,
1999-12-21,60.4375,,40.375,40.375,,
1999-12-22,60.0,,40.5,40.5,,
1999-12-23,59.6875,,41.9063,41.9063,,
1999-12-27,59.25,,40.625,40.625,,
1999-12-28,59.25,,40.3438,40.3438,,
1999-12-29,59.8125,,40.5938,40.5938,,
1999-12-30,59.5,,40.2188,40.2188,,
1999-12-31,59.3125,,40.2813,40.2813,,
2000-01-03,58.8125,,39.0938,39.0938,,
2000-01-04,58.5,,38.4063,38.4063,,
2000-01-05,60.5,,40.5,40.5,,
2000-01-06,60.625,,42.5938,42.5938,,
2000-01-07,59.5,,42.3125,42.3125,,
2000-01-10,57.75,,41.875,41.875,,
2000-01-11,57.75,,42.375,42.375,,
2000-01-12,56.5625,,41.75,41.75,,
2000-01-13,57.375,,42.625,42.625,,
2000-01-14,55.3125,,41.875,41.875,,
2000-01-18,55.75,,42.1875,42.1875,,
2000-01-19,56.0,,42.7813,42.7813,,
2000-01-20,54.6875,,41.8438,41.8438,,
2000-01-21,56.25,,42.5,42.5,,
2000-01-24,56.0,,42.125,42.125,,
2000-01-25,54.875,,42.0313,42.0313,,
2000-01-26,54.8125,,41.75,41.75,,
2000-01-27,54.125,,40.5,40.5,,
2000-01-28,53.9375,,39.4375,39.4375,,
2000-01-31,53.75,,41.7188,41.7188,,
2000-02-01,54.5,,41.5938,41.5938,,
2000-02-02,53.9375,,41.9063,41.9063,,
2000-02-03,52.1875,,41.125,41.125,,
2000-02-04,49.25,,40.4375,40.4375,,
2000-02-07,48.5,,40.375,40.375,,
2000-02-08,48.125,,39.4688,39.4688,,
2000-02-09,45.875,,38.0313,38.0313,,
2000-02-10,48.125,,37.9375,37.9375,,
2000-02-11,46.625,,36.9375,36.9375,,
2000-02-14,47.4375,,38.2188,38.2188,,
2000-02-15,47.375,,39.6563,39.6563,,
2000-02-16,49.25,,39.8203,39.8203,,
2000-02-17,48.875,,38.9375,38.9375,,
2000-02-18,46.875,,37.5,37.5,,
2000-02-22,45.375,,37.7188,37.7188,,
2000-02-23,45.0,,37.3125,37.3125,,
2000-02-24,43.625,,36.4063,36.4063,,
2000-02-25,44.375,,35.5313,35.5313,,
2000-02-28,45.8125,,36.75,36.75,,
2000-02-29,47.0,,37.6563,37.6563,,
2000-03-01,47.625,,37.375,37.375,,
2000-03-02,47.9375,,38.3125,38.3125,,
2000-03-03,47.5,,37.8438,37.8438,,
2000-03-06,47.1875,,36.4688,36.4688,,
2000-03-07,50.6875,,40.25,40.25,,
2000-03-08,53.0,,39.8125,39.8125,,
2000-03-09,52.875,,40.2188,40.2188,,
2000-03-10,53.375,,38.5,38.5,,
2000-03-13,51.5625,,37.9375,37.9375,,
2000-03-14,51.125,,38.625,38.625,,
2000-03-15,52.75,,38.875,38.875,,
2000-03-16,53.75,,39.875,39.875,,
2000-03-17,51.375,,38.5625,38.5625,,
2000-03-20,50.3125,,37.4375,37.4375,,
2000-03-21,51.75,,38.5,38.5,,
2000-03-22,51.4375,,37.375,37.375,,
2000-03-23,51.5,,37.75,37.75,,
2000-03-24,50.625,,38.625,38.625,,
2000-03-27,49.0,,38.375,38.375,,
2000-03-28,48.375,,38.1563,38.1563,,
2000-03-29,50.3125,,40.2813,40.2813,,
2000-03-30,51.9375,,39.5782,39.5782,,
2000-03-31,53.25,,38.9688,38.9688,,
2000-04-03,52.625,,40.25,40.25,,
2000-04-04,52.6875,,41.25,41.25,,
2000-04-05,51.5,,39.875,39.875,,
2000-04-06,51.9375,,40.875,40.875,,
2000-04-07,51.1875,,39.7813,39.7813,,
2000-04-10,51.125,,39.125,39.125,,
2000-04-11,52.1875,,39.6875,39.6875,,
2000-04-12,52.125,,39.9688,39.9688,,
2000-04-13,51.5,,40.0,40.0,,
2000-04-14,49.6875,,39.375,39.375,,
2000-04-17,47.375,,37.75,37.75,,
2000-04-18,48.125,,38.0938,38.0938,,
2000-04-19,48.8125,,38.7188,38.7188,,
2000-04-20,49.75,,39.5,39.5,,
2000-04-24,49.75,,40.0,40.0,,
2000-04-25,52.25,,40.5,40.5,,
2000-04-26,52.0,,40.0625,40.0625,,
2000-04-27,53.0,,40.3438,40.3438,,
2000-04-28,51.0,,38.8438,38.8438,,
2000-05-01,51.25,,39.0,39.0,,
2000-05-02,51.4375,,39.125,39.125,,
2000-05-03,51.75,,38.5938,38.5938,,
2000-05-04,52.25,,39.75,39.75,,
2000-05-05,54.3125,,40.0,40.0,,
2000-05-08,55.125,,40.125,40.125,,
2000-05-09,53.1875,,39.7188,39.7188,,
2000-05-10,52.8125,,40.75,40.75,,
2000-05-11,55.0,,41.3125,41.3125,,
2000-05-12,54.1484,,41.0117,41.0117,,
2000-05-15,55.0,,41.8125,41.8125,,
2000-05-16,53.875,,41.625,41.625,,
2000-05-17,53.375,,40.6875,40.6875,,
2000-05-18,54.3125,,40.7344,40.7344,,
2000-05-19,54.6875,,40.875,40.875,,
2000-05-22,54.3125,,41.625,41.625,,
2000-05-23,54.0,,41.5,41.5,,
2000-05-24,53.25,,41.4688,41.4688,,
2000-05-25,52.75,,40.7188,40.7188,,
2000-05-26,52.5,,40.7188,40.7188,,
2000-05-30,53.5625,,41.75,41.75,,
2000-05-31,54.5625,,41.6563,41.6563,,
2000-06-01,55.4375,,41.4688,41.4688,,
2000-06-02,56.0,,39.5938,39.5938,,
2000-06-05,56.25,,39.6758,39.6758,,
2000-06-06,57.25,,41.1563,41.1563,,
2000-06-07,55.8125,,40.5625,40.5625,,
2000-06-08,56.1875,,40.0313,40.0313,,
2000-06-09,55.875,,39.5938,39.5938,,
2000-06-12,57.375,,40.375,40.375,,
2000-06-13,57.6875,,40.5938,40.5938,,
2000-06-14,57.375,,41.3125,41.3125,,
2000-06-15,55.5625,,41.2188,41.2188,,
2000-06-16,57.3125,,41.75,41.75,,
2000-06-19,57.4375,,42.0313,42.0313,,
2000-06-20,56.5,,41.625,41.625,,
2000-06-21,57.25,,41.9688,41.9688,,
2000-06-22,57.9375,,41.3438,41.3438,,
2000-06-23,57.875,,41.5625,41.5625,,
2000-06-26,57.875,,41.6797,41.6797,,
2000-06-27,56.9375,,41.0313,41.0313,,
2000-06-28,56.0,,41.0625,41.0625,,
2000-06-29,56.875,,40.6016,40.6016,,
2000-06-30,56.625,,39.4063,39.4063,,
2000-07-03,58.3125,,39.7735,39.7735,,
2000-07-05,53.875,,38.4688,38.4688,,
2000-07-06,54.6875,,39.0938,39.0938,,
2000-07-07,55.375,,39.125,39.125,,
2000-07-10,56.125,,39.0625,39.0625,,
2000-07-11,57.3125,,40.3125,40.3125,,
2000-07-12,55.875,,39.3047,39.3047,,
2000-07-13,54.6875,,39.2188,39.2188,,
2000-07-14,53.4375,,38.7813,38.7813,,
2000-07-17,52.0625,,39.0235,39.0235,,
2000-07-18,52.125,,39.0938,39.0938,,
2000-07-19,53.6875,,39.3438,39.3438,,
2000-07-20,52.5625,,39.0625,39.0625,,
2000-07-21,51.3125,,38.5313,38.5313,,
2000-07-24,50.75,,38.625,38.625,,
2000-07-25,51.5625,,37.6875,37.6875,,
2000-07-26,51.6875,,37.9375,37.9375,,
2000-07-27,53.5625,,40.0,40.0,,
2000-07-28,53.625,,40.0391,40.0391,,
2000-07-31,52.3125,,39.9922,39.9922,,
2000-08-01,51.5625,,39.9688,39.9688,,
2000-08-02,54.0625,,40.7188,40.7188,,
2000-08-03,54.0,,40.7188,40.7188,,
2000-08-04,53.8125,,40.8516,40.8516,,
2000-08-07,55.1875,,40.4453,40.4453,,
2000-08-08,52.75,,40.4063,40.4063,,
2000-08-09,53.0625,,40.5313,40.5313,,
2000-08-10,53.75,,40.9766,40.9766,,
2000-08-11,53.8125,,40.6875,40.6875,,
2000-08-14,54.3125,,41.2813,41.2813,,
2000-08-15,54.4375,,40.6563,40.6563,,
2000-08-16,55.375,,41.3828,41.3828,,
2000-08-17,56.4375,,41.9063,41.9063,,
2000-08-18,55.5,,41.4688,41.4688,,
2000-08-21,56.375,,41.75,41.75,,
2000-08-22,56.625,,41.5625,41.5625,,
2000-08-23,57.25,,42.25,42.25,,
2000-08-24,56.0,,41.25,41.25,,
2000-08-25,56.125,,41.4688,41.4688,,
2000-08-28,56.313,,41.4065,41.4065,,
2000-08-29,57.0,,41.26,41.26,,
2000-08-30,56.125,,40.6775,40.6775,,
2000-08-31,55.25,,40.8125,40.8125,,
2000-09-01,56.188,,41.166,41.166,,
2000-09-05,57.063,,41.4065,41.4065,,
2000-09-06,57.313,,42.0,42.0,,
2000-09-07,57.063,,41.875,41.875,,
2000-09-08,56.0,,41.75,41.75,,
2000-09-11,56.938,,42.49,42.49,,
2000-09-12,56.375,,42.875,42.875,,
2000-09-13,55.313,,42.8125,42.8125,,
2000-09-14,54.0,,42.635,42.635,,
2000-09-15,55.125,,44.5315,44.5315,,
2000-09-18,55.938,,44.8225,44.8225,,
2000-09-19,54.375,,44.0,44.0,,
2000-09-20,53.938,,43.344,43.344,,
2000-09-21,53.375,,43.1565,43.1565,,
2000-09-22,52.875,,43.094,43.094,,
2000-09-25,52.0,,42.9275,42.9275,,
2000-09-26,52.75,,43.3125,43.3125,,
2000-09-27,53.313,,44.625,44.625,,
2000-09-28,52.188,,44.5725,44.5725,,
2000-09-29,53.0,,44.5625,44.5625,,
2000-10-02,53.813,,45.719,45.719,,
2000-10-03,53.375,,45.4065,45.4065,,
2000-10-04,52.875,,44.625,44.625,,
2000-10-05,52.563,,44.594,44.594,,
2000-10-06,53.125,,44.719,44.719,,
2000-10-09,53.563,,45.5625,45.5625,,
2000-10-10,54.25,,46.6565,46.6565,,
2000-10-11,55.125,,46.875,46.875,,
2000-10-12,56.688,,47.0625,47.0625,,
2000-10-13,54.563,,45.25,45.25,,
2000-10-16,54.813,,43.9065,43.9065,,
2000-10-17,53.875,,43.9065,43.9065,,
2000-10-18,53.063,,43.2815,43.2815,,
2000-10-19,53.688,,43.25,43.25,,
2000-10-20,54.563,,44.0,44.0,,
2000-10-23,53.938,,44.5315,44.5315,,
2000-10-24,53.375,,43.594,43.594,,
2000-10-25,51.938,,43.594,43.594,,
2000-10-26,52.0,,43.875,43.875,,
2000-10-27,50.5,,43.7815,43.7815,,
2000-10-30,50.75,,44.719,44.719,,
2000-10-31,50.938,,44.594,44.594,,
2000-11-01,52.0,,46.0315,46.0315,,
2000-11-02,49.875,,44.094,44.094,,
2000-11-03,49.188,,43.8125,43.8125,,
2000-11-06,49.063,,44.25,44.25,,
2000-11-07,49.25,,44.76,44.76,,
2000-11-08,49.313,,45.344,45.344,,
2000-11-09,50.375,,44.5,44.5,,
2000-11-10,50.688,,44.7815,44.7815,,
2000-11-13,49.938,,44.969,44.969,,
2000-11-14,51.25,,44.9375,44.9375,,
2000-11-15,51.5,,45.1875,45.1875,,
2000-11-16,51.313,,45.344,45.344,,
2000-11-17,51.25,,45.1565,45.1565,,
2000-11-20,50.375,,45.6875,45.6875,,
2000-11-21,51.563,,46.5605,46.5605,,
2000-11-22,51.063,,47.0,47.0,,
2000-11-24,50.238,,47.219,47.219,,
2000-11-27,50.563,,46.5625,46.5625,,
2000-11-28,49.938,,46.5315,46.5315,,
2000-11-29,48.5,,44.469,44.469,,
2000-11-30,47.438,,43.9375,43.9375,,
2000-12-01,47.25,,44.4065,44.4065,,
2000-12-04,47.563,,45.344,45.344,,
2000-12-05,47.313,,44.1875,44.1875,,
2000-12-06,45.875,,43.0975,43.0975,,
2000-12-07,47.688,,44.0,44.0,,
2000-12-08,48.125,,44.25,44.25,,
2000-12-11,48.0,,42.875,42.875,,
2000-12-12,48.625,,43.2815,43.2815,,
2000-12-13,49.563,,43.844,43.844,,
2000-12-14,47.938,,42.75,42.75,,
2000-12-15,47.313,,42.0625,42.0625,,
2000-12-18,48.0,,43.1875,43.1875,,
2000-12-19,47.563,,43.594,43.594,,
2000-12-20,45.625,,42.594,42.594,,
2000-12-21,46.0,,42.375,42.375,,
2000-12-22,47.188,,43.4065,43.4065,,
2000-12-26,48.375,,44.2815,44.2815,,
2000-12-27,48.0,,43.875,43.875,,
2000-12-28,48.75,,43.4375,43.4375,,
2000-12-29,47.875,,43.469,43.469,,
2001-01-02,48.625,,44.5625,44.5625,,
2001-01-03,47.875,,42.625,42.625,,
2001-01-04,47.875,,41.4375,41.4375,,
2001-01-05,48.688,,41.625,41.625,,
2001-01-08,48.625,,41.4375,41.4375,,
2001-01-09,47.063,,41.0,41.0,,
2001-01-10,47.5,,40.5,40.5,,
2001-01-11,48.938,,40.875,40.875,,
2001-01-12,49.25,,41.4065,41.4065,,
2001-01-16,49.375,,40.9065,40.9065,,
2001-01-17,50.0,,40.125,40.125,,
2001-01-18,51.25,,39.5625,39.5625,,
2001-01-19,51.0,,39.719,39.719,,
2001-01-22,51.438,,40.125,40.125,,
2001-01-23,51.875,,40.9065,40.9065,,
2001-01-24,51.125,,40.8125,40.8125,,
2001-01-25,52.625,,41.25,41.25,,
2001-01-26,51.813,,40.5,40.5,,
2001-01-29,51.15,,40.1,40.1,,
2001-01-30,50.83,,40.99,40.99,,
2001-01-31,51.5,,42.075,42.075,,
2001-02-01,51.75,,41.745,41.745,,
2001-02-02,52.0,,41.495,41.495,,
2001-02-05,52.84,,42.4,42.4,,
2001-02-06,52.51,,42.17,42.17,,
2001-02-07,51.9,,42.18,42.18,,
2001-02-08,51.98,,42.25,42.25,,
2001-02-09,53.16,,42.93,42.93,,
2001-02-12,53.49,,42.88,42.88,,
2001-02-13,51.0,,42.395,42.395,,
2001-02-14,51.05,,41.965,41.965,,
2001-02-15,49.85,,41.25,41.25,,
2001-02-16,49.65,,42.01,42.01,,
2001-02-20,49.55,,41.9,41.9,,
2001-02-21,48.73,,41.76,41.76,,
2001-02-22,48.9,,42.105,42.105,,
2001-02-23,48.85,,41.75,41.75,,
2001-02-26,49.55,,41.9,41.9,,
2001-02-27,49.6,,41.15,41.15,,
2001-02-28,49.6,,40.525,40.525,,
2001-03-01,50.23,,40.7,40.7,,
2001-03-02,50.75,,41.605,41.605,,
2001-03-05,51.36,,41.925,41.925,,
2001-03-06,51.95,,41.8,41.8,,
2001-03-07,52.8,,42.105,42.105,,
2001-03-08,52.8,,42.925,42.925,,
2001-03-09,52.0,,42.995,42.995,,
2001-03-12,51.15,,41.88,41.88,,
2001-03-13,50.0,,41.65,41.65,,
2001-03-14,49.4,,41.32,41.32,,
2001-03-15,49.5,,41.475,41.475,,
2001-03-16,48.45,,40.85,40.85,,
2001-03-19,49.21,,40.63,40.63,,
2001-03-20,48.85,,40.33,40.33,,
2001-03-21,48.86,,39.905,39.905,,
2001-03-22,47.51,,38.85,38.85,,
2001-03-23,46.64,,38.45,38.45,,
2001-03-26,47.94,,39.125,39.125,,
2001-03-27,49.88,,40.32,40.32,,
2001-03-28,49.16,,39.325,39.325,,
2001-03-29,48.63,,39.145,39.145,,
2001-03-30,49.62,,40.5,40.5,,
2001-04-02,48.4,,39.8,39.8,,
2001-04-03,47.88,,38.95,38.95,,
2001-04-04,48.5,,39.35,39.35,,
2001-04-05,49.84,,40.465,40.465,,
2001-04-06,49.98,,41.05,41.05,,
2001-04-09,51.7,,41.255,41.255,,
2001-04-10,52.61,,42.0,42.0,,
2001-04-11,51.65,,40.97,40.97,,
2001-04-12,51.69,,41.0,41.0,,
2001-04-16,52.2,,42.275,42.275,,
2001-04-17,52.32,,42.355,42.355,,
2001-04-18,51.24,,42.565,42.565,,
2001-04-19,51.55,,42.225,42.225,,
2001-04-20,52.35,,42.585,42.585,,
2001-04-23,53.3,,44.0,44.0,,
2001-04-24,52.94,,43.745,43.745,,
2001-04-25,53.85,,44.545,44.545,,
2001-04-26,54.86,,44.425,44.425,,
2001-04-27,54.25,,44.53,44.53,,
2001-04-30,54.08,,44.3,44.3,,
2001-05-01,54.24,,44.4,44.4,,
2001-05-02,52.3,,43.25,43.25,,
2001-05-03,51.25,,43.05,43.05,,
2001-05-04,51.9,,43.775,43.775,,
2001-05-07,52.0,,44.095,44.095,,
2001-05-08,51.49,,44.37,44.37,,
2001-05-09,52.65,,44.86,44.86,,
2001-05-10,52.65,,44.05,44.05,,
2001-05-11,51.94,,43.82,43.82,,
2001-05-14,51.75,,44.53,44.53,,
2001-05-15,52.95,,44.725,44.725,,
2001-05-16,52.8,,44.75,44.75,,
2001-05-17,53.05,,44.365,44.365,,
2001-05-18,54.4,,45.1,45.1,,
2001-05-21,53.93,,44.375,44.375,,
2001-05-22,53.63,,44.405,44.405,,
2001-05-23,52.9,,43.635,43.635,,
2001-05-24,53.4,,43.965,43.965,,
2001-05-25,53.47,,44.05,44.05,,
2001-05-29,53.68,,43.9,43.9,,
2001-05-30,53.68,,44.435,44.435,,
2001-05-31,53.39,,44.375,44.375,,
2001-06-01,53.48,,44.475,44.475,,
2001-06-04,54.43,,45.415,45.415,,
2001-06-05,54.49,,45.775,45.775,,
2001-06-06,52.7,,44.7,44.7,,
2001-06-07,52.84,,44.59,44.59,,
2001-06-08,53.2,,44.695,44.695,,
2001-06-11,52.9,,44.85,44.85,,
2001-06-12,53.37,,45.06,45.06,,
2001-06-13,53.0,,44.99,44.99,,
2001-06-14,52.55,,44.425,44.425,,
2001-06-15,53.32,,44.45,44.45,,
2001-06-18,52.71,,44.25,44.25,,
2001-06-19,52.81,,44.185,44.185,,
2001-06-20,52.61,,43.865,43.865,,
2001-06-21,52.03,,44.205,44.205,,
2001-06-22,52.43,,44.455,44.455,,
2001-06-25,53.15,,44.26,44.26,,
2001-06-26,52.95,,44.28,44.28,,
2001-06-27,51.76,,43.61,43.61,,
2001-06-28,49.55,,43.41,43.41,,
2001-06-29,49.85,,43.675,43.675,,
2001-07-02,49.0,,43.85,43.85,,
2001-07-03,48.5,,43.67,43.67,,
2001-07-05,48.9,,43.5,43.5,,
2001-07-06,48.75,,43.4,43.4,,
2001-07-09,48.4,,43.36,43.36,,
2001-07-10,47.85,,42.88,42.88,,
2001-07-11,47.32,,42.475,42.475,,
2001-07-12,48.0,,42.725,42.725,,
2001-07-13,48.0,,42.99,42.99,,
2001-07-16,47.95,,42.995,42.995,,
2001-07-17,47.35,,42.65,42.65,,
2001-07-18,46.6,,42.125,42.125,,
2001-07-19,47.25,,43.08,43.08,,
2001-07-20,48.45,,43.36,43.36,,
2001-07-23,48.4,,42.5,42.5,,
2001-07-24,46.4,,40.97,40.97,,
2001-07-25,48.4,,42.13,42.13,,
2001-07-26,48.75,,42.72,42.72,,
2001-07-27,48.75,,42.73,42.73,,
2001-07-30,48.8,,42.41,42.41,,
2001-07-31,49.42,,41.76,41.76,,
2001-08-01,49.77,,41.6,41.6,,
2001-08-02,49.78,,41.73,41.73,,
2001-08-03,49.1,,41.26,41.26,,
2001-08-06,48.82,,40.85,40.85,,
2001-08-07,50.15,,41.38,41.38,,
2001-08-08,50.46,,41.25,41.25,,
2001-08-09,50.57,,40.95,40.95,,
2001-08-10,50.92,,41.35,41.35,,
2001-08-13,51.3,,41.4,41.4,,
2001-08-14,52.14,,41.15,41.15,,
2001-08-15,52.8,,41.5,41.5,,
2001-08-16,52.62,,41.29,41.29,,
2001-08-17,51.7,,40.47,40.47,,
2001-08-20,51.84,,40.75,40.75,,
2001-08-21,51.85,,40.39,40.39,,
2001-08-22,52.08,,40.71,40.71,,
2001-08-23,52.01,,40.89,40.89,,
2001-08-24,52.29,,41.7,41.7,,
2001-08-27,52.19,,41.05,41.05,,
2001-08-28,51.25,,40.51,40.51,,
2001-08-29,51.37,,40.38,40.38,,
2001-08-30,51.0,,40.15,40.15,,
2001-08-31,50.88,,40.19,40.19,,
2001-09-04,50.8,,40.75,40.75,,
2001-09-05,51.12,,41.22,41.22,,
2001-09-06,51.05,,40.9,40.9,,
2001-09-07,50.27,,40.9,40.9,,
2001-09-10,49.52,,41.24,41.24,,
2001-09-17,49.16,,40.15,40.15,,
2001-09-18,48.35,,39.48,39.48,,
2001-09-19,47.15,,38.41,38.41,,
2001-09-20,45.54,,37.02,37.02,,
2001-09-21,44.25,,35.83,35.83,,
2001-09-24,44.2,,35.86,35.86,,
2001-09-25,44.8,,36.28,36.28,,
2001-09-26,45.15,,36.01,36.01,,
2001-09-27,47.73,,38.42,38.42,,
2001-09-28,49.17,,39.4,39.4,,
2001-10-01,47.15,,39.09,39.09,,
2001-10-02,48.5,,39.99,39.99,,
2001-10-03,48.75,,39.84,39.84,,
2001-10-04,49.75,,40.58,40.58,,
2001-10-05,50.22,,40.69,40.69,,
2001-10-08,50.2,,40.94,40.94,,
2001-10-09,50.2,,41.06,41.06,,
2001-10-10,51.88,46.725,42.28,42.28,,
2001-10-11,50.95,46.64,42.09,42.09,,
2001-10-12,51.4,45.5,42.29,42.29,,
2001-10-15,50.7,44.225,41.65,41.65,,
2001-10-16,50.71,44.575,41.75,41.75,,
2001-10-17,50.98,44.55,41.44,41.44,,
2001-10-18,48.9,43.015,40.4,40.4,,
2001-10-19,48.36,43.37,40.54,40.54,,
2001-10-22,48.48,44.375,41.12,41.12,,
2001-10-23,48.75,43.3,40.87,40.87,,
2001-10-24,47.72,43.455,39.86,39.86,,
2001-10-25,47.85,43.95,40.56,40.56,,
2001-10-26,49.36,44.465,41.06,41.06,,
2001-10-29,48.6,44.505,40.68,40.68,,
2001-10-30,47.93,44.5,39.46,39.46,,
2001-10-31,48.34,44.275,39.45,39.45,,
2001-11-01,49.01,44.93,40.49,40.49,,
2001-11-02,48.1,43.725,39.76,39.76,,
2001-11-05,48.58,43.555,39.39,39.39,,
2001-11-06,48.09,43.4,39.47,39.47,,
2001-11-07,48.45,43.64,39.08,39.08,,
2001-11-08,48.3,43.795,39.5,39.5,,
2001-11-09,49.28,44.745,40.25,40.25,,
2001-11-12,48.5,44.615,40.06,40.06,,
2001-11-13,49.58,45.085,40.5,40.5,,
2001-11-14,45.9,43.31,38.7,38.7,,
2001-11-15,43.5,41.9,37.19,37.19,,
2001-11-16,43.9,41.725,37.54,37.54,,
2001-11-19,43.76,41.455,37.01,37.01,,
2001-11-20,45.08,43.265,37.96,37.96,,
2001-11-21,44.84,43.04,37.88,37.88,,
2001-11-23,45.0,43.29,38.44,38.44,,
2001-11-26,43.98,42.6,37.77,37.77,,
2001-11-27,44.18,42.81,37.35,37.35,,
2001-11-28,43.23,42.275,37.1,37.1,,
2001-11-29,44.31,42.725,37.45,37.45,,
2001-11-30,44.17,42.505,37.4,37.4,,
2001-12-03,44.39,43.225,37.66,37.66,,
2001-12-04,44.4,43.415,38.31,38.31,,
2001-12-05,45.29,43.75,38.88,38.88,,
2001-12-06,44.8,42.99,37.33,37.33,,
