,BP,CVX,XOM,XOM,RDS.A,RDS.B
2013-09-10,42.02,123.01,87.82,87.82,64.65,67.53
2013-09-11,42.29,123.92,88.84,88.84,65.49,68.39
2013-09-12,42.1,123.89,87.98,87.98,65.38,68.27
2013-09-13,41.94,124.14,88.4,88.4,65.49,68.59
2013-09-16,42.12,124.08,88.67,88.67,65.25,68.52
2013-09-17,42.02,124.34,88.94,88.94,64.96,68.39
2013-09-18,42.42,125.82,89.58,89.58,66.24,69.73
2013-09-19,42.33,125.44,89.28,89.28,66.41,69.87
2013-09-20,42.46,124.92,88.66,88.66,65.89,69.1
2013-09-23,42.27,125.52,87.75,87.75,65.63,69.08
2013-09-24,42.28,124.49,87.36,87.36,65.54,68.76
2013-09-25,42.39,124.07,87.14,87.14,65.63,68.61
2013-09-26,42.66,123.49,87.07,87.07,65.81,69.08
2013-09-27,42.8,122.64,86.9,86.9,65.88,69.26
2013-09-30,42.03,121.5,86.04,86.04,65.68,68.85
2013-10-01,41.85,121.32,86.0,86.0,65.23,68.39
2013-10-02,42.11,120.83,86.08,86.08,65.49,68.58
2013-10-03,42.39,118.25,85.5,85.5,65.52,68.41
2013-10-04,42.28,118.13,86.32,86.32,65.49,68.34
2013-10-07,42.11,117.87,85.9,85.9,64.76,67.63
2013-10-08,41.71,116.73,85.51,85.51,63.93,66.8
2013-10-09,41.54,116.13,85.16,85.16,63.44,66.34
2013-10-10,41.9,116.38,86.04,86.04,64.2,67.42
2013-10-11,42.15,117.67,86.95,86.95,64.56,67.73
2013-10-14,42.6,118.58,87.6,87.6,64.94,68.2
2013-10-15,42.5,118.15,86.79,86.79,65.27,68.41
2013-10-16,42.57,119.16,87.31,87.31,65.71,68.88
2013-10-17,43.0,119.521,87.48,87.48,66.36,69.69
2013-10-18,43.33,119.65,87.55,87.55,66.94,70.01
2013-10-21,43.57,119.82,87.23,87.23,67.46,70.49
2013-10-22,43.6,120.64,87.98,87.98,67.87,71.23
2013-10-23,43.39,120.13,87.61,87.61,67.65,71.03
2013-10-24,43.58,120.56,88.42,88.42,68.18,71.64
2013-10-25,43.66,120.59,87.97,87.97,68.83,72.35
2013-10-28,43.72,120.91,88.23,88.23,68.79,72.17
2013-10-29,45.9,121.5,88.93,88.93,69.49,72.73
2013-10-30,46.29,120.3,88.81,88.81,69.75,72.8
2013-10-31,46.5,119.96,89.62,89.62,66.68,69.52
2013-11-01,46.55,118.01,89.82,89.82,66.81,70.06
2013-11-04,46.93,118.1,92.1,92.1,67.13,70.03
2013-11-05,46.99,118.45,91.99,91.99,66.74,69.79
2013-11-06,46.82,121.14,93.22,93.22,67.05,69.92
2013-11-07,46.1,119.91,91.96,91.96,66.04,68.98
2013-11-08,46.09,121.19,92.73,92.73,66.07,68.83
2013-11-11,46.08,121.08,92.96,92.96,66.33,69.12
2013-11-12,45.91,120.0,92.67,92.67,66.29,69.0
2013-11-13,46.45,120.09,92.59,92.59,65.68,68.26
2013-11-14,46.58,119.56,93.22,93.22,66.28,69.05
2013-11-15,47.18,120.06,95.27,95.27,67.51,70.41
2013-11-18,46.92,120.56,95.45,95.45,67.47,70.52
2013-11-19,46.95,122.06,95.42,95.42,67.47,70.49
2013-11-20,46.99,122.0,94.68,94.68,67.48,70.66
2013-11-21,47.35,123.46,94.69,94.69,67.71,71.05
2013-11-22,48.03,124.03,95.01,95.01,68.16,71.4
2013-11-25,47.47,123.74,95.09,95.09,67.51,70.87
2013-11-26,47.14,122.78,94.27,94.27,66.87,70.11
2013-11-27,46.9,122.42,93.8,93.8,66.66,69.92
2013-11-29,47.01,122.44,93.48,93.48,66.7,69.94
2013-12-02,46.65,122.34,93.52,93.52,66.46,69.48
2013-12-03,46.58,122.52,94.39,94.39,66.64,69.36
2013-12-04,46.77,121.77,94.67,94.67,65.96,68.76
2013-12-05,46.44,121.1,94.13,94.13,65.82,68.65
2013-12-06,46.8,122.29,95.65,95.65,67.7,70.51
2013-12-09,46.92,123.34,95.84,95.84,67.96,70.85
2013-12-10,46.57,123.66,95.71,95.71,68.2,71.19
2013-12-11,46.7,122.1,94.26,94.26,68.15,71.12
2013-12-12,46.17,120.99,95.36,95.36,67.07,70.67
2013-12-13,45.69,119.9,95.31,95.31,66.57,70.05
2013-12-16,46.03,120.22,97.22,97.22,67.55,70.83
2013-12-17,45.52,118.74,96.75,96.75,67.44,70.76
2013-12-18,46.22,121.6,99.54,99.54,68.47,72.0
2013-12-19,46.61,123.22,99.43,99.43,69.13,72.71
2013-12-20,46.86,122.78,98.68,98.68,69.55,72.86
2013-12-23,47.41,122.8,98.51,98.51,70.1,73.62
2013-12-24,47.59,123.51,99.22,99.22,70.34,74.0
2013-12-26,47.97,124.81,100.9,100.9,70.73,74.45
2013-12-27,48.27,125.23,101.51,101.51,71.07,74.82
2013-12-30,48.2,124.23,100.31,100.31,70.79,74.59
2013-12-31,48.61,124.91,101.2,101.2,71.27,75.11
2014-01-02,47.98,124.14,99.75,99.75,70.65,74.39
2014-01-03,47.87,124.35,99.51,99.51,70.78,74.46
2014-01-06,48.0,124.02,99.66,99.66,70.31,73.89
2014-01-07,48.55,125.07,101.07,101.07,70.92,74.56
2014-01-08,48.73,123.29,100.74,100.74,70.41,74.25
2014-01-09,48.85,123.29,99.76,99.76,70.65,74.65
2014-01-10,49.2,121.01,100.52,100.52,72.0,76.0
2014-01-13,48.15,119.25,98.55,98.55,71.05,74.81
2014-01-14,48.34,119.57,99.12,99.12,71.49,75.14
2014-01-15,48.1,119.18,98.78,98.78,71.37,75.07
2014-01-16,47.91,118.83,98.94,98.94,71.74,75.42
2014-01-17,48.2,119.29,99.16,99.16,70.57,74.08
2014-01-21,48.53,120.36,98.5,98.5,71.28,74.77
2014-01-22,49.04,120.43,97.88,97.88,72.09,75.79
2014-01-23,48.63,118.39,96.97,96.97,72.37,75.93
2014-01-24,47.75,116.29,94.85,94.85,71.05,74.55
2014-01-27,47.25,116.43,94.92,94.92,70.63,73.97
2014-01-28,47.48,116.84,95.65,95.65,70.54,74.19
2014-01-29,47.27,116.0,95.11,95.11,70.5,74.34
2014-01-30,47.41,116.45,93.99,93.99,71.35,75.18
2014-01-31,46.89,111.63,92.16,92.16,69.1,72.83
2014-02-03,46.11,111.14,90.05,90.05,67.81,71.46
2014-02-04,46.27,110.83,90.02,90.02,67.86,71.61
2014-02-05,46.04,109.52,89.58,89.58,68.13,71.97
2014-02-06,47.32,111.27,89.8,89.8,68.78,72.63
2014-02-07,47.61,112.05,90.58,90.58,69.21,73.18
2014-02-10,47.5,111.69,89.52,89.52,69.12,73.33
2014-02-11,48.61,113.58,90.84,90.84,70.7,75.11
2014-02-12,48.38,112.03,91.08,91.08,70.23,74.86
2014-02-13,48.45,112.51,91.43,91.43,71.15,76.06
2014-02-14,48.81,113.48,94.11,94.11,71.59,76.61
2014-02-18,49.41,112.71,94.07,94.07,72.53,77.99
2014-02-19,49.33,113.6,93.95,93.95,72.3,77.75
2014-02-20,49.86,114.6,95.37,95.37,73.34,78.61
2014-02-21,49.81,112.68,95.03,95.03,73.47,78.64
2014-02-24,50.27,114.15,96.44,96.44,73.97,79.22
2014-02-25,50.67,114.97,96.31,96.31,73.29,78.64
2014-02-26,50.42,115.51,95.79,95.79,72.97,78.32
2014-02-27,50.41,115.69,95.84,95.84,72.9,78.11
2014-02-28,50.61,115.33,96.27,96.27,72.87,77.92
2014-03-03,49.0,114.84,95.5,95.5,71.79,76.82
2014-03-04,49.34,115.32,96.52,96.52,73.22,78.49
2014-03-05,48.82,114.43,93.8,93.8,72.96,78.16
2014-03-06,48.79,114.85,93.76,93.76,72.63,77.74
2014-03-07,48.43,115.08,94.99,94.99,72.81,77.83
2014-03-10,48.44,115.84,95.5,95.5,73.2,78.19
2014-03-11,48.22,114.51,94.01,94.01,72.68,77.75
2014-03-12,48.21,115.65,94.21,94.21,72.43,77.37
2014-03-13,47.59,114.45,93.64,93.64,71.05,75.99
2014-03-14,47.69,114.1,93.47,93.47,71.37,76.32
2014-03-17,47.66,115.07,94.32,94.32,71.85,76.34
2014-03-18,47.56,116.24,94.71,94.71,72.22,76.57
2014-03-19,47.32,115.2,93.73,93.73,71.64,76.05
2014-03-20,46.52,115.51,94.58,94.58,71.2,75.72
2014-03-21,46.51,115.63,94.31,94.31,71.26,75.65
2014-03-24,46.7,115.85,94.64,94.64,71.38,75.68
2014-03-25,47.01,117.09,94.91,94.91,72.01,76.45
2014-03-26,46.97,117.71,94.7,94.7,72.24,76.48
2014-03-27,47.57,117.67,96.24,96.24,72.46,76.78
2014-03-28,48.37,118.5,97.7,97.7,73.29,77.94
2014-03-31,48.1,118.91,97.68,97.68,73.06,78.11
2014-04-01,48.44,119.0,97.73,97.73,73.23,78.08
2014-04-02,48.44,119.35,97.95,97.95,73.13,77.77
2014-04-03,48.32,119.04,97.93,97.93,73.18,77.78
2014-04-04,48.45,118.8,97.36,97.36,73.19,77.86
2014-04-07,48.11,117.34,96.78,96.78,73.1,77.76
2014-04-08,47.96,117.8,97.45,97.45,73.66,78.69
2014-04-09,48.78,119.1,97.33,97.33,74.47,79.38
2014-04-10,48.28,116.69,96.78,96.78,73.41,78.62
2014-04-11,47.45,117.03,96.72,96.72,73.33,78.58
2014-04-14,47.54,118.7,97.86,97.86,74.09,79.35
2014-04-15,47.77,120.3,98.68,98.68,74.84,80.08
2014-04-16,48.39,121.83,99.94,99.94,74.73,80.03
2014-04-17,48.88,123.68,100.42,100.42,75.7,80.76
2014-04-21,49.03,124.24,100.93,100.93,75.58,80.76
2014-04-22,49.04,124.0,100.37,100.37,75.18,80.23
2014-04-23,48.81,124.69,100.5,100.5,75.47,80.56
2014-04-24,49.39,124.3,100.01,100.01,75.76,80.9
2014-04-25,49.72,123.99,100.41,100.41,75.46,80.58
2014-04-28,49.04,125.73,101.17,101.17,75.8,80.84
2014-04-29,50.29,125.97,101.45,101.45,76.51,81.77
2014-04-30,50.62,125.52,102.41,102.41,78.74,84.65
2014-05-01,50.4,124.94,101.41,101.41,79.05,84.82
2014-05-02,50.87,124.72,102.01,102.01,79.43,85.2
2014-05-05,50.81,125.36,102.91,102.91,79.47,85.2
2014-05-06,51.12,124.97,102.67,102.67,79.47,85.4
2014-05-07,51.02,126.23,103.11,103.11,80.31,86.37
2014-05-08,50.78,125.09,102.32,102.32,80.5,86.71
2014-05-09,50.56,125.03,101.95,101.95,79.62,86.57
2014-05-12,50.7,125.24,102.23,102.23,79.91,86.9
2014-05-13,50.51,125.85,102.36,102.36,79.77,87.12
2014-05-14,50.43,126.42,102.29,102.29,78.67,85.66
2014-05-15,50.9,123.81,100.78,100.78,78.73,85.92
2014-05-16,51.3,123.18,100.74,100.74,78.94,86.58
2014-05-19,51.36,122.95,100.87,100.87,79.25,87.25
2014-05-20,50.91,122.5,100.67,100.67,78.78,85.95
2014-05-21,51.47,124.16,102.03,102.03,79.21,86.21
2014-05-22,51.21,123.63,101.5,101.5,79.56,82.98
2014-05-23,51.1,123.37,101.32,101.32,79.09,82.26
2014-05-27,50.7,122.84,101.36,101.36,78.46,81.72
2014-05-28,50.67,122.52,101.06,101.06,78.15,81.72
2014-05-29,50.65,122.32,101.27,101.27,78.81,82.16
2014-05-30,50.45,122.79,100.53,100.53,78.6,81.84
2014-06-02,50.58,122.21,99.94,99.94,78.72,82.22
2014-06-03,50.52,122.55,100.39,100.39,79.36,82.8
2014-06-04,50.07,122.35,100.04,100.04,78.39,82.02
2014-06-05,50.44,123.52,100.55,100.55,78.97,82.35
2014-06-06,50.81,124.19,101.6,101.6,79.35,83.07
2014-06-09,50.84,124.37,101.52,101.52,79.23,82.85
2014-06-10,50.95,125.34,101.46,101.46,79.04,82.84
2014-06-11,50.86,125.18,101.95,101.95,78.84,82.67
2014-06-12,51.34,126.11,101.66,101.66,79.78,83.53
2014-06-13,51.68,127.26,102.65,102.65,80.5,84.4
2014-06-16,51.74,128.54,102.92,102.92,80.77,84.87
2014-06-17,51.64,128.83,102.42,102.42,80.45,84.53
2014-06-18,52.67,130.28,102.73,102.73,82.01,86.49
2014-06-19,52.67,131.99,102.63,102.63,81.98,86.6
2014-06-20,52.78,132.34,103.83,103.83,82.35,86.62
2014-06-23,53.07,132.98,104.38,104.38,82.75,87.0
2014-06-24,52.84,131.77,102.73,102.73,81.73,86.01
2014-06-25,52.62,131.23,102.14,102.14,81.64,85.74
2014-06-26,52.75,130.92,102.03,102.03,82.1,86.45
2014-06-27,52.6,130.36,101.21,101.21,82.23,87.09
2014-06-30,52.75,130.55,100.68,100.68,82.37,87.01
2014-07-01,53.0,130.54,101.36,101.36,82.79,87.6
2014-07-02,53.38,130.23,101.57,101.57,83.12,87.92
2014-07-03,53.15,131.19,102.59,102.59,82.43,87.6
2014-07-07,52.62,130.47,102.65,102.65,82.12,87.2
2014-07-08,52.38,129.9,102.83,102.83,82.02,86.71
2014-07-09,52.32,131.39,103.55,103.55,82.28,87.17
2014-07-10,51.8,130.25,102.57,102.57,81.1,86.07
2014-07-11,51.61,128.47,101.74,101.74,81.87,86.79
2014-07-14,51.64,129.26,102.68,102.68,82.24,86.88
2014-07-15,51.7,129.26,102.39,102.39,82.0,86.79
2014-07-16,52.28,130.89,103.77,103.77,83.05,87.41
2014-07-17,50.87,130.08,102.31,102.31,82.46,86.46
2014-07-18,50.73,130.39,102.73,102.73,82.23,86.35
2014-07-21,50.72,131.29,103.08,103.08,82.09,86.36
2014-07-22,50.97,132.58,103.54,103.54,82.36,86.71
2014-07-23,51.19,133.88,104.25,104.25,82.49,87.03
2014-07-24,51.39,134.85,104.28,104.28,82.56,87.02
2014-07-25,50.92,133.57,103.18,103.18,81.99,86.36
2014-07-28,50.64,133.24,104.37,104.37,81.82,85.73
2014-07-29,48.98,132.42,103.55,103.55,81.66,85.9
2014-07-30,49.54,132.53,103.25,103.25,80.47,84.42
2014-07-31,48.97,129.24,98.94,98.94,81.83,86.14
2014-08-01,49.0,127.9,98.8,98.8,81.27,85.47
2014-08-04,49.33,128.17,100.13,100.13,82.02,86.25
2014-08-05,48.57,124.96,98.2,98.2,81.53,86.14
2014-08-06,47.85,125.73,98.98,98.98,81.42,85.96
2014-08-07,47.36,125.65,98.27,98.27,80.47,85.01
2014-08-08,47.4,127.86,99.74,99.74,80.38,84.77
2014-08-11,47.44,127.71,98.73,98.73,80.53,84.84
2014-08-12,47.44,127.09,98.49,98.49,79.94,84.12
2014-08-13,47.13,127.6,99.09,99.09,79.01,83.02
2014-08-14,47.41,126.96,99.09,99.09,79.33,83.3
2014-08-15,47.39,126.1,99.03,99.03,79.8,83.68
2014-08-18,47.9,126.3,99.52,99.52,80.57,84.6
2014-08-19,48.3,127.63,99.49,99.49,80.87,85.27
2014-08-20,48.19,127.49,99.7,99.7,80.1,84.02
2014-08-21,48.27,127.93,99.28,99.28,79.79,83.49
2014-08-22,48.13,127.11,98.5,98.5,79.26,83.04
2014-08-25,48.55,127.84,98.75,98.75,79.47,83.39
2014-08-26,48.18,128.25,99.64,99.64,80.27,84.17
2014-08-27,48.36,128.64,99.53,99.53,80.74,84.65
2014-08-28,47.92,128.75,99.57,99.57,81.19,84.95
2014-08-29,47.84,129.45,99.46,99.46,80.97,84.85
2014-09-02,47.2,127.54,98.49,98.49,80.24,84.18
2014-09-03,47.71,127.86,99.11,99.11,80.72,84.64
2014-09-04,44.89,126.8,98.36,98.36,79.81,83.89
2014-09-05,45.93,127.4,99.26,99.26,80.17,84.08
2014-09-08,45.33,126.21,97.77,97.77,78.31,82.05
2014-09-09,45.15,125.18,97.39,97.39,77.64,81.04
2014-09-10,46.52,124.28,96.81,96.81,78.5,82.3
2014-09-11,46.24,123.83,97.03,97.03,78.17,81.43
2014-09-12,45.94,122.66,95.78,95.78,77.46,80.85
2014-09-15,45.89,124.24,96.29,96.29,77.69,81.06
2014-09-16,46.23,124.96,97.43,97.43,78.4,81.75
2014-09-17,46.23,124.72,97.08,97.08,77.99,81.25
2014-09-18,46.42,124.14,96.61,96.61,78.59,81.97
2014-09-19,46.46,124.8,97.12,97.12,78.75,82.27
2014-09-22,46.13,123.49,96.54,96.54,78.56,82.21
2014-09-23,45.72,123.06,96.03,96.03,77.66,81.06
2014-09-24,45.51,122.4,95.82,95.82,77.76,81.15
2014-09-25,44.06,120.68,94.25,94.25,76.34,79.52
2014-09-26,44.36,121.47,95.43,95.43,76.6,79.82
2014-09-29,44.54,120.55,94.43,94.43,76.65,79.84
2014-09-30,43.95,119.32,94.05,94.05,76.13,79.12
2014-10-01,43.68,117.65,92.86,92.86,75.17,78.36
2014-10-02,43.16,117.11,93.3,93.3,74.29,77.17
2014-10-03,42.7,117.71,93.92,93.92,73.55,76.61
2014-10-06,43.05,118.09,94.52,94.52,73.73,76.66
2014-10-07,42.56,116.02,93.37,93.37,73.15,76.04
2014-10-08,43.15,117.95,94.61,94.61,74.59,77.73
2014-10-09,41.99,114.51,91.82,91.82,72.09,74.84
2014-10-10,41.54,113.89,91.6,91.6,70.33,72.85
2014-10-13,41.22,112.03,90.84,90.84,69.64,72.51
2014-10-14,40.61,109.78,90.55,90.55,68.5,71.67
2014-10-15,40.63,109.27,90.22,90.22,68.41,71.32
2014-10-16,40.72,111.06,90.6,90.6,67.21,70.19
2014-10-17,41.44,111.8,91.21,91.21,68.72,72.13
2014-10-20,41.16,111.49,91.77,91.77,68.32,71.51
2014-10-21,42.26,115.09,93.65,93.65,70.2,73.74
2014-10-22,41.56,114.0,93.13,93.13,69.54,73.07
2014-10-23,42.17,116.19,94.11,94.11,70.83,73.95
2014-10-24,42.17,115.91,94.49,94.49,70.9,74.09
2014-10-27,41.95,115.02,93.71,93.71,70.45,73.86
2014-10-28,42.84,117.13,95.1,95.1,71.5,74.58
2014-10-29,42.9,117.14,94.59,94.59,71.36,74.28
2014-10-30,43.11,117.2,94.45,94.45,71.38,74.36
2014-10-31,43.46,119.95,96.71,96.71,71.79,74.67
2014-11-03,42.46,116.78,95.26,95.26,70.03,73.08
2014-11-04,41.65,115.37,94.52,94.52,68.79,71.59
2014-11-05,41.77,117.05,95.07,95.07,69.23,72.55
2014-11-06,41.87,118.53,96.26,96.26,69.46,72.71
2014-11-07,42.06,118.8,96.59,96.59,71.0,74.44
2014-11-10,41.86,117.92,96.28,96.28,70.71,74.17
2014-11-11,41.75,118.44,96.41,96.41,71.12,74.39
2014-11-12,41.18,117.65,95.38,95.38,68.89,72.44
2014-11-13,40.67,116.45,94.66,94.66,68.41,71.81
2014-11-14,40.94,116.32,95.09,95.09,69.38,72.61
2014-11-17,40.9,115.75,95.11,95.11,69.25,72.47
2014-11-18,41.19,115.47,94.87,94.87,70.03,73.34
2014-11-19,41.54,116.47,95.61,95.61,69.93,72.91
2014-11-20,41.77,117.31,95.82,95.82,71.0,74.35
2014-11-21,42.42,118.58,96.81,96.81,71.8,75.28
2014-11-24,42.04,117.59,95.72,95.72,71.06,74.78
2014-11-25,41.57,116.15,94.78,94.78,70.63,74.09
2014-11-26,41.59,115.11,94.48,94.48,71.37,74.92
2014-11-28,39.32,108.87,90.54,90.54,66.41,69.44
2014-12-01,39.83,111.73,92.35,92.35,67.49,70.37
2014-12-02,40.72,114.02,94.19,94.19,69.35,72.0
2014-12-03,41.31,113.71,94.95,94.95,68.54,71.21
2014-12-04,40.39,112.28,94.37,94.37,67.38,70.21
2014-12-05,39.98,110.87,93.82,93.82,67.13,69.83
2014-12-08,38.87,106.8,91.7,91.7,65.6,68.27
2014-12-09,38.52,107.01,91.38,91.38,65.56,68.11
2014-12-10,37.74,104.86,88.67,88.67,63.95,66.23
2014-12-11,37.33,104.91,89.2,89.2,63.81,65.54
2014-12-12,36.24,102.38,86.6,86.6,62.32,63.77
2014-12-15,34.94,100.86,86.9,86.9,60.93,62.51
2014-12-16,35.76,101.7,86.41,86.41,63.3,65.07
2014-12-17,37.69,106.02,89.02,89.02,65.67,67.93
2014-12-18,38.32,109.03,91.16,91.16,66.54,68.68
2014-12-19,39.4,112.93,93.64,93.64,68.69,70.51
2014-12-22,39.1,112.03,93.33,93.33,68.16,70.72
2014-12-23,39.12,113.95,94.59,94.59,68.73,70.98
2014-12-24,38.95,113.47,93.78,93.78,68.42,71.06
2014-12-26,38.98,113.25,93.21,93.21,68.92,71.46
2014-12-29,39.03,113.32,93.07,93.07,68.31,70.98
2014-12-30,38.36,113.11,93.02,93.02,67.36,69.95
2014-12-31,38.12,112.18,92.45,92.45,66.95,69.56
2015-01-02,38.12,112.58,92.83,92.83,66.98,69.12
2015-01-05,36.1,108.08,90.29,90.29,63.8,65.52
2015-01-06,35.83,108.03,89.81,89.81,63.02,64.66
2015-01-07,35.92,107.94,90.72,90.72,63.75,65.47
2015-01-08,36.73,110.41,92.23,92.23,65.04,66.92
2015-01-09,36.58,108.21,92.1,92.1,64.22,66.03
2015-01-12,36.05,105.88,90.33,90.33,62.93,64.34
2015-01-13,35.96,104.2,90.0,90.0,62.98,64.51
2015-01-14,35.67,103.9,89.74,89.74,62.29,63.85
2015-01-15,35.73,102.67,88.96,88.96,62.51,64.48
2015-01-16,37.86,105.12,91.12,91.12,64.39,66.61
2015-01-20,37.69,106.47,91.09,91.09,64.59,66.75
2015-01-21,38.82,108.16,91.87,91.87,65.62,67.75
2015-01-22,38.98,108.92,92.87,92.87,65.86,68.25
2015-01-23,38.9,106.85,90.89,90.89,65.19,68.17
2015-01-26,39.92,108.88,91.76,91.76,66.45,69.56
2015-01-27,40.21,108.26,90.95,90.95,66.69,69.85
2015-01-28,38.88,103.71,87.95,87.95,64.11,67.12
2015-01-29,38.75,103.0,87.58,87.58,62.31,64.9
2015-01-30,38.83,102.53,87.42,87.42,61.45,63.99
2015-02-02,39.86,106.06,89.58,89.58,62.94,65.96
2015-02-03,41.1,109.53,92.25,92.25,67.0,69.61
2015-02-04,40.45,108.35,91.46,91.46,65.42,68.03
2015-02-05,41.38,109.31,92.36,92.36,66.81,69.81
2015-02-06,41.17,109.61,91.5,91.5,66.24,68.82
2015-02-09,41.61,110.43,91.56,91.56,66.72,69.47
2015-02-10,41.25,110.18,91.01,91.01,66.08,69.12
2015-02-11,40.35,109.98,90.6,90.6,64.66,67.74
2015-02-12,41.34,110.86,92.37,92.37,65.35,68.4
2015-02-13,41.93,112.78,93.37,93.37,66.32,69.26
2015-02-17,41.78,112.4,93.05,93.05,66.4,69.42
2015-02-18,41.75,110.44,91.01,91.01,66.54,69.38
2015-02-19,41.19,108.35,89.44,89.44,65.08,67.96
2015-02-20,41.28,108.6,89.92,89.92,65.8,68.3
2015-02-23,41.22,107.86,89.01,89.01,65.17,67.77
2015-02-24,41.59,107.96,89.42,89.42,65.89,68.63
2015-02-25,41.91,108.58,89.6,89.6,65.96,68.93
2015-02-26,41.36,107.06,88.65,88.65,64.82,67.71
2015-02-27,41.44,106.68,88.54,88.54,65.37,68.15
2015-03-02,41.3,105.9,88.04,88.04,64.3,66.56
2015-03-03,41.74,105.16,87.62,87.62,63.3,66.31
2015-03-04,41.53,105.16,87.18,87.18,62.92,65.97
2015-03-05,41.18,104.73,86.74,86.74,62.34,65.62
2015-03-06,40.35,103.55,85.63,85.63,61.04,64.48
2015-03-09,40.28,103.95,85.16,85.16,61.15,64.5
2015-03-10,39.04,102.91,84.26,84.26,58.73,61.85
2015-03-11,38.23,103.54,84.02,84.02,58.1,61.13
2015-03-12,38.16,102.42,84.22,84.22,58.66,61.47
2015-03-13,37.6,101.62,83.87,83.87,57.26,59.86
2015-03-16,37.55,103.13,84.76,84.76,57.77,60.53
2015-03-17,37.82,103.17,84.08,84.08,58.43,61.44
2015-03-18,39.35,106.7,86.07,86.07,60.74,63.62
2015-03-19,38.97,104.75,84.41,84.41,60.2,63.07
2015-03-20,40.1,107.03,84.54,84.54,61.53,64.67
2015-03-23,40.14,105.92,85.43,85.43,62.56,65.98
2015-03-24,39.51,104.2,84.52,84.52,61.67,65.1
2015-03-25,40.01,105.67,84.86,84.86,62.43,65.72
2015-03-26,39.81,105.25,84.32,84.32,61.36,64.72
2015-03-27,39.61,104.28,83.58,83.58,60.48,63.59
2015-03-30,39.84,106.9,85.63,85.63,60.93,63.99
2015-03-31,39.11,104.98,85.0,85.0,59.65,62.7
2015-04-01,39.5,104.79,84.46,84.46,60.19,63.44
2015-04-02,39.65,105.28,84.3,84.3,60.33,63.54
2015-04-06,40.13,106.92,85.13,85.13,61.5,64.63
2015-04-07,40.25,108.54,85.75,85.75,61.95,65.46
2015-04-08,40.77,106.66,84.06,84.06,59.83,61.45
2015-04-09,41.35,106.95,84.65,84.65,59.4,60.19
2015-04-10,41.54,106.91,85.56,85.56,59.73,60.4
2015-04-13,41.23,106.5,85.34,85.34,59.8,60.69
2015-04-14,41.8,108.84,86.63,86.63,60.45,62.0
2015-04-15,42.42,110.41,88.08,88.08,62.17,63.72
2015-04-16,42.55,110.16,87.73,87.73,63.26,64.72
2015-04-17,42.89,109.11,86.93,86.93,62.74,63.8
2015-04-20,42.82,110.29,87.24,87.24,62.85,63.73
2015-04-21,42.78,109.73,86.88,86.88,62.42,63.45
2015-04-22,43.24,109.5,87.46,87.46,62.36,63.47
2015-04-23,43.6,109.97,87.54,87.54,62.96,63.74
2015-04-24,43.46,109.87,86.97,86.97,62.76,63.67
2015-04-27,43.04,109.7,87.01,87.01,63.09,63.89
2015-04-28,43.48,111.12,87.8,87.8,63.38,64.06
2015-04-29,43.59,111.73,87.87,87.87,63.5,64.16
2015-04-30,43.16,111.06,87.37,87.37,63.43,64.59
2015-05-01,43.23,109.04,88.85,88.85,63.54,64.47
2015-05-04,43.41,108.32,89.11,89.11,63.76,64.71
2015-05-05,43.1,108.0,88.61,88.61,63.57,64.41
2015-05-06,42.5,107.95,88.19,88.19,63.48,64.37
2015-05-07,41.83,107.57,87.6,87.6,62.12,63.01
2015-05-08,42.71,108.65,88.99,88.99,64.24,64.93
2015-05-11,42.58,107.36,86.78,86.78,64.25,64.99
2015-05-12,42.69,107.56,87.02,87.02,63.64,64.79
2015-05-13,42.77,107.7,86.56,86.56,63.3,64.52
2015-05-14,42.96,108.45,86.97,86.97,63.56,64.55
2015-05-15,42.81,108.03,87.35,87.35,63.23,64.25
2015-05-18,42.39,106.65,86.85,86.85,62.15,63.12
2015-05-19,41.83,105.02,86.99,86.99,61.25,62.05
2015-05-20,42.08,105.25,87.13,87.13,61.41,62.46
2015-05-21,42.9,105.49,87.21,87.21,62.3,63.36
2015-05-22,42.5,104.89,86.52,86.52,61.2,62.23
2015-05-26,41.63,103.29,85.35,85.35,59.68,60.55
2015-05-27,41.79,103.11,85.11,85.11,60.12,60.97
2015-05-28,41.55,103.24,85.11,85.11,60.12,61.18
2015-05-29,41.46,103.0,85.2,85.2,59.72,60.69
2015-06-01,40.95,102.63,85.13,85.13,58.91,59.48
2015-06-02,41.5,102.58,85.14,85.14,59.62,60.06
2015-06-03,41.23,102.17,84.95,84.95,59.54,59.85
2015-06-04,40.62,101.39,84.22,84.22,58.55,58.82
2015-06-05,40.56,101.59,84.28,84.28,58.34,58.91
2015-06-08,40.53,100.42,84.85,84.85,58.32,58.34
2015-06-09,40.55,100.42,84.58,84.58,57.93,58.42
2015-06-10,41.28,101.83,85.21,85.21,59.13,59.75
2015-06-11,41.42,101.12,85.09,85.09,59.09,59.87
2015-06-12,40.8,99.87,84.02,84.02,58.02,58.85
2015-06-15,40.92,99.29,83.72,83.72,58.0,58.71
2015-06-16,40.91,100.04,84.68,84.68,58.29,59.18
2015-06-17,41.21,99.76,84.73,84.73,58.31,59.29
2015-06-18,41.26,100.25,85.48,85.48,58.65,59.51
2015-06-19,41.15,99.47,85.21,85.21,58.55,59.49
2015-06-22,41.52,100.29,85.17,85.17,59.11,60.04
2015-06-23,41.54,100.09,85.07,85.07,59.0,59.83
