DATE,STATE,PRODUCT,DEMAND
6/1/09,JALISCO,TOTAL Premium,20548
6/1/09,JALISCO,TOTAL Diesel,114072
6/1/09,MEXICO,TOTAL Magna,241433
6/1/09,MEXICO,TOTAL Premium,9151
6/1/09,MEXICO,TOTAL Diesel,81482
6/1/09,MICHOACAN,TOTAL Magna,131665
6/1/09,MICHOACAN,TOTAL Premium,8990
6/1/09,MICHOACAN,TOTAL Diesel,54917
6/1/09,MORELOS,TOTAL Magna,62229
6/1/09,MORELOS,TOTAL Premium,8114
6/1/09,MORELOS,TOTAL Diesel,19883
6/1/09,NAYARIT,TOTAL Magna,19372
6/1/09,NAYARIT,TOTAL Premium,2739
6/1/09,NAYARIT,TOTAL Diesel,6055
6/1/09,NUEVO LEON,TOTAL Magna,210478
6/1/09,NUEVO LEON,TOTAL Premium,26943
6/1/09,NUEVO LEON,TOTAL Diesel,128848
6/1/09,OAXACA,TOTAL Magna,57810
6/1/09,OAXACA,TOTAL Premium,5144
6/1/09,OAXACA,TOTAL Diesel,26395
6/1/09,PUEBLA,TOTAL Magna,148083
6/1/09,PUEBLA,TOTAL Premium,7445
6/1/09,PUEBLA,TOTAL Diesel,67107
6/1/09,QUERETARO,TOTAL Magna,88544
6/1/09,QUERETARO,TOTAL Premium,6367
6/1/09,QUERETARO,TOTAL Diesel,57703
6/1/09,SAN LUIS POTOSI,TOTAL Magna,75828
6/1/09,SAN LUIS POTOSI,TOTAL Premium,5029
6/1/09,SAN LUIS POTOSI,TOTAL Diesel,48734
6/1/09,SINALOA,TOTAL Magna,125534
6/1/09,SINALOA,TOTAL Premium,14889
6/1/09,SINALOA,TOTAL Diesel,91620
6/1/09,SONORA,TOTAL Magna,108232
6/1/09,SONORA,TOTAL Premium,5087
6/1/09,SONORA,TOTAL Diesel,75666
6/1/09,TABASCO,TOTAL Magna,77642
6/1/09,TABASCO,TOTAL Premium,7066
6/1/09,TABASCO,TOTAL Diesel,44544
6/1/09,TAMAULIPAS,TOTAL Magna,179600
6/1/09,TAMAULIPAS,TOTAL Premium,71219
6/1/09,TAMAULIPAS,TOTAL Diesel,73648
6/1/09,VERACRUZ,TOTAL Magna,187652
6/1/09,VERACRUZ,TOTAL Premium,75112
6/1/09,VERACRUZ,TOTAL Diesel,154076
6/1/09,YUCATAN,TOTAL Magna,106541
6/1/09,YUCATAN,TOTAL Premium,10314
6/1/09,YUCATAN,TOTAL Diesel,61756
6/1/09,ZACATECAS,TOTAL Magna,34662
6/1/09,ZACATECAS,TOTAL Premium,1220
6/1/09,ZACATECAS,TOTAL Diesel,22168
7/1/09,AGUASCALIENTES,TOTAL Magna,58408
7/1/09,AGUASCALIENTES,TOTAL Premium,4493
7/1/09,AGUASCALIENTES,TOTAL Diesel,21907
7/1/09,BAJA CALIFORNIA,TOTAL Magna,173596
7/1/09,BAJA CALIFORNIA,TOTAL Premium,23483
7/1/09,BAJA CALIFORNIA,TOTAL Diesel,66146
7/1/09,BAJA CALIFORNIA SUR,TOTAL Magna,26078
7/1/09,BAJA CALIFORNIA SUR,TOTAL Premium,2962
7/1/09,BAJA CALIFORNIA SUR,TOTAL Diesel,12667
7/1/09,CAMPECHE,TOTAL Magna,19889
7/1/09,CAMPECHE,TOTAL Premium,1733
7/1/09,CAMPECHE,TOTAL Diesel,12183
7/1/09,CHIAPAS,TOTAL Magna,77102
7/1/09,CHIAPAS,TOTAL Premium,6396
7/1/09,CHIAPAS,TOTAL Diesel,26244
7/1/09,COAHUILA,TOTAL Magna,76464
7/1/09,COAHUILA,TOTAL Premium,6627
7/1/09,COAHUILA,TOTAL Diesel,60078
7/1/09,CHIHUAHUA,TOTAL Magna,157058
7/1/09,CHIHUAHUA,TOTAL Premium,9465
7/1/09,CHIHUAHUA,TOTAL Diesel,81911
7/1/09,COLIMA,TOTAL Magna,54705
7/1/09,COLIMA,TOTAL Premium,6919
7/1/09,COLIMA,TOTAL Diesel,34736
7/1/09,MEXICO CITY,TOTAL Magna,454466
7/1/09,MEXICO CITY,TOTAL Premium,43514
7/1/09,MEXICO CITY,TOTAL Diesel,134188
7/1/09,DURANGO,TOTAL Magna,93678
7/1/09,DURANGO,TOTAL Premium,9046
7/1/09,DURANGO,TOTAL Diesel,75087
7/1/09,GUANAJUATO,TOTAL Magna,155956
7/1/09,GUANAJUATO,TOTAL Premium,6690
7/1/09,GUANAJUATO,TOTAL Diesel,72945
7/1/09,GUERRERO,TOTAL Magna,60094
7/1/09,GUERRERO,TOTAL Premium,9295
7/1/09,GUERRERO,TOTAL Diesel,19990
7/1/09,HIDALGO,TOTAL Magna,109060
7/1/09,HIDALGO,TOTAL Premium,5408
7/1/09,HIDALGO,TOTAL Diesel,63049
7/1/09,JALISCO,TOTAL Magna,223871
7/1/09,JALISCO,TOTAL Premium,20870
7/1/09,JALISCO,TOTAL Diesel,109333
7/1/09,MEXICO,TOTAL Magna,241443
7/1/09,MEXICO,TOTAL Premium,8647
7/1/09,MEXICO,TOTAL Diesel,82953
7/1/09,MICHOACAN,TOTAL Magna,136997
7/1/09,MICHOACAN,TOTAL Premium,9599
7/1/09,MICHOACAN,TOTAL Diesel,53644
7/1/09,MORELOS,TOTAL Magna,65069
7/1/09,MORELOS,TOTAL Premium,8380
7/1/09,MORELOS,TOTAL Diesel,18040
7/1/09,NAYARIT,TOTAL Magna,20289
7/1/09,NAYARIT,TOTAL Premium,3189
7/1/09,NAYARIT,TOTAL Diesel,5915
7/1/09,NUEVO LEON,TOTAL Magna,217955
7/1/09,NUEVO LEON,TOTAL Premium,25980
7/1/09,NUEVO LEON,TOTAL Diesel,127839
7/1/09,OAXACA,TOTAL Magna,62220
7/1/09,OAXACA,TOTAL Premium,5734
7/1/09,OAXACA,TOTAL Diesel,27742
7/1/09,PUEBLA,TOTAL Magna,138929
7/1/09,PUEBLA,TOTAL Premium,7581
7/1/09,PUEBLA,TOTAL Diesel,66212
7/1/09,QUERETARO,TOTAL Magna,90352
7/1/09,QUERETARO,TOTAL Premium,6500
7/1/09,QUERETARO,TOTAL Diesel,58450
7/1/09,SAN LUIS POTOSI,TOTAL Magna,80120
7/1/09,SAN LUIS POTOSI,TOTAL Premium,6321
7/1/09,SAN LUIS POTOSI,TOTAL Diesel,55431
7/1/09,SINALOA,TOTAL Magna,128073
7/1/09,SINALOA,TOTAL Premium,14689
7/1/09,SINALOA,TOTAL Diesel,91007
7/1/09,SONORA,TOTAL Magna,111118
7/1/09,SONORA,TOTAL Premium,5275
7/1/09,SONORA,TOTAL Diesel,75151
7/1/09,TABASCO,TOTAL Magna,82939
7/1/09,TABASCO,TOTAL Premium,7222
7/1/09,TABASCO,TOTAL Diesel,45082
7/1/09,TAMAULIPAS,TOTAL Magna,190099
7/1/09,TAMAULIPAS,TOTAL Premium,67910
7/1/09,TAMAULIPAS,TOTAL Diesel,81058
7/1/09,VERACRUZ,TOTAL Magna,209157
7/1/09,VERACRUZ,TOTAL Premium,72388
7/1/09,VERACRUZ,TOTAL Diesel,159046
7/1/09,YUCATAN,TOTAL Magna,112996
7/1/09,YUCATAN,TOTAL Premium,10405
7/1/09,YUCATAN,TOTAL Diesel,64814
7/1/09,ZACATECAS,TOTAL Magna,42657
7/1/09,ZACATECAS,TOTAL Premium,19
7/1/09,ZACATECAS,TOTAL Diesel,23151
8/1/09,AGUASCALIENTES,TOTAL Magna,57521
8/1/09,AGUASCALIENTES,TOTAL Premium,3871
8/1/09,AGUASCALIENTES,TOTAL Diesel,23129
8/1/09,BAJA CALIFORNIA,TOTAL Magna,166462
8/1/09,BAJA CALIFORNIA,TOTAL Premium,21521
8/1/09,BAJA CALIFORNIA,TOTAL Diesel,63674
8/1/09,BAJA CALIFORNIA SUR,TOTAL Magna,26016
8/1/09,BAJA CALIFORNIA SUR,TOTAL Premium,2791
8/1/09,BAJA CALIFORNIA SUR,TOTAL Diesel,12319
8/1/09,CAMPECHE,TOTAL Magna,22577
8/1/09,CAMPECHE,TOTAL Premium,1517
8/1/09,CAMPECHE,TOTAL Diesel,10744
8/1/09,CHIAPAS,TOTAL Magna,75264
8/1/09,CHIAPAS,TOTAL Premium,5935
8/1/09,CHIAPAS,TOTAL Diesel,25469
8/1/09,COAHUILA,TOTAL Magna,71372
8/1/09,COAHUILA,TOTAL Premium,5918
8/1/09,COAHUILA,TOTAL Diesel,56777
8/1/09,CHIHUAHUA,TOTAL Magna,148483
8/1/09,CHIHUAHUA,TOTAL Premium,8261
8/1/09,CHIHUAHUA,TOTAL Diesel,72147
8/1/09,COLIMA,TOTAL Magna,54414
8/1/09,COLIMA,TOTAL Premium,6490
8/1/09,COLIMA,TOTAL Diesel,36296
8/1/09,MEXICO CITY,TOTAL Magna,452120
8/1/09,MEXICO CITY,TOTAL Premium,43684
8/1/09,MEXICO CITY,TOTAL Diesel,126434
8/1/09,DURANGO,TOTAL Magna,86052
8/1/09,DURANGO,TOTAL Premium,8051
8/1/09,DURANGO,TOTAL Diesel,64268
8/1/09,GUANAJUATO,TOTAL Magna,149323
8/1/09,GUANAJUATO,TOTAL Premium,6333
8/1/09,GUANAJUATO,TOTAL Diesel,67325
8/1/09,GUERRERO,TOTAL Magna,58584
8/1/09,GUERRERO,TOTAL Premium,8896
8/1/09,GUERRERO,TOTAL Diesel,18869
8/1/09,HIDALGO,TOTAL Magna,107557
8/1/09,HIDALGO,TOTAL Premium,5354
8/1/09,HIDALGO,TOTAL Diesel,59368
8/1/09,JALISCO,TOTAL Magna,214154
8/1/09,JALISCO,TOTAL Premium,19231
8/1/09,JALISCO,TOTAL Diesel,94660
8/1/09,MEXICO,TOTAL Magna,234437
8/1/09,MEXICO,TOTAL Premium,8665
8/1/09,MEXICO,TOTAL Diesel,78481
8/1/09,MICHOACAN,TOTAL Magna,132142
8/1/09,MICHOACAN,TOTAL Premium,8766
8/1/09,MICHOACAN,TOTAL Diesel,46063
8/1/09,MORELOS,TOTAL Magna,62975
8/1/09,MORELOS,TOTAL Premium,8263
8/1/09,MORELOS,TOTAL Diesel,16644
8/1/09,NAYARIT,TOTAL Magna,19786
8/1/09,NAYARIT,TOTAL Premium,2687
8/1/09,NAYARIT,TOTAL Diesel,4982
8/1/09,NUEVO LEON,TOTAL Magna,206615
8/1/09,NUEVO LEON,TOTAL Premium,25402
8/1/09,NUEVO LEON,TOTAL Diesel,126659
8/1/09,OAXACA,TOTAL Magna,59995
8/1/09,OAXACA,TOTAL Premium,5386
8/1/09,OAXACA,TOTAL Diesel,25522
8/1/09,PUEBLA,TOTAL Magna,142143
8/1/09,PUEBLA,TOTAL Premium,7885
8/1/09,PUEBLA,TOTAL Diesel,62516
8/1/09,QUERETARO,TOTAL Magna,88268
8/1/09,QUERETARO,TOTAL Premium,6332
8/1/09,QUERETARO,TOTAL Diesel,56491
8/1/09,SAN LUIS POTOSI,TOTAL Magna,76240
8/1/09,SAN LUIS POTOSI,TOTAL Premium,5614
8/1/09,SAN LUIS POTOSI,TOTAL Diesel,49202
8/1/09,SINALOA,TOTAL Magna,119938
8/1/09,SINALOA,TOTAL Premium,13517
8/1/09,SINALOA,TOTAL Diesel,83213
8/1/09,SONORA,TOTAL Magna,104065
8/1/09,SONORA,TOTAL Premium,4628
8/1/09,SONORA,TOTAL Diesel,71713
8/1/09,TABASCO,TOTAL Magna,77591
8/1/09,TABASCO,TOTAL Premium,6551
8/1/09,TABASCO,TOTAL Diesel,40009
8/1/09,TAMAULIPAS,TOTAL Magna,179922
8/1/09,TAMAULIPAS,TOTAL Premium,68661
8/1/09,TAMAULIPAS,TOTAL Diesel,84474
8/1/09,VERACRUZ,TOTAL Magna,190179
8/1/09,VERACRUZ,TOTAL Premium,72463
8/1/09,VERACRUZ,TOTAL Diesel,159533
8/1/09,YUCATAN,TOTAL Magna,110549
8/1/09,YUCATAN,TOTAL Premium,10336
8/1/09,YUCATAN,TOTAL Diesel,59463
8/1/09,ZACATECAS,TOTAL Magna,42936
8/1/09,ZACATECAS,TOTAL Premium,0
8/1/09,ZACATECAS,TOTAL Diesel,18080
9/1/09,AGUASCALIENTES,TOTAL Magna,55941
9/1/09,AGUASCALIENTES,TOTAL Premium,3507
9/1/09,AGUASCALIENTES,TOTAL Diesel,22938
9/1/09,BAJA CALIFORNIA,TOTAL Magna,167269
9/1/09,BAJA CALIFORNIA,TOTAL Premium,22199
9/1/09,BAJA CALIFORNIA,TOTAL Diesel,65644
9/1/09,BAJA CALIFORNIA SUR,TOTAL Magna,25198
9/1/09,BAJA CALIFORNIA SUR,TOTAL Premium,2719
9/1/09,BAJA CALIFORNIA SUR,TOTAL Diesel,12054
9/1/09,CAMPECHE,TOTAL Magna,21188
9/1/09,CAMPECHE,TOTAL Premium,1292
9/1/09,CAMPECHE,TOTAL Diesel,10547
9/1/09,CHIAPAS,TOTAL Magna,75625
9/1/09,CHIAPAS,TOTAL Premium,5616
9/1/09,CHIAPAS,TOTAL Diesel,23713
9/1/09,COAHUILA,TOTAL Magna,70148
9/1/09,COAHUILA,TOTAL Premium,5889
9/1/09,COAHUILA,TOTAL Diesel,58066
9/1/09,CHIHUAHUA,TOTAL Magna,147647
9/1/09,CHIHUAHUA,TOTAL Premium,8211
9/1/09,CHIHUAHUA,TOTAL Diesel,72690
9/1/09,COLIMA,TOTAL Magna,49989
9/1/09,COLIMA,TOTAL Premium,6050
9/1/09,COLIMA,TOTAL Diesel,31627
9/1/09,MEXICO CITY,TOTAL Magna,450836
9/1/09,MEXICO CITY,TOTAL Premium,44352
9/1/09,MEXICO CITY,TOTAL Diesel,120858
9/1/09,DURANGO,TOTAL Magna,82935
9/1/09,DURANGO,TOTAL Premium,7772
9/1/09,DURANGO,TOTAL Diesel,58855
9/1/09,GUANAJUATO,TOTAL Magna,146474
9/1/09,GUANAJUATO,TOTAL Premium,5850
9/1/09,GUANAJUATO,TOTAL Diesel,64850
9/1/09,GUERRERO,TOTAL Magna,54161
9/1/09,GUERRERO,TOTAL Premium,8005
9/1/09,GUERRERO,TOTAL Diesel,17398
9/1/09,HIDALGO,TOTAL Magna,112789
9/1/09,HIDALGO,TOTAL Premium,5170
9/1/09,HIDALGO,TOTAL Diesel,54872
9/1/09,JALISCO,TOTAL Magna,211185
9/1/09,JALISCO,TOTAL Premium,18788
9/1/09,JALISCO,TOTAL Diesel,95896
9/1/09,MEXICO,TOTAL Magna,232191
9/1/09,MEXICO,TOTAL Premium,8016
9/1/09,MEXICO,TOTAL Diesel,76414
9/1/09,MICHOACAN,TOTAL Magna,127250
9/1/09,MICHOACAN,TOTAL Premium,8127
9/1/09,MICHOACAN,TOTAL Diesel,54459
9/1/09,MORELOS,TOTAL Magna,61257
9/1/09,MORELOS,TOTAL Premium,7753
9/1/09,MORELOS,TOTAL Diesel,15459
9/1/09,NAYARIT,TOTAL Magna,18050
9/1/09,NAYARIT,TOTAL Premium,2629
9/1/09,NAYARIT,TOTAL Diesel,4961
9/1/09,NUEVO LEON,TOTAL Magna,198510
9/1/09,NUEVO LEON,TOTAL Premium,23550
9/1/09,NUEVO LEON,TOTAL Diesel,120827
9/1/09,OAXACA,TOTAL Magna,56468
9/1/09,OAXACA,TOTAL Premium,4992
9/1/09,OAXACA,TOTAL Diesel,24653
9/1/09,PUEBLA,TOTAL Magna,140747
9/1/09,PUEBLA,TOTAL Premium,7263
9/1/09,PUEBLA,TOTAL Diesel,59077
9/1/09,QUERETARO,TOTAL Magna,76010
9/1/09,QUERETARO,TOTAL Premium,6074
9/1/09,QUERETARO,TOTAL Diesel,56079
9/1/09,SAN LUIS POTOSI,TOTAL Magna,71486
9/1/09,SAN LUIS POTOSI,TOTAL Premium,4501
9/1/09,SAN LUIS POTOSI,TOTAL Diesel,47106
9/1/09,SINALOA,TOTAL Magna,119499
9/1/09,SINALOA,TOTAL Premium,12622
9/1/09,SINALOA,TOTAL Diesel,96592
9/1/09,SONORA,TOTAL Magna,101920
9/1/09,SONORA,TOTAL Premium,4321
9/1/09,SONORA,TOTAL Diesel,70470
9/1/09,TABASCO,TOTAL Magna,76063
9/1/09,TABASCO,TOTAL Premium,6526
9/1/09,TABASCO,TOTAL Diesel,41584
9/1/09,TAMAULIPAS,TOTAL Magna,171078
9/1/09,TAMAULIPAS,TOTAL Premium,64621
9/1/09,TAMAULIPAS,TOTAL Diesel,72531
9/1/09,VERACRUZ,TOTAL Magna,181072
9/1/09,VERACRUZ,TOTAL Premium,68697
9/1/09,VERACRUZ,TOTAL Diesel,155855
9/1/09,YUCATAN,TOTAL Magna,103927
9/1/09,YUCATAN,TOTAL Premium,9019
9/1/09,YUCATAN,TOTAL Diesel,69751
9/1/09,ZACATECAS,TOTAL Magna,39728
9/1/09,ZACATECAS,TOTAL Premium,0
9/1/09,ZACATECAS,TOTAL Diesel,16434
10/1/09,AGUASCALIENTES,TOTAL Magna,58140
10/1/09,AGUASCALIENTES,TOTAL Premium,2917
10/1/09,AGUASCALIENTES,TOTAL Diesel,25118
10/1/09,BAJA CALIFORNIA,TOTAL Magna,173763
10/1/09,BAJA CALIFORNIA,TOTAL Premium,21695
10/1/09,BAJA CALIFORNIA,TOTAL Diesel,66875
10/1/09,BAJA CALIFORNIA SUR,TOTAL Magna,25477
10/1/09,BAJA CALIFORNIA SUR,TOTAL Premium,2684
10/1/09,BAJA CALIFORNIA SUR,TOTAL Diesel,11565
10/1/09,CAMPECHE,TOTAL Magna,22148
10/1/09,CAMPECHE,TOTAL Premium,1171
10/1/09,CAMPECHE,TOTAL Diesel,9032
10/1/09,CHIAPAS,TOTAL Magna,80792
10/1/09,CHIAPAS,TOTAL Premium,5848
10/1/09,CHIAPAS,TOTAL Diesel,26103
10/1/09,COAHUILA,TOTAL Magna,75493
10/1/09,COAHUILA,TOTAL Premium,6062
10/1/09,COAHUILA,TOTAL Diesel,60788
10/1/09,CHIHUAHUA,TOTAL Magna,154048
10/1/09,CHIHUAHUA,TOTAL Premium,7814
10/1/09,CHIHUAHUA,TOTAL Diesel,79147
10/1/09,COLIMA,TOTAL Magna,69890
10/1/09,COLIMA,TOTAL Premium,6601
10/1/09,COLIMA,TOTAL Diesel,57803
10/1/09,MEXICO CITY,TOTAL Magna,476337
10/1/09,MEXICO CITY,TOTAL Premium,45556
10/1/09,MEXICO CITY,TOTAL Diesel,131293
10/1/09,DURANGO,TOTAL Magna,90753
10/1/09,DURANGO,TOTAL Premium,7739
10/1/09,DURANGO,TOTAL Diesel,68562
10/1/09,GUANAJUATO,TOTAL Magna,155801
10/1/09,GUANAJUATO,TOTAL Premium,5724
10/1/09,GUANAJUATO,TOTAL Diesel,77014
10/1/09,GUERRERO,TOTAL Magna,57881
10/1/09,GUERRERO,TOTAL Premium,8118
10/1/09,GUERRERO,TOTAL Diesel,19191
10/1/09,HIDALGO,TOTAL Magna,124659
10/1/09,HIDALGO,TOTAL Premium,5080
10/1/09,HIDALGO,TOTAL Diesel,62531
10/1/09,JALISCO,TOTAL Magna,205717
10/1/09,JALISCO,TOTAL Premium,18777
10/1/09,JALISCO,TOTAL Diesel,84775
10/1/09,MEXICO,TOTAL Magna,245465
10/1/09,MEXICO,TOTAL Premium,8708
10/1/09,MEXICO,TOTAL Diesel,81292
10/1/09,MICHOACAN,TOTAL Magna,137151
10/1/09,MICHOACAN,TOTAL Premium,8819
10/1/09,MICHOACAN,TOTAL Diesel,55099
10/1/09,MORELOS,TOTAL Magna,65303
10/1/09,MORELOS,TOTAL Premium,8177
10/1/09,MORELOS,TOTAL Diesel,17294
10/1/09,NAYARIT,TOTAL Magna,19529
10/1/09,NAYARIT,TOTAL Premium,2577
10/1/09,NAYARIT,TOTAL Diesel,5481
10/1/09,NUEVO LEON,TOTAL Magna,209020
10/1/09,NUEVO LEON,TOTAL Premium,24691
10/1/09,NUEVO LEON,TOTAL Diesel,135456
10/1/09,OAXACA,TOTAL Magna,61737
10/1/09,OAXACA,TOTAL Premium,5168
10/1/09,OAXACA,TOTAL Diesel,27137
10/1/09,PUEBLA,TOTAL Magna,152637
10/1/09,PUEBLA,TOTAL Premium,7572
10/1/09,PUEBLA,TOTAL Diesel,65290
10/1/09,QUERETARO,TOTAL Magna,76503
10/1/09,QUERETARO,TOTAL Premium,6277
10/1/09,QUERETARO,TOTAL Diesel,59521
10/1/09,SAN LUIS POTOSI,TOTAL Magna,74602
10/1/09,SAN LUIS POTOSI,TOTAL Premium,4656
10/1/09,SAN LUIS POTOSI,TOTAL Diesel,47608
10/1/09,SINALOA,TOTAL Magna,124467
10/1/09,SINALOA,TOTAL Premium,13037
10/1/09,SINALOA,TOTAL Diesel,86594
10/1/09,SONORA,TOTAL Magna,105804
10/1/09,SONORA,TOTAL Premium,4037
10/1/09,SONORA,TOTAL Diesel,71768
10/1/09,TABASCO,TOTAL Magna,79989
10/1/09,TABASCO,TOTAL Premium,6762
10/1/09,TABASCO,TOTAL Diesel,41699
10/1/09,TAMAULIPAS,TOTAL Magna,180001
10/1/09,TAMAULIPAS,TOTAL Premium,67168
10/1/09,TAMAULIPAS,TOTAL Diesel,77129
10/1/09,VERACRUZ,TOTAL Magna,191957
10/1/09,VERACRUZ,TOTAL Premium,71369
10/1/09,VERACRUZ,TOTAL Diesel,175439
10/1/09,YUCATAN,TOTAL Magna,108863
10/1/09,YUCATAN,TOTAL Premium,9072
10/1/09,YUCATAN,TOTAL Diesel,71476
10/1/09,ZACATECAS,TOTAL Magna,41407
10/1/09,ZACATECAS,TOTAL Premium,0
10/1/09,ZACATECAS,TOTAL Diesel,17769
11/1/09,AGUASCALIENTES,TOTAL Magna,51293
11/1/09,AGUASCALIENTES,TOTAL Premium,4049
11/1/09,AGUASCALIENTES,TOTAL Diesel,21757
11/1/09,BAJA CALIFORNIA,TOTAL Magna,162766
11/1/09,BAJA CALIFORNIA,TOTAL Premium,20046
11/1/09,BAJA CALIFORNIA,TOTAL Diesel,63919
11/1/09,BAJA CALIFORNIA SUR,TOTAL Magna,23821
11/1/09,BAJA CALIFORNIA SUR,TOTAL Premium,2416
11/1/09,BAJA CALIFORNIA SUR,TOTAL Diesel,10988
11/1/09,CAMPECHE,TOTAL Magna,15198
11/1/09,CAMPECHE,TOTAL Premium,1274
11/1/09,CAMPECHE,TOTAL Diesel,7082
11/1/09,CHIAPAS,TOTAL Magna,77512
11/1/09,CHIAPAS,TOTAL Premium,5029
11/1/09,CHIAPAS,TOTAL Diesel,25775
11/1/09,COAHUILA,TOTAL Magna,69710
11/1/09,COAHUILA,TOTAL Premium,6498
11/1/09,COAHUILA,TOTAL Diesel,56752
11/1/09,CHIHUAHUA,TOTAL Magna,146074
11/1/09,CHIHUAHUA,TOTAL Premium,7106
11/1/09,CHIHUAHUA,TOTAL Diesel,73984
11/1/09,COLIMA,TOTAL Magna,81056
11/1/09,COLIMA,TOTAL Premium,5743
11/1/09,COLIMA,TOTAL Diesel,50766
11/1/09,MEXICO CITY,TOTAL Magna,445596
11/1/09,MEXICO CITY,TOTAL Premium,41622
11/1/09,MEXICO CITY,TOTAL Diesel,122106
11/1/09,DURANGO,TOTAL Magna,101194
11/1/09,DURANGO,TOTAL Premium,7138
11/1/09,DURANGO,TOTAL Diesel,66623
11/1/09,GUANAJUATO,TOTAL Magna,149164
11/1/09,GUANAJUATO,TOTAL Premium,5950
11/1/09,GUANAJUATO,TOTAL Diesel,79418
11/1/09,GUERRERO,TOTAL Magna,55808
11/1/09,GUERRERO,TOTAL Premium,8008
11/1/09,GUERRERO,TOTAL Diesel,18490
11/1/09,HIDALGO,TOTAL Magna,114481
11/1/09,HIDALGO,TOTAL Premium,6351
11/1/09,HIDALGO,TOTAL Diesel,58664
11/1/09,JALISCO,TOTAL Magna,180154
11/1/09,JALISCO,TOTAL Premium,17784
11/1/09,JALISCO,TOTAL Diesel,85729
11/1/09,MEXICO,TOTAL Magna,230214
11/1/09,MEXICO,TOTAL Premium,9511
11/1/09,MEXICO,TOTAL Diesel,79493
11/1/09,MICHOACAN,TOTAL Magna,134141
11/1/09,MICHOACAN,TOTAL Premium,7695
11/1/09,MICHOACAN,TOTAL Diesel,59991
11/1/09,MORELOS,TOTAL Magna,61166
11/1/09,MORELOS,TOTAL Premium,7600
11/1/09,MORELOS,TOTAL Diesel,17029
11/1/09,NAYARIT,TOTAL Magna,18475
11/1/09,NAYARIT,TOTAL Premium,2509
11/1/09,NAYARIT,TOTAL Diesel,5805
11/1/09,NUEVO LEON,TOTAL Magna,195408
11/1/09,NUEVO LEON,TOTAL Premium,22427
11/1/09,NUEVO LEON,TOTAL Diesel,122970
11/1/09,OAXACA,TOTAL Magna,57789
11/1/09,OAXACA,TOTAL Premium,4975
11/1/09,OAXACA,TOTAL Diesel,25624
11/1/09,PUEBLA,TOTAL Magna,135722
11/1/09,PUEBLA,TOTAL Premium,6993
11/1/09,PUEBLA,TOTAL Diesel,63010
11/1/09,QUERETARO,TOTAL Magna,73262
11/1/09,QUERETARO,TOTAL Premium,6174
11/1/09,QUERETARO,TOTAL Diesel,55726
11/1/09,SAN LUIS POTOSI,TOTAL Magna,76418
11/1/09,SAN LUIS POTOSI,TOTAL Premium,4705
11/1/09,SAN LUIS POTOSI,TOTAL Diesel,47260
11/1/09,SINALOA,TOTAL Magna,120511
11/1/09,SINALOA,TOTAL Premium,12987
11/1/09,SINALOA,TOTAL Diesel,93756
11/1/09,SONORA,TOTAL Magna,100586
11/1/09,SONORA,TOTAL Premium,4199
11/1/09,SONORA,TOTAL Diesel,70523
11/1/09,TABASCO,TOTAL Magna,71910
11/1/09,TABASCO,TOTAL Premium,6122
11/1/09,TABASCO,TOTAL Diesel,38940
11/1/09,TAMAULIPAS,TOTAL Magna,167212
11/1/09,TAMAULIPAS,TOTAL Premium,61046
11/1/09,TAMAULIPAS,TOTAL Diesel,81593
11/1/09,VERACRUZ,TOTAL Magna,186500
11/1/09,VERACRUZ,TOTAL Premium,66130
11/1/09,VERACRUZ,TOTAL Diesel,153131
11/1/09,YUCATAN,TOTAL Magna,103100
11/1/09,YUCATAN,TOTAL Premium,7525
11/1/09,YUCATAN,TOTAL Diesel,54845
11/1/09,ZACATECAS,TOTAL Magna,24941
11/1/09,ZACATECAS,TOTAL Premium,0
11/1/09,ZACATECAS,TOTAL Diesel,17530
12/1/09,AGUASCALIENTES,TOTAL Magna,64355
12/1/09,AGUASCALIENTES,TOTAL Premium,4124
12/1/09,AGUASCALIENTES,TOTAL Diesel,20846
12/1/09,BAJA CALIFORNIA,TOTAL Magna,178920
12/1/09,BAJA CALIFORNIA,TOTAL Premium,22578
12/1/09,BAJA CALIFORNIA,TOTAL Diesel,62316
12/1/09,BAJA CALIFORNIA SUR,TOTAL Magna,26359
12/1/09,BAJA CALIFORNIA SUR,TOTAL Premium,2914
12/1/09,BAJA CALIFORNIA SUR,TOTAL Diesel,10628
12/1/09,CAMPECHE,TOTAL Magna,20422
12/1/09,CAMPECHE,TOTAL Premium,1507
12/1/09,CAMPECHE,TOTAL Diesel,8525
12/1/09,CHIAPAS,TOTAL Magna,93133
12/1/09,CHIAPAS,TOTAL Premium,7235
12/1/09,CHIAPAS,TOTAL Diesel,30310
12/1/09,COAHUILA,TOTAL Magna,82975
12/1/09,COAHUILA,TOTAL Premium,9179
12/1/09,COAHUILA,TOTAL Diesel,61264
12/1/09,CHIHUAHUA,TOTAL Magna,173154
12/1/09,CHIHUAHUA,TOTAL Premium,9933
12/1/09,CHIHUAHUA,TOTAL Diesel,73203
12/1/09,COLIMA,TOTAL Magna,94757
12/1/09,COLIMA,TOTAL Premium,7534
12/1/09,COLIMA,TOTAL Diesel,46555
12/1/09,MEXICO CITY,TOTAL Magna,485918
12/1/09,MEXICO CITY,TOTAL Premium,45307
12/1/09,MEXICO CITY,TOTAL Diesel,130765
12/1/09,DURANGO,TOTAL Magna,106444
12/1/09,DURANGO,TOTAL Premium,9064
