DATE,STATE,PRODUCT,DEMAND
5/1/03,SINALOA,TOTAL Magna,73709
5/1/03,SINALOA,TOTAL Premium,23806
5/1/03,SINALOA,TOTAL Diesel,73635
5/1/03,SONORA,TOTAL Magna,68107
5/1/03,SONORA,TOTAL Premium,7810
5/1/03,SONORA,TOTAL Diesel,67323
5/1/03,TABASCO,TOTAL Magna,51968
5/1/03,TABASCO,TOTAL Premium,13893
5/1/03,TABASCO,TOTAL Diesel,36164
5/1/03,TAMAULIPAS,TOTAL Magna,116632
5/1/03,TAMAULIPAS,TOTAL Premium,76625
5/1/03,TAMAULIPAS,TOTAL Diesel,63761
5/1/03,VERACRUZ,TOTAL Magna,107963
5/1/03,VERACRUZ,TOTAL Premium,78560
5/1/03,VERACRUZ,TOTAL Diesel,148552
5/1/03,YUCATAN,TOTAL Magna,58624
5/1/03,YUCATAN,TOTAL Premium,15464
5/1/03,YUCATAN,TOTAL Diesel,69051
5/1/03,ZACATECAS,TOTAL Magna,30589
5/1/03,ZACATECAS,TOTAL Premium,3429
5/1/03,ZACATECAS,TOTAL Diesel,18400
6/1/03,AGUASCALIENTES,TOTAL Magna,39396
6/1/03,AGUASCALIENTES,TOTAL Premium,3554
6/1/03,AGUASCALIENTES,TOTAL Diesel,22217
6/1/03,BAJA CALIFORNIA,TOTAL Magna,110790
6/1/03,BAJA CALIFORNIA,TOTAL Premium,26984
6/1/03,BAJA CALIFORNIA,TOTAL Diesel,46373
6/1/03,BAJA CALIFORNIA SUR,TOTAL Magna,14757
6/1/03,BAJA CALIFORNIA SUR,TOTAL Premium,6129
6/1/03,BAJA CALIFORNIA SUR,TOTAL Diesel,11769
6/1/03,CAMPECHE,TOTAL Magna,10438
6/1/03,CAMPECHE,TOTAL Premium,1789
6/1/03,CAMPECHE,TOTAL Diesel,6757
6/1/03,CHIAPAS,TOTAL Magna,38172
6/1/03,CHIAPAS,TOTAL Premium,8708
6/1/03,CHIAPAS,TOTAL Diesel,17176
6/1/03,COAHUILA,TOTAL Magna,46430
6/1/03,COAHUILA,TOTAL Premium,7766
6/1/03,COAHUILA,TOTAL Diesel,32429
6/1/03,CHIHUAHUA,TOTAL Magna,113603
6/1/03,CHIHUAHUA,TOTAL Premium,12072
6/1/03,CHIHUAHUA,TOTAL Diesel,50565
6/1/03,COLIMA,TOTAL Magna,19487
6/1/03,COLIMA,TOTAL Premium,6780
6/1/03,COLIMA,TOTAL Diesel,17195
6/1/03,MEXICO CITY,TOTAL Magna,382969
6/1/03,MEXICO CITY,TOTAL Premium,78674
6/1/03,MEXICO CITY,TOTAL Diesel,111108
6/1/03,DURANGO,TOTAL Magna,56599
6/1/03,DURANGO,TOTAL Premium,11695
6/1/03,DURANGO,TOTAL Diesel,48080
6/1/03,GUANAJUATO,TOTAL Magna,99665
6/1/03,GUANAJUATO,TOTAL Premium,11010
6/1/03,GUANAJUATO,TOTAL Diesel,77211
6/1/03,GUERRERO,TOTAL Magna,30484
6/1/03,GUERRERO,TOTAL Premium,10459
6/1/03,GUERRERO,TOTAL Diesel,14091
6/1/03,HIDALGO,TOTAL Magna,65429
6/1/03,HIDALGO,TOTAL Premium,8108
6/1/03,HIDALGO,TOTAL Diesel,43620
6/1/03,JALISCO,TOTAL Magna,163440
6/1/03,JALISCO,TOTAL Premium,34013
6/1/03,JALISCO,TOTAL Diesel,106566
6/1/03,MEXICO,TOTAL Magna,172985
6/1/03,MEXICO,TOTAL Premium,11488
6/1/03,MEXICO,TOTAL Diesel,69259
6/1/03,MICHOACAN,TOTAL Magna,80566
6/1/03,MICHOACAN,TOTAL Premium,14117
6/1/03,MICHOACAN,TOTAL Diesel,47891
6/1/03,MORELOS,TOTAL Magna,44160
6/1/03,MORELOS,TOTAL Premium,8151
6/1/03,MORELOS,TOTAL Diesel,14629
6/1/03,NAYARIT,TOTAL Magna,8220
6/1/03,NAYARIT,TOTAL Premium,2680
6/1/03,NAYARIT,TOTAL Diesel,3230
6/1/03,NUEVO LEON,TOTAL Magna,119941
6/1/03,NUEVO LEON,TOTAL Premium,41348
6/1/03,NUEVO LEON,TOTAL Diesel,95284
6/1/03,OAXACA,TOTAL Magna,32813
6/1/03,OAXACA,TOTAL Premium,6258
6/1/03,OAXACA,TOTAL Diesel,21005
6/1/03,PUEBLA,TOTAL Magna,98228
6/1/03,PUEBLA,TOTAL Premium,12968
6/1/03,PUEBLA,TOTAL Diesel,51413
6/1/03,QUERETARO,TOTAL Magna,53704
6/1/03,QUERETARO,TOTAL Premium,9351
6/1/03,QUERETARO,TOTAL Diesel,46495
6/1/03,SAN LUIS POTOSI,TOTAL Magna,44248
6/1/03,SAN LUIS POTOSI,TOTAL Premium,10274
6/1/03,SAN LUIS POTOSI,TOTAL Diesel,33798
6/1/03,SINALOA,TOTAL Magna,68284
6/1/03,SINALOA,TOTAL Premium,22611
6/1/03,SINALOA,TOTAL Diesel,65190
6/1/03,SONORA,TOTAL Magna,62856
6/1/03,SONORA,TOTAL Premium,7404
6/1/03,SONORA,TOTAL Diesel,59151
6/1/03,TABASCO,TOTAL Magna,47767
6/1/03,TABASCO,TOTAL Premium,13202
6/1/03,TABASCO,TOTAL Diesel,33233
6/1/03,TAMAULIPAS,TOTAL Magna,106886
6/1/03,TAMAULIPAS,TOTAL Premium,73221
6/1/03,TAMAULIPAS,TOTAL Diesel,70675
6/1/03,VERACRUZ,TOTAL Magna,99714
6/1/03,VERACRUZ,TOTAL Premium,74976
6/1/03,VERACRUZ,TOTAL Diesel,154684
6/1/03,YUCATAN,TOTAL Magna,55239
6/1/03,YUCATAN,TOTAL Premium,14857
6/1/03,YUCATAN,TOTAL Diesel,61148
6/1/03,ZACATECAS,TOTAL Magna,27609
6/1/03,ZACATECAS,TOTAL Premium,3005
6/1/03,ZACATECAS,TOTAL Diesel,21928
7/1/03,AGUASCALIENTES,TOTAL Magna,42822
7/1/03,AGUASCALIENTES,TOTAL Premium,4542
7/1/03,AGUASCALIENTES,TOTAL Diesel,23050
7/1/03,BAJA CALIFORNIA,TOTAL Magna,117749
7/1/03,BAJA CALIFORNIA,TOTAL Premium,29904
7/1/03,BAJA CALIFORNIA,TOTAL Diesel,58769
7/1/03,BAJA CALIFORNIA SUR,TOTAL Magna,16686
7/1/03,BAJA CALIFORNIA SUR,TOTAL Premium,6942
7/1/03,BAJA CALIFORNIA SUR,TOTAL Diesel,14091
7/1/03,CAMPECHE,TOTAL Magna,11537
7/1/03,CAMPECHE,TOTAL Premium,2306
7/1/03,CAMPECHE,TOTAL Diesel,6368
7/1/03,CHIAPAS,TOTAL Magna,41662
7/1/03,CHIAPAS,TOTAL Premium,9904
7/1/03,CHIAPAS,TOTAL Diesel,18464
7/1/03,COAHUILA,TOTAL Magna,50382
7/1/03,COAHUILA,TOTAL Premium,9238
7/1/03,COAHUILA,TOTAL Diesel,37884
7/1/03,CHIHUAHUA,TOTAL Magna,120858
7/1/03,CHIHUAHUA,TOTAL Premium,13980
7/1/03,CHIHUAHUA,TOTAL Diesel,55545
7/1/03,COLIMA,TOTAL Magna,21153
7/1/03,COLIMA,TOTAL Premium,7710
7/1/03,COLIMA,TOTAL Diesel,19640
7/1/03,MEXICO CITY,TOTAL Magna,392193
7/1/03,MEXICO CITY,TOTAL Premium,81879
7/1/03,MEXICO CITY,TOTAL Diesel,117531
7/1/03,DURANGO,TOTAL Magna,61781
7/1/03,DURANGO,TOTAL Premium,13444
7/1/03,DURANGO,TOTAL Diesel,54625
7/1/03,GUANAJUATO,TOTAL Magna,106820
7/1/03,GUANAJUATO,TOTAL Premium,12069
7/1/03,GUANAJUATO,TOTAL Diesel,72065
7/1/03,GUERRERO,TOTAL Magna,35538
7/1/03,GUERRERO,TOTAL Premium,12972
7/1/03,GUERRERO,TOTAL Diesel,15623
7/1/03,HIDALGO,TOTAL Magna,68962
7/1/03,HIDALGO,TOTAL Premium,9786
7/1/03,HIDALGO,TOTAL Diesel,42736
7/1/03,JALISCO,TOTAL Magna,172219
7/1/03,JALISCO,TOTAL Premium,38862
7/1/03,JALISCO,TOTAL Diesel,104979
7/1/03,MEXICO,TOTAL Magna,181400
7/1/03,MEXICO,TOTAL Premium,13112
7/1/03,MEXICO,TOTAL Diesel,74003
7/1/03,MICHOACAN,TOTAL Magna,87365
7/1/03,MICHOACAN,TOTAL Premium,16858
7/1/03,MICHOACAN,TOTAL Diesel,51081
7/1/03,MORELOS,TOTAL Magna,46710
7/1/03,MORELOS,TOTAL Premium,9620
7/1/03,MORELOS,TOTAL Diesel,14643
7/1/03,NAYARIT,TOTAL Magna,8979
7/1/03,NAYARIT,TOTAL Premium,3380
7/1/03,NAYARIT,TOTAL Diesel,2911
7/1/03,NUEVO LEON,TOTAL Magna,127928
7/1/03,NUEVO LEON,TOTAL Premium,42576
7/1/03,NUEVO LEON,TOTAL Diesel,120550
7/1/03,OAXACA,TOTAL Magna,36907
7/1/03,OAXACA,TOTAL Premium,7419
7/1/03,OAXACA,TOTAL Diesel,23109
7/1/03,PUEBLA,TOTAL Magna,108466
7/1/03,PUEBLA,TOTAL Premium,14626
7/1/03,PUEBLA,TOTAL Diesel,57796
7/1/03,QUERETARO,TOTAL Magna,58623
7/1/03,QUERETARO,TOTAL Premium,10579
7/1/03,QUERETARO,TOTAL Diesel,49462
7/1/03,SAN LUIS POTOSI,TOTAL Magna,50458
7/1/03,SAN LUIS POTOSI,TOTAL Premium,12514
7/1/03,SAN LUIS POTOSI,TOTAL Diesel,37078
7/1/03,SINALOA,TOTAL Magna,71778
7/1/03,SINALOA,TOTAL Premium,24845
7/1/03,SINALOA,TOTAL Diesel,67291
7/1/03,SONORA,TOTAL Magna,66881
7/1/03,SONORA,TOTAL Premium,8668
7/1/03,SONORA,TOTAL Diesel,65741
7/1/03,TABASCO,TOTAL Magna,51816
7/1/03,TABASCO,TOTAL Premium,14192
7/1/03,TABASCO,TOTAL Diesel,38969
7/1/03,TAMAULIPAS,TOTAL Magna,118615
7/1/03,TAMAULIPAS,TOTAL Premium,73408
7/1/03,TAMAULIPAS,TOTAL Diesel,70488
7/1/03,VERACRUZ,TOTAL Magna,107721
7/1/03,VERACRUZ,TOTAL Premium,79592
7/1/03,VERACRUZ,TOTAL Diesel,131648
7/1/03,YUCATAN,TOTAL Magna,60166
7/1/03,YUCATAN,TOTAL Premium,17046
7/1/03,YUCATAN,TOTAL Diesel,39068
7/1/03,ZACATECAS,TOTAL Magna,31085
7/1/03,ZACATECAS,TOTAL Premium,3950
7/1/03,ZACATECAS,TOTAL Diesel,20326
8/1/03,AGUASCALIENTES,TOTAL Magna,40740
8/1/03,AGUASCALIENTES,TOTAL Premium,4291
8/1/03,AGUASCALIENTES,TOTAL Diesel,20879
8/1/03,BAJA CALIFORNIA,TOTAL Magna,116517
8/1/03,BAJA CALIFORNIA,TOTAL Premium,27937
8/1/03,BAJA CALIFORNIA,TOTAL Diesel,50096
8/1/03,BAJA CALIFORNIA SUR,TOTAL Magna,16120
8/1/03,BAJA CALIFORNIA SUR,TOTAL Premium,6651
8/1/03,BAJA CALIFORNIA SUR,TOTAL Diesel,12936
8/1/03,CAMPECHE,TOTAL Magna,10656
8/1/03,CAMPECHE,TOTAL Premium,2024
8/1/03,CAMPECHE,TOTAL Diesel,5435
8/1/03,CHIAPAS,TOTAL Magna,39759
8/1/03,CHIAPAS,TOTAL Premium,9446
8/1/03,CHIAPAS,TOTAL Diesel,17592
8/1/03,COAHUILA,TOTAL Magna,46839
8/1/03,COAHUILA,TOTAL Premium,8462
8/1/03,COAHUILA,TOTAL Diesel,35026
8/1/03,CHIHUAHUA,TOTAL Magna,112932
8/1/03,CHIHUAHUA,TOTAL Premium,13277
8/1/03,CHIHUAHUA,TOTAL Diesel,55133
8/1/03,COLIMA,TOTAL Magna,19140
8/1/03,COLIMA,TOTAL Premium,7131
8/1/03,COLIMA,TOTAL Diesel,15440
8/1/03,MEXICO CITY,TOTAL Magna,384914
8/1/03,MEXICO CITY,TOTAL Premium,80651
8/1/03,MEXICO CITY,TOTAL Diesel,111318
8/1/03,DURANGO,TOTAL Magna,57609
8/1/03,DURANGO,TOTAL Premium,12827
8/1/03,DURANGO,TOTAL Diesel,47839
8/1/03,GUANAJUATO,TOTAL Magna,101890
8/1/03,GUANAJUATO,TOTAL Premium,11662
8/1/03,GUANAJUATO,TOTAL Diesel,62938
8/1/03,GUERRERO,TOTAL Magna,34816
8/1/03,GUERRERO,TOTAL Premium,12103
8/1/03,GUERRERO,TOTAL Diesel,19345
8/1/03,HIDALGO,TOTAL Magna,67218
8/1/03,HIDALGO,TOTAL Premium,9050
8/1/03,HIDALGO,TOTAL Diesel,39748
8/1/03,JALISCO,TOTAL Magna,162815
8/1/03,JALISCO,TOTAL Premium,35524
8/1/03,JALISCO,TOTAL Diesel,97034
8/1/03,MEXICO,TOTAL Magna,174850
8/1/03,MEXICO,TOTAL Premium,12161
8/1/03,MEXICO,TOTAL Diesel,68619
8/1/03,MICHOACAN,TOTAL Magna,83102
8/1/03,MICHOACAN,TOTAL Premium,15726
8/1/03,MICHOACAN,TOTAL Diesel,34143
8/1/03,MORELOS,TOTAL Magna,43667
8/1/03,MORELOS,TOTAL Premium,9334
8/1/03,MORELOS,TOTAL Diesel,13739
8/1/03,NAYARIT,TOTAL Magna,11172
8/1/03,NAYARIT,TOTAL Premium,3985
8/1/03,NAYARIT,TOTAL Diesel,5172
8/1/03,NUEVO LEON,TOTAL Magna,123437
8/1/03,NUEVO LEON,TOTAL Premium,41570
8/1/03,NUEVO LEON,TOTAL Diesel,111067
8/1/03,OAXACA,TOTAL Magna,34454
8/1/03,OAXACA,TOTAL Premium,7334
8/1/03,OAXACA,TOTAL Diesel,22957
8/1/03,PUEBLA,TOTAL Magna,104308
8/1/03,PUEBLA,TOTAL Premium,14255
8/1/03,PUEBLA,TOTAL Diesel,53083
8/1/03,QUERETARO,TOTAL Magna,56036
8/1/03,QUERETARO,TOTAL Premium,10067
8/1/03,QUERETARO,TOTAL Diesel,47207
8/1/03,SAN LUIS POTOSI,TOTAL Magna,47249
8/1/03,SAN LUIS POTOSI,TOTAL Premium,10832
8/1/03,SAN LUIS POTOSI,TOTAL Diesel,33668
8/1/03,SINALOA,TOTAL Magna,64743
8/1/03,SINALOA,TOTAL Premium,22955
8/1/03,SINALOA,TOTAL Diesel,68410
8/1/03,SONORA,TOTAL Magna,62375
8/1/03,SONORA,TOTAL Premium,7362
8/1/03,SONORA,TOTAL Diesel,57777
8/1/03,TABASCO,TOTAL Magna,49888
8/1/03,TABASCO,TOTAL Premium,13130
8/1/03,TABASCO,TOTAL Diesel,38600
8/1/03,TAMAULIPAS,TOTAL Magna,114776
8/1/03,TAMAULIPAS,TOTAL Premium,68631
8/1/03,TAMAULIPAS,TOTAL Diesel,66188
8/1/03,VERACRUZ,TOTAL Magna,101251
8/1/03,VERACRUZ,TOTAL Premium,76490
8/1/03,VERACRUZ,TOTAL Diesel,123683
8/1/03,YUCATAN,TOTAL Magna,58752
8/1/03,YUCATAN,TOTAL Premium,16270
8/1/03,YUCATAN,TOTAL Diesel,37175
8/1/03,ZACATECAS,TOTAL Magna,30064
8/1/03,ZACATECAS,TOTAL Premium,3492
8/1/03,ZACATECAS,TOTAL Diesel,16302
9/1/03,AGUASCALIENTES,TOTAL Magna,40906
9/1/03,AGUASCALIENTES,TOTAL Premium,3682
9/1/03,AGUASCALIENTES,TOTAL Diesel,19501
9/1/03,BAJA CALIFORNIA,TOTAL Magna,115085
9/1/03,BAJA CALIFORNIA,TOTAL Premium,29420
9/1/03,BAJA CALIFORNIA,TOTAL Diesel,53304
9/1/03,BAJA CALIFORNIA SUR,TOTAL Magna,15811
9/1/03,BAJA CALIFORNIA SUR,TOTAL Premium,6632
9/1/03,BAJA CALIFORNIA SUR,TOTAL Diesel,13437
9/1/03,CAMPECHE,TOTAL Magna,10893
9/1/03,CAMPECHE,TOTAL Premium,2037
9/1/03,CAMPECHE,TOTAL Diesel,5643
9/1/03,CHIAPAS,TOTAL Magna,39309
9/1/03,CHIAPAS,TOTAL Premium,9410
9/1/03,CHIAPAS,TOTAL Diesel,17337
9/1/03,COAHUILA,TOTAL Magna,46173
9/1/03,COAHUILA,TOTAL Premium,7903
9/1/03,COAHUILA,TOTAL Diesel,35097
9/1/03,CHIHUAHUA,TOTAL Magna,113241
9/1/03,CHIHUAHUA,TOTAL Premium,13848
9/1/03,CHIHUAHUA,TOTAL Diesel,52321
9/1/03,COLIMA,TOTAL Magna,18831
9/1/03,COLIMA,TOTAL Premium,6971
9/1/03,COLIMA,TOTAL Diesel,15443
9/1/03,MEXICO CITY,TOTAL Magna,388525
9/1/03,MEXICO CITY,TOTAL Premium,82595
9/1/03,MEXICO CITY,TOTAL Diesel,108459
9/1/03,DURANGO,TOTAL Magna,55548
9/1/03,DURANGO,TOTAL Premium,11680
9/1/03,DURANGO,TOTAL Diesel,45132
9/1/03,GUANAJUATO,TOTAL Magna,99820
9/1/03,GUANAJUATO,TOTAL Premium,11321
9/1/03,GUANAJUATO,TOTAL Diesel,55377
9/1/03,GUERRERO,TOTAL Magna,34368
9/1/03,GUERRERO,TOTAL Premium,11506
9/1/03,GUERRERO,TOTAL Diesel,15775
9/1/03,HIDALGO,TOTAL Magna,65661
9/1/03,HIDALGO,TOTAL Premium,8973
9/1/03,HIDALGO,TOTAL Diesel,38382
9/1/03,JALISCO,TOTAL Magna,160490
9/1/03,JALISCO,TOTAL Premium,33858
9/1/03,JALISCO,TOTAL Diesel,88542
9/1/03,MEXICO,TOTAL Magna,174372
9/1/03,MEXICO,TOTAL Premium,12252
9/1/03,MEXICO,TOTAL Diesel,67081
9/1/03,MICHOACAN,TOTAL Magna,83209
9/1/03,MICHOACAN,TOTAL Premium,14986
9/1/03,MICHOACAN,TOTAL Diesel,36340
9/1/03,MORELOS,TOTAL Magna,43134
9/1/03,MORELOS,TOTAL Premium,9444
9/1/03,MORELOS,TOTAL Diesel,12872
9/1/03,NAYARIT,TOTAL Magna,12047
9/1/03,NAYARIT,TOTAL Premium,3909
9/1/03,NAYARIT,TOTAL Diesel,5993
9/1/03,NUEVO LEON,TOTAL Magna,121408
9/1/03,NUEVO LEON,TOTAL Premium,40634
9/1/03,NUEVO LEON,TOTAL Diesel,89522
9/1/03,OAXACA,TOTAL Magna,31962
9/1/03,OAXACA,TOTAL Premium,6711
9/1/03,OAXACA,TOTAL Diesel,20282
9/1/03,PUEBLA,TOTAL Magna,103055
9/1/03,PUEBLA,TOTAL Premium,13818
9/1/03,PUEBLA,TOTAL Diesel,50956
9/1/03,QUERETARO,TOTAL Magna,54954
9/1/03,QUERETARO,TOTAL Premium,9507
9/1/03,QUERETARO,TOTAL Diesel,44480
9/1/03,SAN LUIS POTOSI,TOTAL Magna,46517
9/1/03,SAN LUIS POTOSI,TOTAL Premium,10098
9/1/03,SAN LUIS POTOSI,TOTAL Diesel,31797
9/1/03,SINALOA,TOTAL Magna,71220
9/1/03,SINALOA,TOTAL Premium,22525
9/1/03,SINALOA,TOTAL Diesel,74924
9/1/03,SONORA,TOTAL Magna,63003
9/1/03,SONORA,TOTAL Premium,7382
9/1/03,SONORA,TOTAL Diesel,56922
9/1/03,TABASCO,TOTAL Magna,48398
9/1/03,TABASCO,TOTAL Premium,13711
9/1/03,TABASCO,TOTAL Diesel,38525
9/1/03,TAMAULIPAS,TOTAL Magna,112030
9/1/03,TAMAULIPAS,TOTAL Premium,64280
9/1/03,TAMAULIPAS,TOTAL Diesel,61383
9/1/03,VERACRUZ,TOTAL Magna,100430
9/1/03,VERACRUZ,TOTAL Premium,72265
9/1/03,VERACRUZ,TOTAL Diesel,126054
9/1/03,YUCATAN,TOTAL Magna,56471
9/1/03,YUCATAN,TOTAL Premium,15598
9/1/03,YUCATAN,TOTAL Diesel,47449
9/1/03,ZACATECAS,TOTAL Magna,27936
9/1/03,ZACATECAS,TOTAL Premium,3299
9/1/03,ZACATECAS,TOTAL Diesel,12014
10/1/03,AGUASCALIENTES,TOTAL Magna,42604
10/1/03,AGUASCALIENTES,TOTAL Premium,4105
10/1/03,AGUASCALIENTES,TOTAL Diesel,22753
10/1/03,BAJA CALIFORNIA,TOTAL Magna,119873
10/1/03,BAJA CALIFORNIA,TOTAL Premium,29644
10/1/03,BAJA CALIFORNIA,TOTAL Diesel,57069
10/1/03,BAJA CALIFORNIA SUR,TOTAL Magna,16135
10/1/03,BAJA CALIFORNIA SUR,TOTAL Premium,6550
10/1/03,BAJA CALIFORNIA SUR,TOTAL Diesel,13157
10/1/03,CAMPECHE,TOTAL Magna,11131
10/1/03,CAMPECHE,TOTAL Premium,2125
10/1/03,CAMPECHE,TOTAL Diesel,6176
10/1/03,CHIAPAS,TOTAL Magna,41344
10/1/03,CHIAPAS,TOTAL Premium,9664
10/1/03,CHIAPAS,TOTAL Diesel,18261
10/1/03,COAHUILA,TOTAL Magna,50129
10/1/03,COAHUILA,TOTAL Premium,7942
10/1/03,COAHUILA,TOTAL Diesel,39927
10/1/03,CHIHUAHUA,TOTAL Magna,120347
10/1/03,CHIHUAHUA,TOTAL Premium,14638
10/1/03,CHIHUAHUA,TOTAL Diesel,56092
10/1/03,COLIMA,TOTAL Magna,19854
10/1/03,COLIMA,TOTAL Premium,7011
10/1/03,COLIMA,TOTAL Diesel,18562
10/1/03,MEXICO CITY,TOTAL Magna,410218
10/1/03,MEXICO CITY,TOTAL Premium,87557
10/1/03,MEXICO CITY,TOTAL Diesel,117951
10/1/03,DURANGO,TOTAL Magna,60154
10/1/03,DURANGO,TOTAL Premium,12285
10/1/03,DURANGO,TOTAL Diesel,53761
10/1/03,GUANAJUATO,TOTAL Magna,107165
10/1/03,GUANAJUATO,TOTAL Premium,11850
10/1/03,GUANAJUATO,TOTAL Diesel,76151
10/1/03,GUERRERO,TOTAL Magna,35396
10/1/03,GUERRERO,TOTAL Premium,10959
10/1/03,GUERRERO,TOTAL Diesel,15907
10/1/03,HIDALGO,TOTAL Magna,69523
10/1/03,HIDALGO,TOTAL Premium,9172
10/1/03,HIDALGO,TOTAL Diesel,44301
10/1/03,JALISCO,TOTAL Magna,166807
10/1/03,JALISCO,TOTAL Premium,36245
10/1/03,JALISCO,TOTAL Diesel,98504
10/1/03,MEXICO,TOTAL Magna,184536
10/1/03,MEXICO,TOTAL Premium,13126
10/1/03,MEXICO,TOTAL Diesel,74180
10/1/03,MICHOACAN,TOTAL Magna,87722
10/1/03,MICHOACAN,TOTAL Premium,15652
10/1/03,MICHOACAN,TOTAL Diesel,41361
10/1/03,MORELOS,TOTAL Magna,45470
10/1/03,MORELOS,TOTAL Premium,9888
10/1/03,MORELOS,TOTAL Diesel,14375
10/1/03,NAYARIT,TOTAL Magna,12588
10/1/03,NAYARIT,TOTAL Premium,4104
10/1/03,NAYARIT,TOTAL Diesel,7026
10/1/03,NUEVO LEON,TOTAL Magna,128367
10/1/03,NUEVO LEON,TOTAL Premium,43779
10/1/03,NUEVO LEON,TOTAL Diesel,95307
10/1/03,OAXACA,TOTAL Magna,35161
10/1/03,OAXACA,TOTAL Premium,7087
10/1/03,OAXACA,TOTAL Diesel,25416
10/1/03,PUEBLA,TOTAL Magna,108834
10/1/03,PUEBLA,TOTAL Premium,14416
10/1/03,PUEBLA,TOTAL Diesel,56943
10/1/03,QUERETARO,TOTAL Magna,58379
10/1/03,QUERETARO,TOTAL Premium,10486
10/1/03,QUERETARO,TOTAL Diesel,49402
10/1/03,SAN LUIS POTOSI,TOTAL Magna,48500
10/1/03,SAN LUIS POTOSI,TOTAL Premium,10158
10/1/03,SAN LUIS POTOSI,TOTAL Diesel,35365
10/1/03,SINALOA,TOTAL Magna,72892
10/1/03,SINALOA,TOTAL Premium,23789
10/1/03,SINALOA,TOTAL Diesel,94169
10/1/03,SONORA,TOTAL Magna,64429
10/1/03,SONORA,TOTAL Premium,7754
10/1/03,SONORA,TOTAL Diesel,62118
10/1/03,TABASCO,TOTAL Magna,50579
10/1/03,TABASCO,TOTAL Premium,13887
10/1/03,TABASCO,TOTAL Diesel,36898
10/1/03,TAMAULIPAS,TOTAL Magna,116121
10/1/03,TAMAULIPAS,TOTAL Premium,70451
10/1/03,TAMAULIPAS,TOTAL Diesel,66023
10/1/03,VERACRUZ,TOTAL Magna,102687
10/1/03,VERACRUZ,TOTAL Premium,78158
10/1/03,VERACRUZ,TOTAL Diesel,133444
10/1/03,YUCATAN,TOTAL Magna,58411
10/1/03,YUCATAN,TOTAL Premium,16041
10/1/03,YUCATAN,TOTAL Diesel,52492
10/1/03,ZACATECAS,TOTAL Magna,29809
10/1/03,ZACATECAS,TOTAL Premium,3194
10/1/03,ZACATECAS,TOTAL Diesel,15715
11/1/03,AGUASCALIENTES,TOTAL Magna,40982
11/1/03,AGUASCALIENTES,TOTAL Premium,3909
11/1/03,AGUASCALIENTES,TOTAL Diesel,21426
11/1/03,BAJA CALIFORNIA,TOTAL Magna,115273
11/1/03,BAJA CALIFORNIA,TOTAL Premium,28809
11/1/03,BAJA CALIFORNIA,TOTAL Diesel,50623
11/1/03,BAJA CALIFORNIA SUR,TOTAL Magna,15605
11/1/03,BAJA CALIFORNIA SUR,TOTAL Premium,6403
11/1/03,BAJA CALIFORNIA SUR,TOTAL Diesel,10036
11/1/03,CAMPECHE,TOTAL Magna,9815
11/1/03,CAMPECHE,TOTAL Premium,1937
11/1/03,CAMPECHE,TOTAL Diesel,6873
11/1/03,CHIAPAS,TOTAL Magna,38445
11/1/03,CHIAPAS,TOTAL Premium,9104
11/1/03,CHIAPAS,TOTAL Diesel,18823
11/1/03,COAHUILA,TOTAL Magna,46026
11/1/03,COAHUILA,TOTAL Premium,7801
11/1/03,COAHUILA,TOTAL Diesel,38030
11/1/03,CHIHUAHUA,TOTAL Magna,114043
11/1/03,CHIHUAHUA,TOTAL Premium,13499
11/1/03,CHIHUAHUA,TOTAL Diesel,53869
11/1/03,COLIMA,TOTAL Magna,18632
11/1/03,COLIMA,TOTAL Premium,6587
11/1/03,COLIMA,TOTAL Diesel,17052
11/1/03,MEXICO CITY,TOTAL Magna,380666
11/1/03,MEXICO CITY,TOTAL Premium,81375
11/1/03,MEXICO CITY,TOTAL Diesel,108840
11/1/03,DURANGO,TOTAL Magna,57509
11/1/03,DURANGO,TOTAL Premium,11591
11/1/03,DURANGO,TOTAL Diesel,49980
11/1/03,GUANAJUATO,TOTAL Magna,101988
11/1/03,GUANAJUATO,TOTAL Premium,11427
11/1/03,GUANAJUATO,TOTAL Diesel,77837
11/1/03,GUERRERO,TOTAL Magna,34250
11/1/03,GUERRERO,TOTAL Premium,11689
11/1/03,GUERRERO,TOTAL Diesel,15628
11/1/03,HIDALGO,TOTAL Magna,64999
11/1/03,HIDALGO,TOTAL Premium,8689
11/1/03,HIDALGO,TOTAL Diesel,42351
11/1/03,JALISCO,TOTAL Magna,158219
11/1/03,JALISCO,TOTAL Premium,34233
11/1/03,JALISCO,TOTAL Diesel,91694
11/1/03,MEXICO,TOTAL Magna,172225
11/1/03,MEXICO,TOTAL Premium,12597
11/1/03,MEXICO,TOTAL Diesel,69251
11/1/03,MICHOACAN,TOTAL Magna,83464
11/1/03,MICHOACAN,TOTAL Premium,15514
11/1/03,MICHOACAN,TOTAL Diesel,40563
11/1/03,MORELOS,TOTAL Magna,42171
11/1/03,MORELOS,TOTAL Premium,9473
11/1/03,MORELOS,TOTAL Diesel,14471
11/1/03,NAYARIT,TOTAL Magna,11619
11/1/03,NAYARIT,TOTAL Premium,4043
11/1/03,NAYARIT,TOTAL Diesel,6560
11/1/03,NUEVO LEON,TOTAL Magna,119229
11/1/03,NUEVO LEON,TOTAL Premium,39778
11/1/03,NUEVO LEON,TOTAL Diesel,84024
11/1/03,OAXACA,TOTAL Magna,34402
